/*********************************************
 * OPL 12.2 Data
 * Author: mireia.roca
 * Creation Date: 12/06/15
*********************************************/
Id=6;
c=2;
n=21;
N={1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21};
D={22,23};
Q=200;
CJ=[{2},{2},{1,2},{2},{2},{1,2},{1},{1},{2},{2},{1,2},{2},{2},{1},{2},{1,2},{1},{2},{2},{2},{2}];
d=[
[0,10],[0,7],[7,6],[0,19],[0,26],[2,1],[5,0],[9,0],[0,16],[0,16],[6,6],[0,19],[0,23],[20,0],[0,8],[10,9],[2,0],[0,12],[0,17],[0,9],[0,9]];
m=[5,5];
K=[{1,2,3,4,5},{6,7,8,9,10}];
KT={1,2,3,4,5,6,7,8,9,10};
cv=20;
cost = #[
<1,2>:14.56,
<1,3>:21.02,
<1,4>:16.64,
<1,5>:22.85,
<1,6>:10.82,
<1,7>:12.00,
<1,8>:10.44,
<1,9>:12.37,
<1,10>:6.32,
<1,11>:12.04,
<1,12>:15.23,
<1,13>:19.24,
<1,14>:4.47,
<1,15>:8.06,
<1,16>:10.63,
<1,17>:13.42,
<1,18>:14.87,
<1,19>:26.08,
<1,20>:15.30,
<1,21>:20.52,
<1,22>:29.53,
<1,23>:19.80,
<2,1>:14.56,
<2,3>:35.36,
<2,4>:11.18,
<2,5>:35.36,
<2,6>:20.62,
<2,7>:16.12,
<2,8>:25.00,
<2,9>:7.28,
<2,10>:8.25,
<2,11>:14.32,
<2,12>:28.07,
<2,13>:33.62,
<2,14>:18.11,
<2,15>:21.10,
<2,16>:6.71,
<2,17>:2.83,
<2,18>:9.00,
<2,19>:40.05,
<2,20>:29.83,
<2,21>:30.68,
<2,22>:41.23,
<2,23>:10.00,
<3,1>:21.02,
<3,2>:35.36,
<3,4>:33.54,
<3,5>:10.00,
<3,6>:18.03,
<3,7>:24.70,
<3,8>:11.18,
<3,9>:33.06,
<3,10>:27.17,
<3,11>:30.08,
<3,12>:9.90,
<3,13>:8.94,
<3,14>:17.26,
<3,15>:18.03,
<3,16>:30.08,
<3,17>:33.73,
<3,18>:35.23,
<3,19>:5.83,
<3,20>:6.32,
<3,21>:16.16,
<3,22>:15.81,
<3,23>:38.08,
<4,1>:16.64,
<4,2>:11.18,
<4,3>:33.54,
<4,5>:30.41,
<4,6>:15.81,
<4,7>:9.22,
<4,8>:25.50,
<4,9>:17.26,
<4,10>:12.37,
<4,11>:23.02,
<4,12>:24.35,
<4,13>:34.71,
<4,14>:17.69,
<4,15>:24.70,
<4,16>:7.07,
<4,17>:8.54,
<4,18>:19.65,
<4,19>:37.00,
<4,20>:29.41,
<4,21>:24.00,
<4,22>:35.00,
<4,23>:5.00,
<5,1>:22.85,
<5,2>:35.36,
<5,3>:10.00,
<5,4>:30.41,
<5,6>:15.00,
<5,7>:21.21,
<5,8>:16.28,
<5,9>:35.11,
<5,10>:27.89,
<5,11>:34.13,
<5,12>:7.62,
<5,13>:18.44,
<5,14>:18.38,
<5,15>:23.35,
<5,16>:29.07,
<5,17>:33.14,
<5,18>:37.70,
<5,19>:8.60,
<5,20>:13.42,
<5,21>:7.81,
<5,22>:7.07,
<5,23>:35.36,
<6,1>:10.82,
<6,2>:20.62,
<6,3>:18.03,
<6,4>:15.81,
<6,5>:15.00,
<6,7>:6.71,
<6,8>:12.65,
<6,9>:21.63,
<6,10>:13.89,
<6,11>:22.80,
<6,12>:8.54,
<6,13>:21.10,
<6,14>:7.28,
<6,15>:16.12,
<6,16>:14.14,
<6,17>:18.25,
<6,18>:24.41,
<6,19>:21.19,
<6,20>:15.00,
<6,21>:10.30,
<6,22>:20.62,
<6,23>:20.62,
<7,1>:12.00,
<7,2>:16.12,
<7,3>:24.70,
<7,4>:9.22,
<7,5>:21.21,
<7,6>:6.71,
<7,8>:18.03,
<7,9>:19.21,
<7,10>:11.66,
<7,11>:22.47,
<7,12>:15.23,
<7,13>:27.02,
<7,14>:10.77,
<7,15>:19.42,
<7,16>:9.43,
<7,17>:13.42,
<7,18>:22.02,
<7,19>:27.86,
<7,20>:21.21,
<7,21>:15.13,
<7,22>:26.08,
<7,23>:14.14,
<8,1>:10.44,
<8,2>:25.00,
<8,3>:11.18,
<8,4>:25.50,
<8,5>:16.28,
<8,6>:12.65,
<8,7>:18.03,
<8,9>:22.00,
<8,10>:16.76,
<8,11>:18.97,
<8,12>:9.85,
<8,13>:9.22,
<8,14>:7.81,
<8,15>:7.21,
<8,16>:20.59,
<8,17>:23.77,
<8,18>:24.08,
<8,19>:16.76,
<8,20>:5.00,
<8,21>:17.72,
<8,22>:23.35,
<8,23>:29.41,
<9,1>:12.37,
<9,2>:7.28,
<9,3>:33.06,
<9,4>:17.26,
<9,5>:35.11,
<9,6>:21.63,
<9,7>:19.21,
<9,8>:22.00,
<9,10>:7.81,
<9,11>:7.21,
<9,12>:27.51,
<9,13>:29.61,
<9,14>:16.76,
<9,15>:16.49,
<9,16>:10.77,
<9,17>:9.00,
<9,18>:2.83,
<9,19>:38.33,
<9,20>:27.00,
<9,21>:31.91,
<9,22>:41.63,
<9,23>:17.12,
<10,1>:6.32,
<10,2>:8.25,
<10,3>:27.17,
<10,4>:12.37,
<10,5>:27.89,
<10,6>:13.89,
<10,7>:11.66,
<10,8>:16.76,
<10,9>:7.81,
<10,11>:11.18,
<10,12>:20.40,
<10,13>:25.50,
<10,14>:10.00,
<10,15>:13.45,
<10,16>:5.39,
<10,17>:7.21,
<10,18>:10.63,
<10,19>:32.00,
<10,20>:21.59,
<10,21>:24.19,
<10,22>:34.18,
<10,23>:14.42,
<11,1>:12.04,
<11,2>:14.32,
<11,3>:30.08,
<11,4>:23.02,
<11,5>:34.13,
<11,6>:22.80,
<11,7>:22.47,
<11,8>:18.97,
<11,9>:7.21,
<11,10>:11.18,
<11,12>:26.63,
<11,13>:25.00,
<11,14>:16.28,
<11,15>:12.17,
<11,16>:16.00,
<11,17>:15.52,
<11,18>:7.21,
<11,19>:35.74,
<11,20>:23.77,
<11,21>:32.53,
<11,22>:41.05,
<11,23>:23.77,
<12,1>:15.23,
<12,2>:28.07,
<12,3>:9.90,
<12,4>:24.35,
<12,5>:7.62,
<12,6>:8.54,
<12,7>:15.23,
<12,8>:9.85,
<12,9>:27.51,
<12,10>:20.40,
<12,11>:26.63,
<12,13>:15.30,
<12,14>:10.77,
<12,15>:16.40,
<12,16>:22.02,
<12,17>:26.00,
<12,18>:30.08,
<12,19>:12.65,
<12,20>:9.06,
<12,21>:8.06,
<12,22>:14.42,
<12,23>:29.12,
<13,1>:19.24,
<13,2>:33.62,
<13,3>:8.94,
<13,4>:34.71,
<13,5>:18.44,
<13,6>:21.10,
<13,7>:27.02,
<13,8>:9.22,
<13,9>:29.61,
<13,10>:25.50,
<13,11>:25.00,
<13,12>:15.30,
<13,14>:17.03,
<13,15>:13.15,
<13,16>:29.68,
<13,17>:32.65,
<13,18>:31.26,
<13,19>:14.21,
<13,20>:6.32,
<13,21>:23.09,
<13,22>:24.70,
<13,23>:38.60,
<14,1>:4.47,
<14,2>:18.11,
<14,3>:17.26,
<14,4>:17.69,
<14,5>:18.38,
<14,6>:7.28,
<14,7>:10.77,
<14,8>:7.81,
<14,9>:16.76,
<14,10>:10.00,
<14,11>:16.28,
<14,12>:10.77,
<14,13>:17.03,
<14,15>:9.00,
<14,16>:13.00,
<14,17>:16.49,
<14,18>:19.31,
<14,19>:22.00,
<14,20>:12.08,
<14,21>:16.28,
<14,22>:25.06,
<14,23>:21.63,
<15,1>:8.06,
<15,2>:21.10,
<15,3>:18.03,
<15,4>:24.70,
<15,5>:23.35,
<15,6>:16.12,
<15,7>:19.42,
<15,8>:7.21,
<15,9>:16.49,
<15,10>:13.45,
<15,11>:12.17,
<15,12>:16.40,
<15,13>:13.15,
<15,14>:9.00,
<15,16>:18.44,
<15,17>:20.62,
<15,18>:18.11,
<15,19>:23.77,
<15,20>:11.70,
<15,21>:23.71,
<15,22>:30.41,
<15,23>:27.66,
<16,1>:10.63,
<16,2>:6.71,
<16,3>:30.08,
<16,4>:7.07,
<16,5>:29.07,
<16,6>:14.14,
<16,7>:9.43,
<16,8>:20.59,
<16,9>:10.77,
<16,10>:5.39,
<16,11>:16.00,
<16,12>:22.02,
<16,13>:29.68,
<16,14>:13.00,
<16,15>:18.44,
<16,17>:4.12,
<16,18>:13.42,
<16,19>:34.37,
<16,20>:25.08,
<16,21>:24.04,
<16,22>:34.71,
<16,23>:9.22,
<17,1>:13.42,
<17,2>:2.83,
<17,3>:33.73,
<17,4>:8.54,
<17,5>:33.14,
<17,6>:18.25,
<17,7>:13.42,
<17,8>:23.77,
<17,9>:9.00,
<17,10>:7.21,
<17,11>:15.52,
<17,12>:26.00,
<17,13>:32.65,
<17,14>:16.49,
<17,15>:20.62,
<17,16>:4.12,
<17,18>:11.18,
<17,19>:38.21,
<17,20>:28.46,
<17,21>:28.16,
<17,22>:38.83,
<17,23>:8.25,
<18,1>:14.87,
<18,2>:9.00,
<18,3>:35.23,
<18,4>:19.65,
<18,5>:37.70,
<18,6>:24.41,
<18,7>:22.02,
<18,8>:24.08,
<18,9>:2.83,
<18,10>:10.63,
<18,11>:7.21,
<18,12>:30.08,
<18,13>:31.26,
<18,14>:19.31,
<18,15>:18.11,
<18,16>:13.42,
<18,17>:11.18,
<18,19>:40.61,
<18,20>:29.07,
<18,21>:34.67,
<18,22>:44.28,
<18,23>:19.00,
<19,1>:26.08,
<19,2>:40.05,
<19,3>:5.83,
<19,4>:37.00,
<19,5>:8.60,
<19,6>:21.19,
<19,7>:27.86,
<19,8>:16.76,
<19,9>:38.33,
<19,10>:32.00,
<19,11>:35.74,
<19,12>:12.65,
<19,13>:14.21,
<19,14>:22.00,
<19,15>:23.77,
<19,16>:34.37,
<19,17>:38.21,
<19,18>:40.61,
<19,20>:12.08,
<19,21>:16.28,
<19,22>:12.00,
<19,23>:41.76,
<20,1>:15.30,
<20,2>:29.83,
<20,3>:6.32,
<20,4>:29.41,
<20,5>:13.42,
<20,6>:15.00,
<20,7>:21.21,
<20,8>:5.00,
<20,9>:27.00,
<20,10>:21.59,
<20,11>:23.77,
<20,12>:9.06,
<20,13>:6.32,
<20,14>:12.08,
<20,15>:11.70,
<20,16>:25.08,
<20,17>:28.46,
<20,18>:29.07,
<20,19>:12.08,
<20,21>:17.00,
<20,22>:20.25,
<20,23>:33.62,
<21,1>:20.52,
<21,2>:30.68,
<21,3>:16.16,
<21,4>:24.00,
<21,5>:7.81,
<21,6>:10.30,
<21,7>:15.13,
<21,8>:17.72,
<21,9>:31.91,
<21,10>:24.19,
<21,11>:32.53,
<21,12>:8.06,
<21,13>:23.09,
<21,14>:16.28,
<21,15>:23.71,
<21,16>:24.04,
<21,17>:28.16,
<21,18>:34.67,
<21,19>:16.28,
<21,20>:17.00,
<21,22>:11.00,
<21,23>:29.00,
<22,1>:29.53,
<22,2>:41.23,
<22,3>:15.81,
<22,4>:35.00,
<22,5>:7.07,
<22,6>:20.62,
<22,7>:26.08,
<22,8>:23.35,
<22,9>:41.63,
<22,10>:34.18,
<22,11>:41.05,
<22,12>:14.42,
<22,13>:24.70,
<22,14>:25.06,
<22,15>:30.41,
<22,16>:34.71,
<22,17>:38.83,
<22,18>:44.28,
<22,19>:12.00,
<22,20>:20.25,
<22,21>:11.00,
<23,1>:19.80,
<23,2>:10.00,
<23,3>:38.08,
<23,4>:5.00,
<23,5>:35.36,
<23,6>:20.62,
<23,7>:14.14,
<23,8>:29.41,
<23,9>:17.12,
<23,10>:14.42,
<23,11>:23.77,
<23,12>:29.12,
<23,13>:38.60,
<23,14>:21.63,
<23,15>:27.66,
<23,16>:9.22,
<23,17>:8.25,
<23,18>:19.00,
<23,19>:41.76,
<23,20>:33.62,
<23,21>:29.00,
]#;


/*********************************************
 * Author: Zimmermann, Julia. Carvalheira, Rafael.
 * Creation Date: 30/01/25
*********************************************/

SCCVRPSPD

p = [
0 19
0 21
5 11
0 16
0 4
7 17
9 0
12 0
0 4
0 9
10 12
0 18
0 6
3 0
0 4
4 21
11 0
0 17
0 14
0 17
0 3
]

SCCVRPSPDM-M

m2m[1, 22, 2] = 10
m2m[2, 3, 2] = 2
m2m[2, 11, 2] = 2
m2m[2, 16, 2] = 1
m2m[2, 22, 2] = 2
m2m[3, 22, 1] = 7
m2m[4, 16, 2] = 2
m2m[4, 22, 2] = 17
m2m[5, 22, 2] = 26
m2m[6, 22, 2] = 1
m2m[7, 6, 1] = 5
m2m[8, 22, 1] = 9
m2m[9, 22, 2] = 16
m2m[10, 3, 2] = 16
m2m[11, 22, 1] = 6
m2m[12, 22, 2] = 19
m2m[13, 11, 2] = 1
m2m[13, 16, 2] = 22
m2m[14, 6, 1] = 20
m2m[15, 22, 2] = 8
m2m[16, 22, 1] = 10
m2m[17, 22, 1] = 2
m2m[18, 22, 2] = 12
m2m[19, 22, 2] = 17
m2m[20, 11, 2] = 6
m2m[20, 22, 2] = 3
m2m[21, 11, 2] = 9
m2m[22, 1, 2] = 19
m2m[22, 3, 1] = 5
m2m[22, 5, 2] = 4
m2m[22, 6, 2] = 17
m2m[22, 8, 1] = 12
m2m[22, 9, 2] = 4
m2m[22, 11, 1] = 10
m2m[22, 12, 2] = 18
m2m[22, 15, 2] = 4
m2m[22, 16, 1] = 4
m2m[22, 17, 1] = 11
m2m[22, 18, 2] = 17
m2m[22, 19, 2] = 14
