/*********************************************
 * OPL 12.2 Data
 * Author: mireia.roca
 * Creation Date: 12/06/15
*********************************************/
Id=10;
c=2;
n=20;
N={1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20};
D={21,22};
Q=500;
CJ=[{1,2},{1},{2},{2},{1,2},{1},{1},{1,2},{1},{1,2},{2},{1},{1},{1,2},{1},{1},{2},{2},{2},{1}];
d=[
[3,3],[72,0],[0,93],[0,28],[3,2],[43,0],[1,0],[18,18],[53,0],[32,31],[0,25],[50,0],[57,0],[1,0],[66,0],[37,0],[0,51],[0,47],[0,88],[88,0]];
m=[5,5];
K=[{1,2,3,4,5},{6,7,8,9,10}];
KT={1,2,3,4,5,6,7,8,9,10};
cv=20;
cost = #[
<1,2>:12.65,
<1,3>:18.38,
<1,4>:34.67,
<1,5>:49.65,
<1,6>:31.02,
<1,7>:26.00,
<1,8>:19.31,
<1,9>:4.24,
<1,10>:5.00,
<1,11>:20.88,
<1,12>:45.49,
<1,13>:38.47,
<1,14>:47.01,
<1,15>:46.10,
<1,16>:16.12,
<1,17>:27.59,
<1,18>:21.38,
<1,19>:39.62,
<1,20>:27.20,
<1,21>:38.08,
<1,22>:57.43,
<2,1>:12.65,
<2,3>:31.02,
<2,4>:47.01,
<2,5>:61.91,
<2,6>:29.97,
<2,7>:13.42,
<2,8>:23.60,
<2,9>:11.40,
<2,10>:10.63,
<2,11>:24.08,
<2,12>:57.80,
<2,13>:50.04,
<2,14>:59.62,
<2,15>:58.69,
<2,16>:7.21,
<2,17>:17.00,
<2,18>:18.79,
<2,19>:51.40,
<2,20>:39.85,
<2,21>:31.14,
<2,22>:62.24,
<3,1>:18.38,
<3,2>:31.02,
<3,4>:16.97,
<3,5>:31.89,
<3,6>:41.23,
<3,7>:44.38,
<3,8>:26.93,
<3,9>:20.40,
<3,10>:21.38,
<3,11>:29.15,
<3,12>:27.66,
<3,13>:24.70,
<3,14>:28.64,
<3,15>:27.73,
<3,16>:33.38,
<3,17>:45.22,
<3,18>:35.00,
<3,19>:23.32,
<3,20>:9.06,
<3,21>:51.42,
<3,22>:56.32,
<4,1>:34.67,
<4,2>:47.01,
<4,3>:16.97,
<4,5>:15.00,
<4,6>:57.31,
<4,7>:60.42,
<4,8>:43.05,
<4,9>:35.78,
<4,10>:36.67,
<4,11>:45.28,
<4,12>:10.82,
<4,13>:26.57,
<4,14>:14.00,
<4,15>:13.00,
<4,16>:48.10,
<4,17>:62.01,
<4,18>:51.86,
<4,19>:8.00,
<4,20>:11.40,
<4,21>:62.00,
<4,22>:66.12,
<5,1>:49.65,
<5,2>:61.91,
<5,3>:31.89,
<5,4>:15.00,
<5,6>:71.28,
<5,7>:75.29,
<5,8>:57.20,
<5,9>:50.61,
<5,10>:51.48,
<5,11>:59.41,
<5,12>:4.24,
<5,13>:34.13,
<5,14>:9.22,
<5,15>:9.06,
<5,16>:62.65,
<5,17>:77.01,
<5,18>:66.53,
<5,19>:12.04,
<5,20>:25.00,
<5,21>:74.55,
<5,22>:75.43,
<6,1>:31.02,
<6,2>:29.97,
<6,3>:41.23,
<6,4>:57.31,
<6,5>:71.28,
<6,7>:32.65,
<6,8>:14.32,
<6,9>:34.23,
<6,10>:34.37,
<6,11>:12.08,
<6,12>:67.12,
<6,13>:44.65,
<6,14>:65.30,
<6,15>:64.66,
<6,16>:37.12,
<6,17>:24.19,
<6,18>:11.18,
<6,19>:64.40,
<6,20>:46.32,
<6,21>:60.46,
<6,22>:35.78,
<7,1>:26.00,
<7,2>:13.42,
<7,3>:44.38,
<7,4>:60.42,
<7,5>:75.29,
<7,6>:32.65,
<7,8>:32.02,
<7,9>:24.70,
<7,10>:23.85,
<7,11>:31.62,
<7,12>:71.20,
<7,13>:62.13,
<7,14>:73.01,
<7,15>:72.09,
<7,16>:14.42,
<7,17>:9.85,
<7,18>:22.83,
<7,19>:64.64,
<7,20>:53.14,
<7,21>:30.36,
<7,22>:67.96,
<8,1>:19.31,
<8,2>:23.60,
<8,3>:26.93,
<8,4>:43.05,
<8,5>:57.20,
<8,6>:14.32,
<8,7>:32.02,
<8,9>:23.26,
<8,10>:23.71,
<8,11>:2.24,
<8,12>:53.01,
<8,13>:33.24,
<8,14>:51.62,
<8,15>:50.93,
<8,16>:30.48,
<8,17>:27.02,
<8,18>:11.40,
<8,19>:50.09,
<8,20>:32.20,
<8,21>:54.49,
<8,22>:38.95,
<9,1>:4.24,
<9,2>:11.40,
<9,3>:20.40,
<9,4>:35.78,
<9,5>:50.61,
<9,6>:34.23,
<9,7>:24.70,
<9,8>:23.26,
<9,10>:1.00,
<9,11>:24.70,
<9,12>:46.53,
<9,13>:41.98,
<9,14>:48.70,
<9,15>:47.76,
<9,16>:13.04,
<9,17>:27.80,
<9,18>:24.02,
<9,19>:40.00,
<9,20>:29.43,
<9,21>:34.00,
<9,22>:61.61,
<10,1>:5.00,
<10,2>:10.63,
<10,3>:21.38,
<10,4>:36.67,
<10,5>:51.48,
<10,6>:34.37,
<10,7>:23.85,
<10,8>:23.71,
<10,9>:1.00,
<10,11>:25.08,
<10,12>:47.41,
<10,13>:42.95,
<10,14>:49.65,
<10,15>:48.70,
<10,16>:12.04,
<10,17>:27.20,
<10,18>:24.00,
<10,19>:40.80,
<10,20>:30.41,
<10,21>:33.12,
<10,22>:62.20,
<11,1>:20.88,
<11,2>:24.08,
<11,3>:29.15,
<11,4>:45.28,
<11,5>:59.41,
<11,6>:12.08,
<11,7>:31.62,
<11,8>:2.24,
<11,9>:24.70,
<11,10>:25.08,
<11,12>:55.22,
<11,13>:34.93,
<11,14>:53.76,
<11,15>:53.08,
<11,16>:31.11,
<11,17>:26.02,
<11,18>:10.05,
<11,19>:52.33,
<11,20>:34.41,
<11,21>:55.15,
<11,22>:38.18,
<12,1>:45.49,
<12,2>:57.80,
<12,3>:27.66,
<12,4>:10.82,
<12,5>:4.24,
<12,6>:67.12,
<12,7>:71.20,
<12,8>:53.01,
<12,9>:46.53,
<12,10>:47.41,
<12,11>:55.22,
<12,13>:31.00,
<12,14>:7.81,
<12,15>:7.21,
<12,16>:58.69,
<12,17>:72.80,
<12,18>:62.29,
<12,19>:9.22,
<12,20>:20.81,
<12,21>:71.25,
<12,22>:72.17,
<13,1>:38.47,
<13,2>:50.04,
<13,3>:24.70,
<13,4>:26.57,
<13,5>:34.13,
<13,6>:44.65,
<13,7>:62.13,
<13,8>:33.24,
<13,9>:41.98,
<13,10>:42.95,
<13,11>:34.93,
<13,12>:31.00,
<13,14>:25.50,
<13,15>:25.32,
<13,16>:54.59,
<13,17>:59.44,
<13,18>:44.60,
<13,19>:34.21,
<13,20>:18.44,
<13,21>:75.27,
<13,22>:41.30,
