/*********************************************
 * OPL 12.2 Data
 * Author: mireia.roca
 * Creation Date: 04/02/16
*********************************************/
Id=8033;
c=2;
n=15;
N={1,2,3,4,5,6,7,8,9,10,11,12,13,14,15};
D={16,17};
Q=300;
CJ=[{1},{2},{1,2},{1},{1,2},{2},{2},{1,2},{1},{1,2},{2},{1,2},{2},{1},{2}];
d=[
[36,0],[0,35],[46,40],[31,0],[38,36],[0,27],[0,42],[46,30],[39,0],[25,44],[0,36],[40,29],[0,38],[48,0],[0,47]];
m=[3,3];
K=[{1,2,3},{4,5,6}];
KT={1,2,3,4,5,6};
cv=50;
cost = #[
<1,2>:82.01,
<1,3>:75.64,
<1,4>:54.67,
<1,5>:90.74,
<1,6>:45.35,
<1,7>:64.85,
<1,8>:84.63,
<1,9>:103.32,
<1,10>:105.21,
<1,11>:19.31,
<1,12>:8.25,
<1,13>:24.52,
<1,14>:43.60,
<1,15>:84.72,
<1,16>:20.62,
<1,17>:122.58,
<2,1>:82.01,
<2,3>:19.42,
<2,4>:31.05,
<2,5>:12.17,
<2,6>:44.29,
<2,7>:31.14,
<2,8>:24.84,
<2,9>:22.83,
<2,10>:23.32,
<2,11>:99.04,
<2,12>:75.72,
<2,13>:74.67,
<2,14>:41.79,
<2,15>:43.38,
<2,16>:100.45,
<2,17>:41.11,
<3,1>:75.64,
<3,2>:19.42,
<3,4>:35.74,
<3,5>:18.79,
<3,6>:32.02,
<3,7>:13.89,
<3,8>:42.94,
<3,9>:39.62,
<3,10>:34.89,
<3,11>:90.43,
<3,12>:70.84,
<3,13>:74.33,
<3,14>:43.19,
<3,15>:25.00,
<3,16>:91.81,
<3,17>:55.04,
<4,1>:54.67,
<4,2>:31.05,
<4,3>:35.74,
<4,5>:42.43,
<4,6>:32.28,
<4,7>:35.47,
<4,8>:30.41,
<4,9>:49.65,
<4,10>:53.85,
<4,11>:73.24,
<4,12>:47.38,
<4,13>:43.86,
<4,14>:11.40,
<4,15>:57.98,
<4,16>:74.63,
<4,17>:69.07,
<5,1>:90.74,
<5,2>:12.17,
<5,3>:18.79,
<5,4>:42.43,
<5,6>:49.58,
<5,7>:32.65,
<5,8>:35.00,
<5,9>:22.02,
<5,10>:16.12,
<5,11>:106.83,
<5,12>:85.00,
<5,13>:85.44,
<5,14>:52.63,
<5,15>:37.66,
<5,16>:108.23,
<5,17>:36.25,
<6,1>:45.35,
<6,2>:44.29,
<6,3>:32.02,
<6,4>:32.28,
<6,5>:49.58,
<6,7>:19.70,
<6,8>:58.22,
<6,9>:67.12,
<6,10>:65.44,
<6,11>:58.67,
<6,12>:42.11,
<6,13>:50.70,
<6,14>:30.00,
<6,15>:40.00,
<6,16>:60.03,
<6,17>:84.88,
<7,1>:64.85,
<7,2>:31.14,
<7,3>:13.89,
<7,4>:35.47,
<7,5>:32.65,
<7,6>:19.70,
<7,8>:51.66,
<7,9>:52.89,
<7,10>:48.76,
<7,11>:78.29,
<7,12>:61.00,
<7,13>:67.19,
<7,14>:39.40,
<7,15>:23.41,
<7,16>:79.65,
<7,17>:68.88,
<8,1>:84.63,
<8,2>:24.84,
<8,3>:42.94,
<8,4>:30.41,
<8,5>:35.00,
<8,6>:58.22,
<8,7>:51.66,
<8,9>:27.02,
<8,10>:36.67,
<8,11>:103.46,
<8,12>:77.01,
<8,13>:70.29,
<8,14>:41.05,
<8,15>:67.74,
<8,16>:104.85,
<8,17>:44.64,
<9,1>:103.32,
<9,2>:22.83,
<9,3>:39.62,
<9,4>:49.65,
<9,5>:22.02,
<9,6>:67.12,
<9,7>:52.89,
<9,8>:27.02,
<9,10>:12.04,
<9,11>:120.97,
<9,12>:96.54,
<9,13>:93.15,
<9,14>:61.03,
<9,15>:59.54,
<9,16>:122.38,
<9,17>:19.42,
<10,1>:105.21,
<10,2>:23.32,
<10,3>:34.89,
<10,4>:53.85,
<10,5>:16.12,
<10,6>:65.44,
<10,7>:48.76,
<10,8>:36.67,
<10,9>:12.04,
<10,11>:121.92,
<10,12>:99.02,
<10,13>:97.69,
<10,14>:64.88,
<10,15>:51.01,
<10,16>:123.33,
<10,17>:20.25,
<11,1>:19.31,
<11,2>:99.04,
<11,3>:90.43,
<11,4>:73.24,
<11,5>:106.83,
<11,6>:58.67,
<11,7>:78.29,
<11,8>:103.46,
<11,9>:120.97,
<11,10>:121.92,
<11,12>:27.51,
<11,13>:42.05,
<11,14>:62.43,
<11,15>:95.51,
<11,16>:1.41,
<11,17>:140.01,
<12,1>:8.25,
<12,2>:75.72,
<12,3>:70.84,
<12,4>:47.38,
<12,5>:85.00,
<12,6>:42.11,
<12,7>:61.00,
<12,8>:77.01,
<12,9>:96.54,
<12,10>:99.02,
<12,11>:27.51,
<12,13>:17.46,
<12,14>:36.12,
<12,15>:82.05,
<12,16>:28.79,
<12,17>:115.88,
<13,1>:24.52,
<13,2>:74.67,
<13,3>:74.33,
<13,4>:43.86,
<13,5>:85.44,
<13,6>:50.70,
<13,7>:67.19,
<13,8>:70.29,
<13,9>:93.15,
<13,10>:97.69,
<13,11>:42.05,
<13,12>:17.46,
<13,14>:32.89,
<13,15>:89.94,
<13,16>:43.10,
<13,17>:112.51,
<14,1>:43.60,
<14,2>:41.79,
<14,3>:43.19,
<14,4>:11.40,
<14,5>:52.63,
<14,6>:30.00,
<14,7>:39.40,
<14,8>:41.05,
<14,9>:61.03,
<14,10>:64.88,
<14,11>:62.43,
<14,12>:36.12,
<14,13>:32.89,
<14,15>:62.77,
<14,16>:63.81,
<14,17>:80.45,
<15,1>:84.72,
<15,2>:43.38,
<15,3>:25.00,
<15,4>:57.98,
<15,5>:37.66,
<15,6>:40.00,
<15,7>:23.41,
<15,8>:67.74,
<15,9>:59.54,
<15,10>:51.01,
<15,11>:95.51,
<15,12>:82.05,
<15,13>:89.94,
<15,14>:62.77,
<15,16>:96.77,
<15,17>:70.46,
<16,1>:20.62,
<16,2>:100.45,
<16,3>:91.81,
<16,4>:74.63,
<16,5>:108.23,
<16,6>:60.03,
<16,7>:79.65,
<16,8>:104.85,
<16,9>:122.38,
<16,10>:123.33,
<16,11>:1.41,
<16,12>:28.79,
<16,13>:43.10,
<16,14>:63.81,
<16,15>:96.77,
<17,1>:122.58,
<17,2>:41.11,
<17,3>:55.04,
<17,4>:69.07,
<17,5>:36.25,
<17,6>:84.88,
<17,7>:68.88,
<17,8>:44.64,
<17,9>:19.42,
<17,10>:20.25,
<17,11>:140.01,
<17,12>:115.88,
<17,13>:112.51,
<17,14>:80.45,
<17,15>:70.46,
]#;


/*********************************************
 * Author: Zimmermann, Julia. Carvalheira, Rafael.
 * Creation Date: 30/01/25
*********************************************/

SCCVRPSPD

p = [
49 0
0 36
48 31
26 0
35 27
0 41
0 44
49 42
31 0
37 28
0 37
46 44
0 32
28 0
0 42
]

SCCVRPSPDM-M

m2m[1, 12, 1] = 23
m2m[1, 16, 1] = 13
m2m[2, 16, 2] = 35
m2m[3, 16, 1] = 46
m2m[4, 16, 1] = 31
m2m[5, 16, 1] = 38
m2m[6, 16, 2] = 27
m2m[7, 8, 2] = 20
m2m[7, 16, 2] = 22
m2m[8, 16, 1] = 46
m2m[9, 12, 1] = 20
m2m[9, 16, 1] = 19
m2m[10, 16, 1] = 25
m2m[11, 3, 2] = 36
m2m[12, 16, 2] = 29
m2m[13, 5, 2] = 20
m2m[13, 16, 2] = 18
m2m[14, 16, 1] = 48
m2m[15, 16, 2] = 47
m2m[16, 2, 2] = 36
m2m[16, 3, 1] = 48
m2m[16, 4, 1] = 26
m2m[16, 5, 1] = 35
