/*********************************************
 * OPL 12.2 Data
 * Author: mireia.roca
 * Creation Date: 04/02/16
*********************************************/
Id=8029;
c=2;
n=10;
N={1,2,3,4,5,6,7,8,9,10};
D={11,12};
Q=400;
CJ=[{1,2},{1,2},{2},{2},{2},{1},{2},{1},{1},{1,2}];
d=[
[28,30],[40,27],[0,43],[0,37],[0,47],[32,0],[0,26],[49,0],[33,0],[48,28]];
m=[3,3];
K=[{1,2,3},{4,5,6}];
KT={1,2,3,4,5,6};
cv=50;
cost = #[
<1,2>:32.25,
<1,3>:31.24,
<1,4>:46.86,
<1,5>:30.81,
<1,6>:5.00,
<1,7>:32.28,
<1,8>:101.83,
<1,9>:90.44,
<1,10>:44.69,
<1,11>:95.27,
<1,12>:66.91,
<2,1>:32.25,
<2,3>:11.31,
<2,4>:46.69,
<2,5>:50.57,
<2,6>:28.02,
<2,7>:25.18,
<2,8>:69.81,
<2,9>:72.80,
<2,10>:18.03,
<2,11>:78.87,
<2,12>:63.41,
<3,1>:31.24,
<3,2>:11.31,
<3,4>:56.32,
<3,5>:55.54,
<3,6>:28.30,
<3,7>:34.79,
<3,8>:72.07,
<3,9>:84.02,
<3,10>:13.45,
<3,11>:90.14,
<3,12>:52.20,
<4,1>:46.86,
<4,2>:46.69,
<4,3>:56.32,
<4,5>:29.00,
<4,6>:43.14,
<4,7>:21.59,
<4,8>:100.65,
<4,9>:50.04,
<4,10>:64.38,
<4,11>:53.15,
<4,12>:106.89,
<5,1>:30.81,
<5,2>:50.57,
<5,3>:55.54,
<5,4>:29.00,
<5,6>:30.07,
<5,7>:31.89,
<5,8>:117.03,
<5,9>:79.03,
<5,10>:67.68,
<5,11>:82.10,
<5,12>:97.67,
<6,1>:5.00,
<6,2>:28.02,
<6,3>:28.30,
<6,4>:43.14,
<6,5>:30.07,
<6,7>:27.51,
<6,8>:97.80,
<6,9>:85.70,
<6,10>:41.62,
<6,11>:90.62,
<6,12>:67.91,
<7,1>:32.28,
<7,2>:25.18,
<7,3>:34.79,
<7,4>:21.59,
<7,5>:31.89,
<7,6>:27.51,
<7,8>:85.60,
<7,9>:58.19,
<7,10>:43.05,
<7,11>:63.16,
<7,12>:85.96,
<8,1>:101.83,
<8,2>:69.81,
<8,3>:72.07,
<8,4>:100.65,
<8,5>:117.03,
<8,6>:97.80,
<8,7>:85.60,
<8,9>:87.05,
<8,10>:59.51,
<8,11>:93.19,
<8,12>:94.26,
<9,1>:90.44,
<9,2>:72.80,
<9,3>:84.02,
<9,4>:50.04,
<9,5>:79.03,
<9,6>:85.70,
<9,7>:58.19,
<9,8>:87.05,
<9,10>:84.22,
<9,11>:6.71,
<9,12>:135.07,
<10,1>:44.69,
<10,2>:18.03,
<10,3>:13.45,
<10,4>:64.38,
<10,5>:67.68,
<10,6>:41.62,
<10,7>:43.05,
<10,8>:59.51,
<10,9>:84.22,
<10,11>:90.69,
<10,12>:51.22,
<11,1>:95.27,
<11,2>:78.87,
<11,3>:90.14,
<11,4>:53.15,
<11,5>:82.10,
<11,6>:90.62,
<11,7>:63.16,
<11,8>:93.19,
<11,9>:6.71,
<11,10>:90.69,
<12,1>:66.91,
<12,2>:63.41,
<12,3>:52.20,
<12,4>:106.89,
<12,5>:97.67,
<12,6>:67.91,
<12,7>:85.96,
<12,8>:94.26,
<12,9>:135.07,
<12,10>:51.22,
]#;


/*********************************************
 * Author: Zimmermann, Julia. Carvalheira, Rafael.
 * Creation Date: 30/01/25
*********************************************/

SCCVRPSPD

p = [
36 34
32 37
0 41
0 34
0 32
38 0
0 27
44 0
34 0
46 33
]

SCCVRPSPDM-M

m2m[1, 11, 1] = 28
m2m[2, 11, 2] = 27
m2m[3, 1, 2] = 29
m2m[3, 11, 2] = 14
m2m[4, 11, 2] = 37
m2m[5, 10, 2] = 29
m2m[5, 11, 2] = 18
m2m[6, 11, 1] = 32
m2m[7, 11, 2] = 26
m2m[8, 11, 1] = 49
m2m[9, 2, 1] = 7
m2m[9, 11, 1] = 26
m2m[10, 11, 1] = 48
m2m[11, 1, 1] = 36
m2m[11, 2, 2] = 37
m2m[11, 4, 2] = 34
m2m[11, 6, 1] = 38
m2m[11, 7, 2] = 27
m2m[11, 8, 1] = 44
m2m[11, 10, 1] = 46
