/*********************************************
 * OPL 12.2 Data
 * Author: mireia.roca
 * Creation Date: 04/02/16
*********************************************/
Id=8085;
c=2;
n=15;
N={1,2,3,4,5,6,7,8,9,10,11,12,13,14,15};
D={16,17};
Q=500;
CJ=[{2},{2},{1},{1},{1},{1},{2},{2},{1,2},{2},{2},{1,2},{2},{2},{1}];
d=[
[0,28],[0,30],[58,0],[52,0],[63,0],[57,0],[0,42],[0,64],[33,46],[0,58],[0,25],[63,67],[0,72],[0,36],[64,0]];
m=[3,3];
K=[{1,2,3},{4,5,6}];
KT={1,2,3,4,5,6};
cv=50;
cost = #[
<1,2>:8.25,
<1,3>:34.21,
<1,4>:6.32,
<1,5>:32.56,
<1,6>:1.00,
<1,7>:5.00,
<1,8>:37.36,
<1,9>:5.00,
<1,10>:11.40,
<1,11>:27.89,
<1,12>:6.71,
<1,13>:7.62,
<1,14>:30.41,
<1,15>:1.41,
<1,16>:77.90,
<1,17>:63.78,
<2,1>:8.25,
<2,3>:38.91,
<2,4>:4.47,
<2,5>:36.77,
<2,6>:8.54,
<2,7>:6.40,
<2,8>:42.05,
<2,9>:12.53,
<2,10>:5.10,
<2,11>:32.65,
<2,12>:14.87,
<2,13>:1.41,
<2,14>:34.54,
<2,15>:7.62,
<2,16>:85.28,
<2,17>:57.20,
<3,1>:34.21,
<3,2>:38.91,
<3,4>:34.44,
<3,5>:3.16,
<3,6>:33.24,
<3,7>:32.70,
<3,8>:3.16,
<3,9>:29.61,
<3,10>:43.86,
<3,11>:6.32,
<3,12>:30.15,
<3,13>:39.40,
<3,14>:5.00,
<3,15>:33.53,
<3,16>:52.55,
<3,17>:95.72,
<4,1>:6.32,
<4,2>:4.47,
<4,3>:34.44,
<4,5>:32.31,
<4,6>:6.08,
<4,7>:2.24,
<4,8>:37.58,
<4,9>:9.22,
<4,10>:9.49,
<4,11>:28.18,
<4,12>:12.04,
<4,13>:5.10,
<4,14>:30.08,
<4,15>:5.10,
<4,16>:81.22,
<4,17>:61.61,
<5,1>:32.56,
<5,2>:36.77,
<5,3>:3.16,
<5,4>:32.31,
<5,6>:31.58,
<5,7>:30.68,
<5,8>:5.66,
<5,9>:28.16,
<5,10>:41.79,
<5,11>:5.10,
<5,12>:29.00,
<5,13>:37.34,
<5,14>:2.24,
<5,15>:31.78,
<5,16>:55.71,
<5,17>:93.30,
<6,1>:1.00,
<6,2>:8.54,
<6,3>:33.24,
<6,4>:6.08,
<6,5>:31.58,
<6,7>:4.47,
<6,8>:36.40,
<6,9>:4.24,
<6,10>:12.04,
<6,11>:26.93,
<6,12>:6.32,
<6,13>:8.06,
<6,14>:29.43,
<6,15>:1.00,
<6,16>:77.23,
<6,17>:64.54,
<7,1>:5.00,
<7,2>:6.40,
<7,3>:32.70,
<7,4>:2.24,
<7,5>:30.68,
<7,6>:4.47,
<7,8>:35.85,
<7,9>:7.07,
<7,10>:11.18,
<7,11>:26.40,
<7,12>:10.00,
<7,13>:6.71,
<7,14>:28.46,
<7,15>:3.61,
<7,16>:79.03,
<7,17>:63.60,
<8,1>:37.36,
<8,2>:42.05,
<8,3>:3.16,
<8,4>:37.58,
<8,5>:5.66,
<8,6>:36.40,
<8,7>:35.85,
<8,9>:32.76,
<8,10>:47.01,
<8,11>:9.49,
<8,12>:33.24,
<8,13>:42.54,
<8,14>:7.81,
<8,15>:36.69,
<8,16>:50.60,
<8,17>:98.79,
<9,1>:5.00,
<9,2>:12.53,
<9,3>:29.61,
<9,4>:9.22,
<9,5>:28.16,
<9,6>:4.24,
<9,7>:7.07,
<9,8>:32.76,
<9,10>:16.28,
<9,11>:23.35,
<9,12>:3.16,
<9,13>:12.21,
<9,14>:26.08,
<9,15>:5.00,
<9,16>:73.00,
<9,17>:68.77,
<10,1>:11.40,
<10,2>:5.10,
<10,3>:43.86,
<10,4>:9.49,
<10,5>:41.79,
<10,6>:12.04,
<10,7>:11.18,
<10,8>:47.01,
<10,9>:16.28,
<10,11>:37.58,
<10,12>:18.03,
<10,13>:4.47,
<10,14>:39.56,
<10,15>:11.31,
<10,16>:89.27,
<10,17>:52.63,
<11,1>:27.89,
<11,2>:32.65,
<11,3>:6.32,
<11,4>:28.18,
<11,5>:5.10,
<11,6>:26.93,
<11,7>:26.40,
<11,8>:9.49,
<11,9>:23.35,
<11,10>:37.58,
<11,12>:24.02,
<11,13>:33.11,
<11,14>:3.61,
<11,15>:27.20,
<11,16>:56.80,
<11,17>:89.59,
<12,1>:6.71,
<12,2>:14.87,
<12,3>:30.15,
<12,4>:12.04,
<12,5>:29.00,
<12,6>:6.32,
<12,7>:10.00,
<12,8>:33.24,
<12,9>:3.16,
<12,10>:18.03,
<12,11>:24.02,
<12,13>:14.32,
<12,14>:27.02,
<12,15>:7.28,
<12,16>:71.45,
<12,17>:70.04,
<13,1>:7.62,
<13,2>:1.41,
<13,3>:39.40,
<13,4>:5.10,
<13,5>:37.34,
<13,6>:8.06,
<13,7>:6.71,
<13,8>:42.54,
<13,9>:12.21,
<13,10>:4.47,
<13,11>:33.11,
<13,12>:14.32,
<13,14>:35.11,
<13,15>:7.21,
<13,16>:85.15,
<13,17>:57.01,
<14,1>:30.41,
<14,2>:34.54,
<14,3>:5.00,
<14,4>:30.08,
<14,5>:2.24,
<14,6>:29.43,
<14,7>:28.46,
<14,8>:7.81,
<14,9>:26.08,
<14,10>:39.56,
<14,11>:3.61,
<14,12>:27.02,
<14,13>:35.11,
<14,15>:29.61,
<14,16>:57.38,
<14,17>:91.07,
<15,1>:1.41,
<15,2>:7.62,
<15,3>:33.53,
<15,4>:5.10,
<15,5>:31.78,
<15,6>:1.00,
<15,7>:3.61,
<15,8>:36.69,
<15,9>:5.00,
<15,10>:11.31,
<15,11>:27.20,
<15,12>:7.28,
<15,13>:7.21,
<15,14>:29.61,
<15,16>:77.99,
<15,17>:63.89,
<16,1>:77.90,
<16,2>:85.28,
<16,3>:52.55,
<16,4>:81.22,
<16,5>:55.71,
<16,6>:77.23,
<16,7>:79.03,
<16,8>:50.60,
<16,9>:73.00,
<16,10>:89.27,
<16,11>:56.80,
<16,12>:71.45,
<16,13>:85.15,
<16,14>:57.38,
<16,15>:77.99,
<17,1>:63.78,
<17,2>:57.20,
<17,3>:95.72,
<17,4>:61.61,
<17,5>:93.30,
<17,6>:64.54,
<17,7>:63.60,
<17,8>:98.79,
<17,9>:68.77,
<17,10>:52.63,
<17,11>:89.59,
<17,12>:70.04,
<17,13>:57.01,
<17,14>:91.07,
<17,15>:63.89,
]#;


/*********************************************
 * Author: Zimmermann, Julia. Carvalheira, Rafael.
 * Creation Date: 30/01/25
*********************************************/

SCCVRPSPD

p = [
0 69
0 54
39 0
60 0
60 0
50 0
0 25
0 51
55 65
0 50
0 27
59 31
0 68
0 28
67 0
]

SCCVRPSPDM-M

m2m[1, 9, 2] = 28
m2m[2, 16, 2] = 30
m2m[3, 16, 1] = 58
m2m[4, 16, 1] = 52
m2m[5, 12, 1] = 63
m2m[6, 12, 1] = 25
m2m[6, 16, 1] = 32
m2m[7, 9, 2] = 26
m2m[7, 16, 2] = 16
m2m[8, 9, 2] = 43
m2m[8, 16, 2] = 21
m2m[9, 16, 1] = 33
m2m[10, 9, 2] = 58
m2m[11, 16, 2] = 25
m2m[12, 16, 2] = 67
m2m[13, 16, 2] = 72
m2m[14, 16, 2] = 36
m2m[15, 16, 1] = 64
m2m[16, 2, 2] = 54
m2m[16, 3, 1] = 39
m2m[16, 4, 1] = 60
m2m[16, 9, 1] = 55
m2m[16, 11, 2] = 27
m2m[16, 12, 2] = 31
m2m[16, 13, 2] = 68
m2m[16, 14, 2] = 28
m2m[16, 15, 1] = 67
