Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8099.dat
status= TIME_LIMIT
ID = 8099
Numero de clientes = 30
OF (custo) = 403.96
Best Objective = 403.96
Best Bound = 395.7399999999998
GAP = 2.0348549361323394%
O tempo limite foi atingido.
x[4, 28, B] = 1.0
x[5, 6, B] = 1.0
x[6, 14, B] = 1.0
x[9, 4, B] = 1.0
x[10, 12, B] = 1.0
x[11, 29, B] = 1.0
x[12, 27, B] = 1.0
x[13, 5, B] = 1.0
x[14, 11, B] = 1.0
x[15, 25, B] = 1.0
x[16, 26, B] = 1.0
x[17, 21, B] = 1.0
x[20, 10, B] = 1.0
x[21, 16, B] = 1.0
x[22, 17, B] = 1.0
x[23, 9, B] = 1.0
x[25, 20, B] = 1.0
x[26, B, B] = 1.0
x[27, 22, B] = 1.0
x[28, B, B] = 1.0
x[29, 23, B] = 1.0
x[B, 13, B] = 1.0
x[B, 15, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[14, B, B] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[23, B, B] = 1.0
z[25, B, B] = 1.0
z[26, B, B] = 1.0
z[27, B, B] = 1.0
z[28, B, B] = 1.0
z[29, B, B] = 1.0
l[4, 28, B, 28] = 44.0
l[5, 6, B, 4] = 33.0
l[5, 6, B, 6] = 50.0
l[5, 6, B, 9] = 32.0
l[5, 6, B, 11] = 34.0
l[5, 6, B, 14] = 47.0
l[5, 6, B, 23] = 38.0
l[5, 6, B, 28] = 44.0
l[5, 6, B, 29] = 32.0
l[6, 14, B, 4] = 33.0
l[6, 14, B, 9] = 32.0
l[6, 14, B, 11] = 34.0
l[6, 14, B, 14] = 47.0
l[6, 14, B, 23] = 38.0
l[6, 14, B, 28] = 44.0
l[6, 14, B, 29] = 32.0
l[9, 4, B, 4] = 33.0
l[9, 4, B, 28] = 44.0
l[10, 12, B, 12] = 38.0
l[10, 12, B, 16] = 27.0
l[10, 12, B, 17] = 49.0
l[10, 12, B, 21] = 25.0
l[10, 12, B, 22] = 25.0
l[10, 12, B, 26] = 27.0
l[10, 12, B, 27] = 34.0
l[11, 29, B, 4] = 33.0
l[11, 29, B, 9] = 32.0
l[11, 29, B, 23] = 38.0
l[11, 29, B, 28] = 44.0
l[11, 29, B, 29] = 32.0
l[12, 27, B, 16] = 27.0
l[12, 27, B, 17] = 49.0
l[12, 27, B, 21] = 25.0
l[12, 27, B, 22] = 25.0
l[12, 27, B, 26] = 27.0
l[12, 27, B, 27] = 34.0
l[13, 5, B, 4] = 33.0
l[13, 5, B, 5] = 38.0
l[13, 5, B, 6] = 50.0
l[13, 5, B, 9] = 32.0
l[13, 5, B, 11] = 34.0
l[13, 5, B, 14] = 47.0
l[13, 5, B, 23] = 38.0
l[13, 5, B, 28] = 44.0
l[13, 5, B, 29] = 32.0
l[14, 11, B, 4] = 33.0
l[14, 11, B, 9] = 32.0
l[14, 11, B, 11] = 34.0
l[14, 11, B, 23] = 38.0
l[14, 11, B, 28] = 44.0
