Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8023.dat
status= TIME_LIMIT
ID = 8023
Numero de clientes = 30
OF (custo) = 471.03
Best Objective = 471.03
Best Bound = 407.44000000000005
GAP = 13.500201685667562%
O tempo limite foi atingido.
x[1, 18, A] = 1.0
x[2, 7, A] = 1.0
x[6, 10, A] = 1.0
x[7, 22, A] = 1.0
x[8, 17, A] = 1.0
x[9, 1, A] = 1.0
x[10, 12, A] = 1.0
x[11, 21, A] = 1.0
x[12, 8, A] = 1.0
x[13, 29, A] = 1.0
x[16, A, A] = 1.0
x[17, 2, A] = 1.0
x[18, A, A] = 1.0
x[19, 13, A] = 1.0
x[21, 25, A] = 1.0
x[22, 11, A] = 1.0
x[23, 16, A] = 1.0
x[25, 23, A] = 1.0
x[28, 9, A] = 1.0
x[29, 6, A] = 1.0
x[30, 19, A] = 1.0
x[A, 28, A] = 1.0
x[A, 30, A] = 1.0
l[1, 18, A, 18] = 21.0
l[2, 7, A, 7] = 22.0
l[2, 7, A, 11] = 24.0
l[2, 7, A, 16] = 24.0
l[2, 7, A, 21] = 24.0
l[2, 7, A, 22] = 11.0
l[2, 7, A, 23] = 14.0
l[2, 7, A, 25] = 18.0
l[6, 10, A, 2] = 18.0
l[6, 10, A, 7] = 22.0
l[6, 10, A, 8] = 4.0
l[6, 10, A, 10] = 16.0
l[6, 10, A, 11] = 24.0
l[6, 10, A, 12] = 2.0
l[6, 10, A, 16] = 24.0
l[6, 10, A, 17] = 4.0
l[6, 10, A, 21] = 24.0
l[6, 10, A, 22] = 11.0
l[6, 10, A, 23] = 14.0
l[6, 10, A, 25] = 18.0
l[7, 22, A, 11] = 24.0
l[7, 22, A, 16] = 24.0
l[7, 22, A, 21] = 24.0
l[7, 22, A, 22] = 11.0
l[7, 22, A, 23] = 14.0
l[7, 22, A, 25] = 18.0
l[8, 17, A, 2] = 18.0
l[8, 17, A, 7] = 22.0
l[8, 17, A, 11] = 24.0
l[8, 17, A, 16] = 24.0
l[8, 17, A, 17] = 4.0
l[8, 17, A, 21] = 24.0
l[8, 17, A, 22] = 11.0
l[8, 17, A, 23] = 14.0
l[8, 17, A, 25] = 18.0
l[9, 1, A, 1] = 15.0
l[9, 1, A, 18] = 21.0
l[10, 12, A, 2] = 18.0
l[10, 12, A, 7] = 22.0
l[10, 12, A, 8] = 4.0
l[10, 12, A, 11] = 24.0
l[10, 12, A, 12] = 2.0
l[10, 12, A, 16] = 24.0
l[10, 12, A, 17] = 4.0
l[10, 12, A, 21] = 24.0
l[10, 12, A, 22] = 11.0
l[10, 12, A, 23] = 14.0
l[10, 12, A, 25] = 18.0
l[11, 21, A, 16] = 24.0
l[11, 21, A, 21] = 24.0
l[11, 21, A, 23] = 14.0
l[11, 21, A, 25] = 18.0
l[12, 8, A, 2] = 18.0
l[12, 8, A, 7] = 22.0
l[12, 8, A, 8] = 4.0
l[12, 8, A, 11] = 24.0
l[12, 8, A, 16] = 24.0
l[12, 8, A, 17] = 4.0
l[12, 8, A, 21] = 24.0
l[12, 8, A, 22] = 11.0
l[12, 8, A, 23] = 14.0
l[12, 8, A, 25] = 18.0
l[13, 29, A, 2] = 18.0
l[13, 29, A, 6] = 7.0
l[13, 29, A, 7] = 22.0
l[13, 29, A, 8] = 4.0
l[13, 29, A, 10] = 16.0
l[13, 29, A, 11] = 24.0
l[13, 29, A, 12] = 2.0
l[13, 29, A, 16] = 24.0
l[13, 29, A, 17] = 4.0
l[13, 29, A, 21] = 24.0
l[13, 29, A, 22] = 11.0
l[13, 29, A, 23] = 14.0
l[13, 29, A, 25] = 18.0
l[13, 29, A, 29] = 20.0
l[17, 2, A, 2] = 18.0
l[17, 2, A, 7] = 22.0
l[17, 2, A, 11] = 24.0
l[17, 2, A, 16] = 24.0
l[17, 2, A, 21] = 24.0
l[17, 2, A, 22] = 11.0
l[17, 2, A, 23] = 14.0
l[17, 2, A, 25] = 18.0
l[19, 13, A, 2] = 18.0
l[19, 13, A, 6] = 7.0
l[19, 13, A, 7] = 22.0
l[19, 13, A, 8] = 4.0
l[19, 13, A, 10] = 16.0
l[19, 13, A, 11] = 24.0
l[19, 13, A, 12] = 2.0
l[19, 13, A, 16] = 24.0
l[19, 13, A, 17] = 4.0
l[19, 13, A, 21] = 24.0
l[19, 13, A, 22] = 11.0
l[19, 13, A, 23] = 14.0
l[19, 13, A, 25] = 18.0
l[19, 13, A, 29] = 20.0
l[21, 25, A, 16] = 24.0
l[21, 25, A, 23] = 14.0
l[21, 25, A, 25] = 18.0
l[22, 11, A, 11] = 24.0
l[22, 11, A, 16] = 24.0
l[22, 11, A, 21] = 24.0
l[22, 11, A, 23] = 14.0
l[22, 11, A, 25] = 18.0
l[23, 16, A, 16] = 24.0
l[25, 23, A, 16] = 24.0
l[25, 23, A, 23] = 14.0
l[28, 9, A, 1] = 15.0
l[28, 9, A, 9] = 24.0
l[28, 9, A, 18] = 21.0
l[29, 6, A, 2] = 18.0
l[29, 6, A, 6] = 7.0
l[29, 6, A, 7] = 22.0
l[29, 6, A, 8] = 4.0
l[29, 6, A, 10] = 16.0
l[29, 6, A, 11] = 24.0
l[29, 6, A, 12] = 2.0
l[29, 6, A, 16] = 24.0
l[29, 6, A, 17] = 4.0
l[29, 6, A, 21] = 24.0
l[29, 6, A, 22] = 11.0
l[29, 6, A, 23] = 14.0
l[29, 6, A, 25] = 18.0
l[30, 19, A, 2] = 18.0
l[30, 19, A, 6] = 7.0
l[30, 19, A, 7] = 22.0
l[30, 19, A, 8] = 4.0
l[30, 19, A, 10] = 16.0
l[30, 19, A, 11] = 24.0
l[30, 19, A, 12] = 2.0
l[30, 19, A, 16] = 24.0
l[30, 19, A, 17] = 4.0
l[30, 19, A, 19] = 16.0
l[30, 19, A, 21] = 24.0
l[30, 19, A, 22] = 11.0
l[30, 19, A, 23] = 14.0
l[30, 19, A, 25] = 18.0
l[30, 19, A, 29] = 20.0
l[A, 28, A, 1] = 15.0
l[A, 28, A, 9] = 24.0
l[A, 28, A, 18] = 21.0
l[A, 28, A, 28] = 14.0
l[A, 30, A, 2] = 18.0
l[A, 30, A, 6] = 7.0
l[A, 30, A, 7] = 22.0
l[A, 30, A, 8] = 4.0
l[A, 30, A, 10] = 16.0
l[A, 30, A, 11] = 24.0
l[A, 30, A, 12] = 2.0
l[A, 30, A, 16] = 24.0
l[A, 30, A, 17] = 4.0
l[A, 30, A, 19] = 16.0
l[A, 30, A, 21] = 24.0
l[A, 30, A, 22] = 11.0
l[A, 30, A, 23] = 14.0
l[A, 30, A, 25] = 18.0
l[A, 30, A, 29] = 20.0
m[1, 18, A, 1] = 7.0
m[1, 18, A, 9] = 23.0
m[1, 18, A, 28] = 14.0
m[2, 7, A, 10] = 19.0
m[2, 7, A, 29] = 24.0
m[6, 10, A, 29] = 24.0
m[7, 22, A, 7] = 14.0
m[7, 22, A, 10] = 19.0
m[7, 22, A, 29] = 24.0
m[8, 17, A, 10] = 19.0
m[8, 17, A, 29] = 24.0
m[9, 1, A, 9] = 23.0
m[9, 1, A, 28] = 14.0
m[10, 12, A, 10] = 19.0
m[10, 12, A, 29] = 24.0
m[11, 21, A, 7] = 14.0
m[11, 21, A, 10] = 19.0
m[11, 21, A, 11] = 14.0
m[11, 21, A, 22] = 17.0
m[11, 21, A, 29] = 24.0
m[12, 8, A, 10] = 19.0
m[12, 8, A, 29] = 24.0
m[16, A, A, 7] = 14.0
m[16, A, A, 10] = 19.0
m[16, A, A, 11] = 14.0
m[16, A, A, 16] = 19.0
m[16, A, A, 21] = 20.0
m[16, A, A, 22] = 17.0
m[16, A, A, 25] = 16.0
m[16, A, A, 29] = 24.0
m[17, 2, A, 10] = 19.0
m[17, 2, A, 29] = 24.0
m[18, A, A, 1] = 7.0
m[18, A, A, 9] = 23.0
m[18, A, A, 18] = 25.0
m[18, A, A, 28] = 14.0
m[21, 25, A, 7] = 14.0
m[21, 25, A, 10] = 19.0
m[21, 25, A, 11] = 14.0
m[21, 25, A, 21] = 20.0
m[21, 25, A, 22] = 17.0
m[21, 25, A, 29] = 24.0
m[22, 11, A, 7] = 14.0
m[22, 11, A, 10] = 19.0
m[22, 11, A, 22] = 17.0
m[22, 11, A, 29] = 24.0
m[23, 16, A, 7] = 14.0
m[23, 16, A, 10] = 19.0
m[23, 16, A, 11] = 14.0
m[23, 16, A, 21] = 20.0
m[23, 16, A, 22] = 17.0
m[23, 16, A, 25] = 16.0
m[23, 16, A, 29] = 24.0
m[25, 23, A, 7] = 14.0
m[25, 23, A, 10] = 19.0
m[25, 23, A, 11] = 14.0
m[25, 23, A, 21] = 20.0
m[25, 23, A, 22] = 17.0
m[25, 23, A, 25] = 16.0
m[25, 23, A, 29] = 24.0
m[28, 9, A, 28] = 14.0
m[29, 6, A, 29] = 24.0
n[2, 7, A, 23] = 4.0
n[6, 10, A, 2] = 3.0
n[6, 10, A, 8] = 7.0
n[6, 10, A, 12] = 11.0
n[6, 10, A, 17] = 9.0
n[6, 10, A, 23] = 4.0
n[7, 22, A, 23] = 4.0
n[8, 17, A, 2] = 3.0
n[8, 17, A, 17] = 9.0
n[8, 17, A, 23] = 4.0
n[10, 12, A, 2] = 3.0
n[10, 12, A, 8] = 7.0
