Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_10L.dat
status= OPTIMAL
ID = 10
Numero de clientes = 20
OF (custo) = 299.11
Best Objective = 299.11
Best Bound = 299.1099999999997
GAP = 0.0%
x[1, 20, A] = 1.0
x[2, A, A] = 1.0
x[5, 14, A] = 1.0
x[6, 7, A] = 1.0
x[7, A, A] = 1.0
x[8, 6, A] = 1.0
x[9, 1, A] = 1.0
x[10, 9, A] = 1.0
x[12, 5, A] = 1.0
x[13, 8, A] = 1.0
x[14, 15, A] = 1.0
x[15, 13, A] = 1.0
x[16, 2, A] = 1.0
x[20, 12, A] = 1.0
x[A, 10, A] = 1.0
x[A, 16, A] = 1.0
z[1, A, A] = 1.0
z[2, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[15, A, A] = 1.0
z[16, A, A] = 1.0
z[20, A, A] = 1.0
l[1, 20, A, 5] = 3.0
l[1, 20, A, 6] = 43.0
l[1, 20, A, 7] = 1.0
l[1, 20, A, 8] = 18.0
l[1, 20, A, 12] = 50.0
l[1, 20, A, 13] = 57.0
l[1, 20, A, 14] = 1.0
l[1, 20, A, 15] = 66.0
l[1, 20, A, 20] = 88.0
l[5, 14, A, 6] = 43.0
l[5, 14, A, 7] = 1.0
l[5, 14, A, 8] = 18.0
l[5, 14, A, 13] = 57.0
l[5, 14, A, 14] = 1.0
l[5, 14, A, 15] = 66.0
l[6, 7, A, 7] = 1.0
l[8, 6, A, 6] = 43.0
l[8, 6, A, 7] = 1.0
l[9, 1, A, 1] = 3.0
l[9, 1, A, 5] = 3.0
l[9, 1, A, 6] = 43.0
l[9, 1, A, 7] = 1.0
l[9, 1, A, 8] = 18.0
l[9, 1, A, 12] = 50.0
l[9, 1, A, 13] = 57.0
l[9, 1, A, 14] = 1.0
l[9, 1, A, 15] = 66.0
l[9, 1, A, 20] = 88.0
l[10, 9, A, 1] = 3.0
l[10, 9, A, 5] = 3.0
l[10, 9, A, 6] = 43.0
l[10, 9, A, 7] = 1.0
l[10, 9, A, 8] = 18.0
l[10, 9, A, 9] = 53.0
l[10, 9, A, 12] = 50.0
l[10, 9, A, 13] = 57.0
l[10, 9, A, 14] = 1.0
l[10, 9, A, 15] = 66.0
l[10, 9, A, 20] = 88.0
l[12, 5, A, 5] = 3.0
l[12, 5, A, 6] = 43.0
l[12, 5, A, 7] = 1.0
l[12, 5, A, 8] = 18.0
l[12, 5, A, 13] = 57.0
l[12, 5, A, 14] = 1.0
l[12, 5, A, 15] = 66.0
l[13, 8, A, 6] = 43.0
l[13, 8, A, 7] = 1.0
l[13, 8, A, 8] = 18.0
l[14, 15, A, 6] = 43.0
l[14, 15, A, 7] = 1.0
l[14, 15, A, 8] = 18.0
l[14, 15, A, 13] = 57.0
l[14, 15, A, 15] = 66.0
l[15, 13, A, 6] = 43.0
l[15, 13, A, 7] = 1.0
l[15, 13, A, 8] = 18.0
l[15, 13, A, 13] = 57.0
l[16, 2, A, 2] = 72.0
l[20, 12, A, 5] = 3.0
l[20, 12, A, 6] = 43.0
l[20, 12, A, 7] = 1.0
l[20, 12, A, 8] = 18.0
l[20, 12, A, 12] = 50.0
l[20, 12, A, 13] = 57.0
l[20, 12, A, 14] = 1.0
l[20, 12, A, 15] = 66.0
l[A, 10, A, 1] = 3.0
l[A, 10, A, 5] = 3.0
l[A, 10, A, 6] = 43.0
l[A, 10, A, 7] = 1.0
l[A, 10, A, 8] = 18.0
l[A, 10, A, 9] = 53.0
l[A, 10, A, 10] = 32.0
l[A, 10, A, 12] = 50.0
l[A, 10, A, 13] = 57.0
l[A, 10, A, 14] = 1.0
l[A, 10, A, 15] = 66.0
l[A, 10, A, 20] = 88.0
l[A, 16, A, 2] = 72.0
l[A, 16, A, 16] = 37.0
m[1, 20, A, 1] = 56.0
m[1, 20, A, 9] = 15.0
m[1, 20, A, 10] = 12.0
m[2, A, A, 2] = 60.0
m[2, A, A, 16] = 22.0
m[5, 14, A, 1] = 56.0
m[5, 14, A, 5] = 17.0
m[5, 14, A, 9] = 15.0
m[5, 14, A, 10] = 12.0
m[5, 14, A, 12] = 52.0
m[5, 14, A, 20] = 44.0
m[6, 7, A, 1] = 56.0
m[6, 7, A, 5] = 17.0
m[6, 7, A, 6] = 28.0
m[6, 7, A, 8] = 90.0
m[6, 7, A, 9] = 15.0
m[6, 7, A, 10] = 12.0
m[6, 7, A, 12] = 52.0
m[6, 7, A, 13] = 19.0
m[6, 7, A, 14] = 36.0
m[6, 7, A, 15] = 2.0
m[6, 7, A, 20] = 44.0
m[7, A, A, 1] = 56.0
m[7, A, A, 5] = 17.0
m[7, A, A, 6] = 28.0
m[7, A, A, 7] = 71.0
m[7, A, A, 8] = 90.0
m[7, A, A, 9] = 15.0
m[7, A, A, 10] = 12.0
m[7, A, A, 12] = 52.0
m[7, A, A, 13] = 19.0
