Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8093.dat
status= TIME_LIMIT
ID = 8093
Numero de clientes = 25
OF (custo) = 858.47
Best Objective = 858.47
Best Bound = 754.7200000000007
GAP = 12.085454354840508%
O tempo limite foi atingido.
x[1, B, B] = 1.0
x[2, A, A] = 1.0
x[3, A, A] = 1.0
x[4, 7, A] = 1.0
x[5, 25, B] = 1.0
x[6, 4, A] = 1.0
x[7, 14, A] = 1.0
x[8, 24, B] = 1.0
x[9, 16, A] = 1.0
x[10, 18, B] = 1.0
x[11, 15, B] = 1.0
x[12, 2, A] = 1.0
x[13, 5, B] = 1.0
x[14, 3, A] = 1.0
x[15, 23, B] = 1.0
x[16, 12, A] = 1.0
x[17, 6, A] = 1.0
x[18, B, B] = 1.0
x[19, 22, B] = 1.0
x[20, 1, B] = 1.0
x[21, 20, B] = 1.0
x[22, 10, B] = 1.0
x[23, B, B] = 1.0
x[24, 13, B] = 1.0
x[25, 21, B] = 1.0
x[A, 9, A] = 1.0
x[A, 17, A] = 1.0
x[B, 8, B] = 1.0
x[B, 11, B] = 1.0
x[B, 19, B] = 1.0
z[1, B, B] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[6, B, A] = 1.0
z[7, A, A] = 1.0
z[8, B, B] = 1.0
z[9, A, A] = 1.0
z[10, A, B] = 1.0
z[10, B, B] = 1.0
z[11, A, B] = 1.0
z[11, B, B] = 1.0
z[12, A, A] = 1.0
z[12, B, A] = 1.0
z[13, B, B] = 1.0
z[14, A, A] = 1.0
z[15, A, B] = 1.0
z[15, B, B] = 1.0
z[16, A, A] = 1.0
z[16, B, A] = 1.0
z[17, A, A] = 1.0
z[18, B, B] = 1.0
z[19, A, B] = 1.0
z[19, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[23, A, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
z[25, B, B] = 1.0
l[4, 7, A, 3] = 27.0
l[4, 7, A, 7] = 40.0
l[4, 7, A, 14] = 47.0
l[5, 25, B, 1] = 32.0
l[5, 25, B, 20] = 39.0
l[5, 25, B, 21] = 40.0
l[5, 25, B, 25] = 28.0
l[6, 4, A, 3] = 27.0
l[6, 4, A, 4] = 26.0
l[6, 4, A, 7] = 40.0
l[6, 4, A, 14] = 47.0
l[7, 14, A, 3] = 27.0
l[7, 14, A, 14] = 47.0
l[8, 24, B, 1] = 32.0
l[8, 24, B, 5] = 28.0
l[8, 24, B, 13] = 46.0
l[8, 24, B, 20] = 39.0
l[8, 24, B, 21] = 40.0
l[8, 24, B, 24] = 40.0
l[8, 24, B, 25] = 28.0
l[9, 16, A, 2] = 45.0
l[9, 16, A, 12] = 76.0
l[9, 16, A, 16] = 79.0
l[10, 18, B, 18] = 35.0
l[11, 15, B, 15] = 84.0
l[11, 15, B, 23] = 79.0
l[12, 2, A, 2] = 45.0
l[13, 5, B, 1] = 32.0
l[13, 5, B, 5] = 28.0
l[13, 5, B, 20] = 39.0
l[13, 5, B, 21] = 40.0
l[13, 5, B, 25] = 28.0
l[14, 3, A, 3] = 27.0
l[15, 23, B, 23] = 79.0
l[16, 12, A, 2] = 45.0
l[16, 12, A, 12] = 76.0
l[17, 6, A, 3] = 27.0
l[17, 6, A, 4] = 26.0
l[17, 6, A, 6] = 79.0
l[17, 6, A, 7] = 40.0
l[17, 6, A, 14] = 47.0
l[19, 22, B, 10] = 77.0
l[19, 22, B, 18] = 35.0
l[19, 22, B, 22] = 44.0
l[20, 1, B, 1] = 32.0
l[21, 20, B, 1] = 32.0
l[21, 20, B, 20] = 39.0
l[22, 10, B, 10] = 77.0
l[22, 10, B, 18] = 35.0
l[24, 13, B, 1] = 32.0
l[24, 13, B, 5] = 28.0
l[24, 13, B, 13] = 46.0
l[24, 13, B, 20] = 39.0
l[24, 13, B, 21] = 40.0
l[24, 13, B, 25] = 28.0
l[25, 21, B, 1] = 32.0
l[25, 21, B, 20] = 39.0
l[25, 21, B, 21] = 40.0
l[A, 9, A, 2] = 45.0
l[A, 9, A, 9] = 39.0
l[A, 9, A, 12] = 76.0
l[A, 9, A, 16] = 79.0
l[A, 17, A, 3] = 27.0
l[A, 17, A, 4] = 26.0
l[A, 17, A, 6] = 79.0
l[A, 17, A, 7] = 40.0
l[A, 17, A, 14] = 47.0
l[A, 17, A, 17] = 44.0
l[B, 8, B, 1] = 32.0
l[B, 8, B, 5] = 28.0
l[B, 8, B, 8] = 43.0
l[B, 8, B, 13] = 46.0
l[B, 8, B, 20] = 39.0
l[B, 8, B, 21] = 40.0
l[B, 8, B, 24] = 40.0
l[B, 8, B, 25] = 28.0
l[B, 11, B, 11] = 66.0
l[B, 11, B, 15] = 84.0
l[B, 11, B, 23] = 79.0
l[B, 19, B, 10] = 77.0
l[B, 19, B, 18] = 35.0
l[B, 19, B, 19] = 77.0
l[B, 19, B, 22] = 44.0
m[1, B, B, 1] = 33.0
m[1, B, B, 5] = 44.0
m[1, B, B, 8] = 33.0
m[1, B, B, 13] = 33.0
m[1, B, B, 20] = 48.0
m[1, B, B, 21] = 33.0
m[1, B, B, 24] = 33.0
m[1, B, B, 25] = 40.0
m[2, A, A, 2] = 28.0
m[2, A, A, 9] = 31.0
m[2, A, A, 12] = 59.0
m[2, A, A, 16] = 79.0
m[3, A, A, 3] = 31.0
m[3, A, A, 4] = 44.0
m[3, A, A, 6] = 70.0
m[3, A, A, 7] = 49.0
m[3, A, A, 14] = 39.0
m[3, A, A, 17] = 38.0
m[4, 7, A, 4] = 44.0
m[4, 7, A, 6] = 70.0
m[4, 7, A, 17] = 38.0
m[5, 25, B, 5] = 44.0
m[5, 25, B, 8] = 33.0
m[5, 25, B, 13] = 33.0
m[5, 25, B, 24] = 33.0
m[6, 4, A, 6] = 70.0
m[6, 4, A, 17] = 38.0
m[7, 14, A, 4] = 44.0
m[7, 14, A, 6] = 70.0
m[7, 14, A, 7] = 49.0
m[7, 14, A, 17] = 38.0
m[8, 24, B, 8] = 33.0
m[9, 16, A, 9] = 31.0
m[10, 18, B, 10] = 81.0
m[10, 18, B, 19] = 80.0
m[10, 18, B, 22] = 30.0
m[11, 15, B, 11] = 87.0
m[12, 2, A, 9] = 31.0
m[12, 2, A, 12] = 59.0
m[12, 2, A, 16] = 79.0
m[13, 5, B, 8] = 33.0
m[13, 5, B, 13] = 33.0
m[13, 5, B, 24] = 33.0
m[14, 3, A, 4] = 44.0
m[14, 3, A, 6] = 70.0
m[14, 3, A, 7] = 49.0
m[14, 3, A, 14] = 39.0
m[14, 3, A, 17] = 38.0
m[15, 23, B, 11] = 87.0
m[15, 23, B, 15] = 81.0
m[16, 12, A, 9] = 31.0
m[16, 12, A, 16] = 79.0
m[17, 6, A, 17] = 38.0
m[18, B, B, 10] = 81.0
m[18, B, B, 18] = 44.0
m[18, B, B, 19] = 80.0
m[18, B, B, 22] = 30.0
m[19, 22, B, 19] = 80.0
m[20, 1, B, 5] = 44.0
m[20, 1, B, 8] = 33.0
m[20, 1, B, 13] = 33.0
m[20, 1, B, 20] = 48.0
m[20, 1, B, 21] = 33.0
m[20, 1, B, 24] = 33.0
m[20, 1, B, 25] = 40.0
m[21, 20, B, 5] = 44.0
m[21, 20, B, 8] = 33.0
m[21, 20, B, 13] = 33.0
m[21, 20, B, 21] = 33.0
m[21, 20, B, 24] = 33.0
m[21, 20, B, 25] = 40.0
m[22, 10, B, 19] = 80.0
m[22, 10, B, 22] = 30.0
m[23, B, B, 11] = 87.0
m[23, B, B, 15] = 81.0
m[23, B, B, 23] = 92.0
m[24, 13, B, 8] = 33.0
m[24, 13, B, 24] = 33.0
m[25, 21, B, 5] = 44.0
m[25, 21, B, 8] = 33.0
m[25, 21, B, 13] = 33.0
m[25, 21, B, 24] = 33.0
m[25, 21, B, 25] = 40.0
Tempo de execução: 7200.6825034 segundos
