Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8013.dat
status= OPTIMAL
ID = 8013
Numero de clientes = 20
OF (custo) = 334.44000000000005
Best Objective = 334.44000000000005
Best Bound = 334.44000000000005
GAP = 0.0%
x[1, 4, A] = 1.0
x[3, A, A] = 1.0
x[4, 9, A] = 1.0
x[8, 12, A] = 1.0
x[9, 18, A] = 1.0
x[11, 19, A] = 1.0
x[12, 3, A] = 1.0
x[13, 20, A] = 1.0
x[17, 8, A] = 1.0
x[18, 11, A] = 1.0
x[19, 17, A] = 1.0
x[20, 1, A] = 1.0
x[A, 13, A] = 1.0
l[1, 4, A, 3] = 9.0
l[1, 4, A, 4] = 20.0
l[1, 4, A, 9] = 21.0
l[1, 4, A, 12] = 15.0
l[1, 4, A, 17] = 4.0
l[1, 4, A, 18] = 14.0
l[1, 4, A, 19] = 13.0
l[4, 9, A, 3] = 9.0
l[4, 9, A, 9] = 21.0
l[4, 9, A, 12] = 15.0
l[4, 9, A, 17] = 4.0
l[4, 9, A, 18] = 14.0
l[4, 9, A, 19] = 13.0
l[8, 12, A, 3] = 9.0
l[8, 12, A, 12] = 15.0
l[9, 18, A, 3] = 9.0
l[9, 18, A, 12] = 15.0
l[9, 18, A, 17] = 4.0
l[9, 18, A, 18] = 14.0
l[9, 18, A, 19] = 13.0
l[11, 19, A, 3] = 9.0
l[11, 19, A, 12] = 15.0
l[11, 19, A, 17] = 4.0
l[11, 19, A, 19] = 13.0
l[12, 3, A, 3] = 9.0
l[13, 20, A, 1] = 23.0
l[13, 20, A, 3] = 9.0
l[13, 20, A, 4] = 20.0
l[13, 20, A, 9] = 21.0
l[13, 20, A, 12] = 15.0
l[13, 20, A, 17] = 4.0
l[13, 20, A, 18] = 14.0
l[13, 20, A, 19] = 13.0
l[17, 8, A, 3] = 9.0
l[17, 8, A, 12] = 15.0
l[18, 11, A, 3] = 9.0
l[18, 11, A, 12] = 15.0
l[18, 11, A, 17] = 4.0
l[18, 11, A, 19] = 13.0
l[19, 17, A, 3] = 9.0
l[19, 17, A, 12] = 15.0
l[19, 17, A, 17] = 4.0
l[20, 1, A, 1] = 23.0
l[20, 1, A, 3] = 9.0
l[20, 1, A, 4] = 20.0
l[20, 1, A, 9] = 21.0
l[20, 1, A, 12] = 15.0
l[20, 1, A, 17] = 4.0
l[20, 1, A, 18] = 14.0
l[20, 1, A, 19] = 13.0
l[A, 13, A, 1] = 23.0
l[A, 13, A, 3] = 9.0
l[A, 13, A, 4] = 20.0
l[A, 13, A, 9] = 21.0
l[A, 13, A, 12] = 15.0
l[A, 13, A, 13] = 13.0
l[A, 13, A, 17] = 4.0
l[A, 13, A, 18] = 14.0
l[A, 13, A, 19] = 13.0
m[1, 4, A, 1] = 17.0
m[1, 4, A, 13] = 14.0
m[3, A, A, 1] = 17.0
m[3, A, A, 4] = 13.0
m[3, A, A, 9] = 19.0
m[3, A, A, 12] = 13.0
m[3, A, A, 13] = 14.0
m[3, A, A, 18] = 15.0
m[3, A, A, 19] = 18.0
m[4, 9, A, 1] = 17.0
m[4, 9, A, 4] = 13.0
m[4, 9, A, 13] = 14.0
m[8, 12, A, 1] = 17.0
m[8, 12, A, 4] = 13.0
m[8, 12, A, 9] = 19.0
m[8, 12, A, 13] = 14.0
m[8, 12, A, 18] = 15.0
m[8, 12, A, 19] = 18.0
m[9, 18, A, 1] = 17.0
m[9, 18, A, 4] = 13.0
m[9, 18, A, 9] = 19.0
m[9, 18, A, 13] = 14.0
m[11, 19, A, 1] = 17.0
m[11, 19, A, 4] = 13.0
m[11, 19, A, 9] = 19.0
m[11, 19, A, 13] = 14.0
m[11, 19, A, 18] = 15.0
m[12, 3, A, 1] = 17.0
m[12, 3, A, 4] = 13.0
m[12, 3, A, 9] = 19.0
m[12, 3, A, 12] = 13.0
m[12, 3, A, 13] = 14.0
m[12, 3, A, 18] = 15.0
m[12, 3, A, 19] = 18.0
m[13, 20, A, 13] = 14.0
m[17, 8, A, 1] = 17.0
m[17, 8, A, 4] = 13.0
m[17, 8, A, 9] = 19.0
m[17, 8, A, 13] = 14.0
m[17, 8, A, 18] = 15.0
m[17, 8, A, 19] = 18.0
m[18, 11, A, 1] = 17.0
m[18, 11, A, 4] = 13.0
m[18, 11, A, 9] = 19.0
m[18, 11, A, 13] = 14.0
m[18, 11, A, 18] = 15.0
m[19, 17, A, 1] = 17.0
m[19, 17, A, 4] = 13.0
m[19, 17, A, 9] = 19.0
m[19, 17, A, 13] = 14.0
m[19, 17, A, 18] = 15.0
m[19, 17, A, 19] = 18.0
m[20, 1, A, 13] = 14.0
n[1, 4, A, 3] = 2.0
n[1, 4, A, 8] = 16.0
n[4, 9, A, 3] = 2.0
n[4, 9, A, 8] = 16.0
n[8, 12, A, 3] = 2.0
n[9, 18, A, 3] = 2.0
n[9, 18, A, 8] = 16.0
n[11, 19, A, 3] = 2.0
n[11, 19, A, 8] = 16.0
n[11, 19, A, 17] = 9.0
n[12, 3, A, 3] = 2.0
n[17, 8, A, 3] = 2.0
n[17, 8, A, 8] = 16.0
n[18, 11, A, 3] = 2.0
n[18, 11, A, 8] = 16.0
n[19, 17, A, 3] = 2.0
n[19, 17, A, 8] = 16.0
n[19, 17, A, 17] = 9.0
n[20, 1, A, 3] = 2.0
n[20, 1, A, 8] = 16.0
Tempo de execução: 0.6269153 segundos
