Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8042.dat
status= TIME_LIMIT
ID = 8042
Numero de clientes = 25
OF (custo) = 935.81
Best Objective = 935.81
Best Bound = 928.89
GAP = 0.7394663446639766%
O tempo limite foi atingido.
x[1, 9, A] = 1.0
x[2, 4, B] = 1.0
x[3, 12, A] = 1.0
x[4, 13, B] = 1.0
x[5, A, A] = 1.0
x[6, B, B] = 1.0
x[7, 25, A] = 1.0
x[8, 15, B] = 1.0
x[9, 7, A] = 1.0
x[9, 18, B] = 1.0
x[10, 24, A] = 1.0
x[11, 2, B] = 1.0
x[12, 14, A] = 1.0
x[13, B, B] = 1.0
x[14, A, A] = 1.0
x[15, 17, B] = 1.0
x[16, 19, A] = 1.0
x[17, 6, B] = 1.0
x[18, 22, B] = 1.0
x[19, 1, A] = 1.0
x[20, 10, A] = 1.0
x[21, 16, A] = 1.0
x[22, 8, B] = 1.0
x[23, 20, A] = 1.0
x[24, 3, A] = 1.0
x[25, 5, A] = 1.0
x[A, 21, A] = 1.0
x[A, 23, A] = 1.0
x[B, 9, B] = 1.0
x[B, 11, B] = 1.0
z[1, A, A] = 1.0
z[1, B, A] = 1.0
z[2, B, B] = 1.0
z[3, A, A] = 1.0
z[4, B, B] = 1.0
z[5, A, A] = 1.0
z[6, B, B] = 1.0
z[7, A, A] = 1.0
z[8, B, B] = 1.0
z[9, A, A] = 1.0
z[9, B, B] = 1.0
z[10, A, A] = 1.0
z[11, B, B] = 1.0
z[12, A, A] = 1.0
z[12, B, A] = 1.0
z[13, A, B] = 1.0
z[13, B, B] = 1.0
z[14, A, A] = 1.0
z[14, B, A] = 1.0
z[15, B, B] = 1.0
z[16, A, A] = 1.0
z[17, B, B] = 1.0
z[18, B, B] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[22, B, B] = 1.0
z[23, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
l[1, 9, A, 5] = 5.0
l[1, 9, A, 7] = 31.0
l[1, 9, A, 9] = 22.0
l[1, 9, A, 25] = 15.0
l[2, 4, B, 4] = 15.0
l[2, 4, B, 13] = 53.0
l[3, 12, A, 12] = 25.0
l[3, 12, A, 14] = 35.0
l[4, 13, B, 13] = 53.0
l[7, 25, A, 5] = 5.0
l[7, 25, A, 25] = 15.0
l[8, 15, B, 6] = 20.0
l[8, 15, B, 15] = 30.0
l[8, 15, B, 17] = 27.0
l[9, 7, A, 5] = 5.0
l[9, 7, A, 7] = 31.0
l[9, 7, A, 25] = 15.0
l[9, 18, B, 6] = 20.0
l[9, 18, B, 8] = 25.0
l[9, 18, B, 15] = 30.0
l[9, 18, B, 17] = 27.0
l[9, 18, B, 18] = 33.0
l[9, 18, B, 22] = 21.0
l[10, 24, A, 3] = 9.0
l[10, 24, A, 12] = 25.0
l[10, 24, A, 14] = 35.0
l[10, 24, A, 24] = 8.0
l[11, 2, B, 2] = 10.0
l[11, 2, B, 4] = 15.0
l[11, 2, B, 13] = 53.0
l[12, 14, A, 14] = 35.0
l[15, 17, B, 6] = 20.0
l[15, 17, B, 17] = 27.0
l[16, 19, A, 1] = 46.0
l[16, 19, A, 5] = 5.0
l[16, 19, A, 7] = 31.0
l[16, 19, A, 9] = 22.0
l[16, 19, A, 19] = 29.0
l[16, 19, A, 25] = 15.0
l[17, 6, B, 6] = 20.0
l[18, 22, B, 6] = 20.0
l[18, 22, B, 8] = 25.0
l[18, 22, B, 15] = 30.0
l[18, 22, B, 17] = 27.0
l[18, 22, B, 22] = 21.0
l[19, 1, A, 1] = 46.0
l[19, 1, A, 5] = 5.0
l[19, 1, A, 7] = 31.0
l[19, 1, A, 9] = 22.0
l[19, 1, A, 25] = 15.0
l[20, 10, A, 3] = 9.0
l[20, 10, A, 10] = 29.0
l[20, 10, A, 12] = 25.0
l[20, 10, A, 14] = 35.0
l[20, 10, A, 24] = 8.0
l[21, 16, A, 1] = 46.0
l[21, 16, A, 5] = 5.0
l[21, 16, A, 7] = 31.0
l[21, 16, A, 9] = 22.0
l[21, 16, A, 16] = 16.0
l[21, 16, A, 19] = 29.0
l[21, 16, A, 25] = 15.0
l[22, 8, B, 6] = 20.0
l[22, 8, B, 8] = 25.0
l[22, 8, B, 15] = 30.0
l[22, 8, B, 17] = 27.0
l[23, 20, A, 3] = 9.0
l[23, 20, A, 10] = 29.0
l[23, 20, A, 12] = 25.0
l[23, 20, A, 14] = 35.0
l[23, 20, A, 20] = 30.0
l[23, 20, A, 24] = 8.0
l[24, 3, A, 3] = 9.0
l[24, 3, A, 12] = 25.0
l[24, 3, A, 14] = 35.0
l[25, 5, A, 5] = 5.0
l[A, 21, A, 1] = 46.0
l[A, 21, A, 5] = 5.0
l[A, 21, A, 7] = 31.0
l[A, 21, A, 9] = 22.0
l[A, 21, A, 16] = 16.0
l[A, 21, A, 19] = 29.0
l[A, 21, A, 21] = 27.0
l[A, 21, A, 25] = 15.0
l[A, 23, A, 3] = 9.0
l[A, 23, A, 10] = 29.0
l[A, 23, A, 12] = 25.0
l[A, 23, A, 14] = 35.0
l[A, 23, A, 20] = 30.0
l[A, 23, A, 23] = 11.0
l[A, 23, A, 24] = 8.0
l[B, 9, B, 6] = 20.0
l[B, 9, B, 8] = 25.0
l[B, 9, B, 9] = 34.0
l[B, 9, B, 15] = 30.0
l[B, 9, B, 17] = 27.0
l[B, 9, B, 18] = 33.0
l[B, 9, B, 22] = 21.0
l[B, 11, B, 2] = 10.0
