Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8094.dat
status= TIME_LIMIT
ID = 8094
Numero de clientes = 25
OF (custo) = 820.5400000000001
Best Objective = 820.5400000000001
Best Bound = 726.7717434402632
GAP = 11.427627728049439%
O tempo limite foi atingido.
x[1, 12, B] = 1.0
x[2, 5, B] = 1.0
x[3, 6, A] = 1.0
x[4, B, B] = 1.0
x[5, 15, B] = 1.0
x[6, 14, A] = 1.0
x[7, 25, A] = 1.0
x[8, 24, A] = 1.0
x[9, 19, A] = 1.0
x[10, 22, B] = 1.0
x[11, 23, A] = 1.0
x[12, 20, B] = 1.0
x[13, 2, B] = 1.0
x[14, A, A] = 1.0
x[15, 4, B] = 1.0
x[16, 1, B] = 1.0
x[17, 13, B] = 1.0
x[18, 3, A] = 1.0
x[19, 11, A] = 1.0
x[20, B, B] = 1.0
x[21, 17, B] = 1.0
x[22, 21, B] = 1.0
x[23, 7, A] = 1.0
x[24, 18, A] = 1.0
x[25, A, A] = 1.0
x[A, 8, A] = 1.0
x[A, 9, A] = 1.0
x[B, 10, B] = 1.0
x[B, 16, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, A, A] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[9, B, A] = 1.0
z[10, A, B] = 1.0
z[10, B, B] = 1.0
z[11, A, A] = 1.0
z[11, B, A] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[14, A, A] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[18, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[23, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
l[1, 12, B, 12] = 34.0
l[1, 12, B, 20] = 62.0
l[2, 5, B, 4] = 40.0
l[2, 5, B, 5] = 46.0
l[2, 5, B, 15] = 34.0
l[3, 6, A, 6] = 25.0
l[3, 6, A, 14] = 40.0
l[5, 15, B, 4] = 40.0
l[5, 15, B, 15] = 34.0
l[6, 14, A, 14] = 40.0
l[7, 25, A, 25] = 46.0
l[8, 24, A, 3] = 48.0
l[8, 24, A, 6] = 25.0
l[8, 24, A, 14] = 40.0
l[8, 24, A, 18] = 48.0
l[8, 24, A, 24] = 46.0
l[9, 19, A, 7] = 36.0
l[9, 19, A, 11] = 59.0
l[9, 19, A, 19] = 30.0
l[9, 19, A, 23] = 43.0
l[9, 19, A, 25] = 46.0
l[10, 22, B, 2] = 31.0
l[10, 22, B, 4] = 40.0
l[10, 22, B, 5] = 46.0
l[10, 22, B, 13] = 48.0
l[10, 22, B, 15] = 34.0
l[10, 22, B, 17] = 32.0
l[10, 22, B, 21] = 45.0
l[10, 22, B, 22] = 46.0
l[11, 23, A, 7] = 36.0
l[11, 23, A, 23] = 43.0
l[11, 23, A, 25] = 46.0
l[12, 20, B, 20] = 62.0
l[13, 2, B, 2] = 31.0
l[13, 2, B, 4] = 40.0
l[13, 2, B, 5] = 46.0
l[13, 2, B, 15] = 34.0
l[15, 4, B, 4] = 40.0
l[16, 1, B, 1] = 48.0
l[16, 1, B, 12] = 34.0
l[16, 1, B, 20] = 62.0
l[17, 13, B, 2] = 31.0
l[17, 13, B, 4] = 40.0
l[17, 13, B, 5] = 46.0
l[17, 13, B, 13] = 48.0
l[17, 13, B, 15] = 34.0
l[18, 3, A, 3] = 48.0
l[18, 3, A, 6] = 25.0
l[18, 3, A, 14] = 40.0
l[19, 11, A, 7] = 36.0
l[19, 11, A, 11] = 59.0
l[19, 11, A, 23] = 43.0
l[19, 11, A, 25] = 46.0
l[21, 17, B, 2] = 31.0
l[21, 17, B, 4] = 40.0
l[21, 17, B, 5] = 46.0
l[21, 17, B, 13] = 48.0
l[21, 17, B, 15] = 34.0
l[21, 17, B, 17] = 32.0
l[22, 21, B, 2] = 31.0
l[22, 21, B, 4] = 40.0
l[22, 21, B, 5] = 46.0
l[22, 21, B, 13] = 48.0
l[22, 21, B, 15] = 34.0
l[22, 21, B, 17] = 32.0
l[22, 21, B, 21] = 45.0
l[23, 7, A, 7] = 36.0
l[23, 7, A, 25] = 46.0
l[24, 18, A, 3] = 48.0
l[24, 18, A, 6] = 25.0
l[24, 18, A, 14] = 40.0
l[24, 18, A, 18] = 48.0
l[A, 8, A, 3] = 48.0
l[A, 8, A, 6] = 25.0
l[A, 8, A, 8] = 47.0
l[A, 8, A, 14] = 40.0
l[A, 8, A, 18] = 48.0
l[A, 8, A, 24] = 46.0
l[A, 9, A, 7] = 36.0
l[A, 9, A, 9] = 62.0
l[A, 9, A, 11] = 59.0
l[A, 9, A, 19] = 30.0
l[A, 9, A, 23] = 43.0
l[A, 9, A, 25] = 46.0
l[B, 10, B, 2] = 31.0
l[B, 10, B, 4] = 40.0
l[B, 10, B, 5] = 46.0
l[B, 10, B, 10] = 75.0
l[B, 10, B, 13] = 48.0
l[B, 10, B, 15] = 34.0
l[B, 10, B, 17] = 32.0
l[B, 10, B, 21] = 45.0
l[B, 10, B, 22] = 46.0
l[B, 16, B, 1] = 48.0
l[B, 16, B, 12] = 34.0
l[B, 16, B, 16] = 33.0
l[B, 16, B, 20] = 62.0
m[1, 12, B, 1] = 32.0
m[1, 12, B, 16] = 36.0
m[2, 5, B, 2] = 30.0
m[2, 5, B, 10] = 72.0
m[2, 5, B, 13] = 39.0
m[2, 5, B, 17] = 30.0
m[2, 5, B, 21] = 39.0
m[2, 5, B, 22] = 41.0
m[3, 6, A, 3] = 41.0
m[3, 6, A, 8] = 50.0
m[3, 6, A, 18] = 44.0
m[3, 6, A, 24] = 33.0
m[4, B, B, 2] = 30.0
m[4, B, B, 4] = 41.0
m[4, B, B, 5] = 31.0
m[4, B, B, 10] = 72.0
m[4, B, B, 13] = 39.0
m[4, B, B, 15] = 38.0
m[4, B, B, 17] = 30.0
m[4, B, B, 21] = 39.0
m[4, B, B, 22] = 41.0
m[5, 15, B, 2] = 30.0
m[5, 15, B, 5] = 31.0
m[5, 15, B, 10] = 72.0
m[5, 15, B, 13] = 39.0
m[5, 15, B, 17] = 30.0
m[5, 15, B, 21] = 39.0
m[5, 15, B, 22] = 41.0
m[6, 14, A, 3] = 41.0
m[6, 14, A, 6] = 40.0
m[6, 14, A, 8] = 50.0
m[6, 14, A, 18] = 44.0
m[6, 14, A, 24] = 33.0
m[7, 25, A, 7] = 39.0
m[7, 25, A, 9] = 75.0
m[7, 25, A, 11] = 89.0
m[7, 25, A, 19] = 31.0
m[7, 25, A, 23] = 30.0
m[8, 24, A, 8] = 50.0
m[9, 19, A, 9] = 75.0
m[10, 22, B, 10] = 72.0
m[11, 23, A, 9] = 75.0
m[11, 23, A, 11] = 89.0
m[11, 23, A, 19] = 31.0
m[12, 20, B, 1] = 32.0
m[12, 20, B, 12] = 42.0
m[12, 20, B, 16] = 36.0
m[13, 2, B, 10] = 72.0
m[13, 2, B, 13] = 39.0
m[13, 2, B, 17] = 30.0
m[13, 2, B, 21] = 39.0
m[13, 2, B, 22] = 41.0
m[14, A, A, 3] = 41.0
m[14, A, A, 6] = 40.0
m[14, A, A, 8] = 50.0
m[14, A, A, 14] = 49.0
m[14, A, A, 18] = 44.0
m[14, A, A, 24] = 33.0
m[15, 4, B, 2] = 30.0
m[15, 4, B, 5] = 31.0
m[15, 4, B, 10] = 72.0
m[15, 4, B, 13] = 39.0
m[15, 4, B, 15] = 38.0
m[15, 4, B, 17] = 30.0
m[15, 4, B, 21] = 39.0
m[15, 4, B, 22] = 41.0
m[16, 1, B, 16] = 36.0
m[17, 13, B, 10] = 72.0
m[17, 13, B, 17] = 30.0
m[17, 13, B, 21] = 39.0
m[17, 13, B, 22] = 41.0
m[18, 3, A, 8] = 50.0
m[18, 3, A, 18] = 44.0
m[18, 3, A, 24] = 33.0
m[19, 11, A, 9] = 75.0
m[19, 11, A, 19] = 31.0
m[20, B, B, 1] = 32.0
m[20, B, B, 12] = 42.0
m[20, B, B, 16] = 36.0
m[20, B, B, 20] = 82.0
m[21, 17, B, 10] = 72.0
m[21, 17, B, 21] = 39.0
m[21, 17, B, 22] = 41.0
m[22, 21, B, 10] = 72.0
m[22, 21, B, 22] = 41.0
m[23, 7, A, 9] = 75.0
m[23, 7, A, 11] = 89.0
m[23, 7, A, 19] = 31.0
m[23, 7, A, 23] = 30.0
m[24, 18, A, 8] = 50.0
m[24, 18, A, 24] = 33.0
m[25, A, A, 7] = 39.0
m[25, A, A, 9] = 75.0
m[25, A, A, 11] = 89.0
m[25, A, A, 19] = 31.0
m[25, A, A, 23] = 30.0
m[25, A, A, 25] = 30.0
Tempo de execução: 7200.5983818 segundos
