Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8020.dat
status= OPTIMAL
ID = 8020
Numero de clientes = 25
OF (custo) = 342.8
Best Objective = 342.8
Best Bound = 342.79999999999995
GAP = 0.0%
x[1, B, B] = 1.0
x[2, 16, B] = 1.0
x[3, 6, B] = 1.0
x[6, 24, B] = 1.0
x[9, 2, B] = 1.0
x[10, 3, B] = 1.0
x[16, 1, B] = 1.0
x[17, 9, B] = 1.0
x[22, 17, B] = 1.0
x[24, 22, B] = 1.0
x[B, 10, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[6, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[22, B, B] = 1.0
z[24, B, B] = 1.0
l[2, 16, B, 1] = 20.0
l[2, 16, B, 16] = 36.0
l[3, 6, B, 1] = 20.0
l[3, 6, B, 2] = 34.0
l[3, 6, B, 6] = 22.0
l[3, 6, B, 9] = 42.0
l[3, 6, B, 16] = 36.0
l[3, 6, B, 17] = 38.0
l[3, 6, B, 22] = 29.0
l[3, 6, B, 24] = 38.0
l[6, 24, B, 1] = 20.0
l[6, 24, B, 2] = 34.0
l[6, 24, B, 9] = 42.0
l[6, 24, B, 16] = 36.0
l[6, 24, B, 17] = 38.0
l[6, 24, B, 22] = 29.0
l[6, 24, B, 24] = 38.0
l[9, 2, B, 1] = 20.0
l[9, 2, B, 2] = 34.0
l[9, 2, B, 16] = 36.0
l[10, 3, B, 1] = 20.0
l[10, 3, B, 2] = 34.0
l[10, 3, B, 3] = 34.0
l[10, 3, B, 6] = 22.0
l[10, 3, B, 9] = 42.0
l[10, 3, B, 16] = 36.0
l[10, 3, B, 17] = 38.0
l[10, 3, B, 22] = 29.0
l[10, 3, B, 24] = 38.0
l[16, 1, B, 1] = 20.0
l[17, 9, B, 1] = 20.0
l[17, 9, B, 2] = 34.0
l[17, 9, B, 9] = 42.0
l[17, 9, B, 16] = 36.0
l[22, 17, B, 1] = 20.0
l[22, 17, B, 2] = 34.0
l[22, 17, B, 9] = 42.0
l[22, 17, B, 16] = 36.0
l[22, 17, B, 17] = 38.0
l[24, 22, B, 1] = 20.0
l[24, 22, B, 2] = 34.0
l[24, 22, B, 9] = 42.0
l[24, 22, B, 16] = 36.0
l[24, 22, B, 17] = 38.0
l[24, 22, B, 22] = 29.0
l[B, 10, B, 1] = 20.0
l[B, 10, B, 2] = 34.0
l[B, 10, B, 3] = 34.0
l[B, 10, B, 6] = 22.0
l[B, 10, B, 9] = 42.0
l[B, 10, B, 10] = 25.0
l[B, 10, B, 16] = 36.0
l[B, 10, B, 17] = 38.0
l[B, 10, B, 22] = 29.0
l[B, 10, B, 24] = 38.0
m[1, B, B, 1] = 44.0
m[1, B, B, 2] = 20.0
m[1, B, B, 3] = 25.0
m[1, B, B, 6] = 39.0
m[1, B, B, 9] = 35.0
m[1, B, B, 10] = 34.0
m[1, B, B, 16] = 30.0
m[1, B, B, 17] = 35.0
m[1, B, B, 22] = 21.0
m[1, B, B, 24] = 35.0
m[2, 16, B, 2] = 20.0
m[2, 16, B, 3] = 25.0
m[2, 16, B, 6] = 39.0
m[2, 16, B, 9] = 35.0
m[2, 16, B, 10] = 34.0
m[2, 16, B, 17] = 35.0
m[2, 16, B, 22] = 21.0
m[2, 16, B, 24] = 35.0
m[3, 6, B, 3] = 25.0
m[3, 6, B, 10] = 34.0
m[6, 24, B, 3] = 25.0
m[6, 24, B, 6] = 39.0
m[6, 24, B, 10] = 34.0
m[9, 2, B, 3] = 25.0
m[9, 2, B, 6] = 39.0
m[9, 2, B, 9] = 35.0
m[9, 2, B, 10] = 34.0
m[9, 2, B, 17] = 35.0
m[9, 2, B, 22] = 21.0
m[9, 2, B, 24] = 35.0
m[10, 3, B, 10] = 34.0
m[16, 1, B, 2] = 20.0
m[16, 1, B, 3] = 25.0
m[16, 1, B, 6] = 39.0
m[16, 1, B, 9] = 35.0
m[16, 1, B, 10] = 34.0
m[16, 1, B, 16] = 30.0
m[16, 1, B, 17] = 35.0
m[16, 1, B, 22] = 21.0
m[16, 1, B, 24] = 35.0
m[17, 9, B, 3] = 25.0
m[17, 9, B, 6] = 39.0
m[17, 9, B, 10] = 34.0
m[17, 9, B, 17] = 35.0
m[17, 9, B, 22] = 21.0
m[17, 9, B, 24] = 35.0
m[22, 17, B, 3] = 25.0
m[22, 17, B, 6] = 39.0
m[22, 17, B, 10] = 34.0
m[22, 17, B, 22] = 21.0
m[22, 17, B, 24] = 35.0
m[24, 22, B, 3] = 25.0
m[24, 22, B, 6] = 39.0
m[24, 22, B, 10] = 34.0
m[24, 22, B, 24] = 35.0
Tempo de execução: 4.4455491 segundos
