Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8019.dat
status= OPTIMAL
ID = 8019
Numero de clientes = 25
OF (custo) = 320.37
Best Objective = 320.37
Best Bound = 320.36999999999966
GAP = 0.0%
x[1, 16, A] = 1.0
x[4, 20, A] = 1.0
x[7, 1, A] = 1.0
x[8, 17, A] = 1.0
x[11, 13, A] = 1.0
x[13, 4, A] = 1.0
x[14, A, A] = 1.0
x[16, 8, A] = 1.0
x[17, 14, A] = 1.0
x[19, 7, A] = 1.0
x[20, 19, A] = 1.0
x[22, 24, A] = 1.0
x[24, 11, A] = 1.0
x[A, 22, A] = 1.0
z[1, A, A] = 1.0
z[4, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[11, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[16, A, A] = 1.0
z[17, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
z[22, A, A] = 1.0
z[24, A, A] = 1.0
l[1, 16, A, 8] = 16.0
l[1, 16, A, 14] = 20.0
l[1, 16, A, 16] = 21.0
l[1, 16, A, 17] = 25.0
l[4, 20, A, 1] = 24.0
l[4, 20, A, 7] = 17.0
l[4, 20, A, 8] = 16.0
l[4, 20, A, 14] = 20.0
l[4, 20, A, 16] = 21.0
l[4, 20, A, 17] = 25.0
l[4, 20, A, 19] = 17.0
l[4, 20, A, 20] = 22.0
l[7, 1, A, 1] = 24.0
l[7, 1, A, 8] = 16.0
l[7, 1, A, 14] = 20.0
l[7, 1, A, 16] = 21.0
l[7, 1, A, 17] = 25.0
l[8, 17, A, 14] = 20.0
l[8, 17, A, 17] = 25.0
l[11, 13, A, 1] = 24.0
l[11, 13, A, 4] = 23.0
l[11, 13, A, 7] = 17.0
l[11, 13, A, 8] = 16.0
l[11, 13, A, 13] = 20.0
l[11, 13, A, 14] = 20.0
l[11, 13, A, 16] = 21.0
l[11, 13, A, 17] = 25.0
l[11, 13, A, 19] = 17.0
l[11, 13, A, 20] = 22.0
l[13, 4, A, 1] = 24.0
l[13, 4, A, 4] = 23.0
l[13, 4, A, 7] = 17.0
l[13, 4, A, 8] = 16.0
l[13, 4, A, 14] = 20.0
l[13, 4, A, 16] = 21.0
l[13, 4, A, 17] = 25.0
l[13, 4, A, 19] = 17.0
l[13, 4, A, 20] = 22.0
l[16, 8, A, 8] = 16.0
l[16, 8, A, 14] = 20.0
l[16, 8, A, 17] = 25.0
l[17, 14, A, 14] = 20.0
l[19, 7, A, 1] = 24.0
l[19, 7, A, 7] = 17.0
l[19, 7, A, 8] = 16.0
l[19, 7, A, 14] = 20.0
l[19, 7, A, 16] = 21.0
l[19, 7, A, 17] = 25.0
l[20, 19, A, 1] = 24.0
l[20, 19, A, 7] = 17.0
l[20, 19, A, 8] = 16.0
l[20, 19, A, 14] = 20.0
l[20, 19, A, 16] = 21.0
l[20, 19, A, 17] = 25.0
l[20, 19, A, 19] = 17.0
l[22, 24, A, 1] = 24.0
l[22, 24, A, 4] = 23.0
l[22, 24, A, 7] = 17.0
l[22, 24, A, 8] = 16.0
l[22, 24, A, 11] = 23.0
l[22, 24, A, 13] = 20.0
l[22, 24, A, 14] = 20.0
l[22, 24, A, 16] = 21.0
l[22, 24, A, 17] = 25.0
l[22, 24, A, 19] = 17.0
l[22, 24, A, 20] = 22.0
l[22, 24, A, 24] = 23.0
l[24, 11, A, 1] = 24.0
l[24, 11, A, 4] = 23.0
l[24, 11, A, 7] = 17.0
l[24, 11, A, 8] = 16.0
l[24, 11, A, 11] = 23.0
l[24, 11, A, 13] = 20.0
l[24, 11, A, 14] = 20.0
l[24, 11, A, 16] = 21.0
l[24, 11, A, 17] = 25.0
l[24, 11, A, 19] = 17.0
l[24, 11, A, 20] = 22.0
l[A, 22, A, 1] = 24.0
l[A, 22, A, 4] = 23.0
l[A, 22, A, 7] = 17.0
l[A, 22, A, 8] = 16.0
l[A, 22, A, 11] = 23.0
l[A, 22, A, 13] = 20.0
l[A, 22, A, 14] = 20.0
l[A, 22, A, 16] = 21.0
l[A, 22, A, 17] = 25.0
l[A, 22, A, 19] = 17.0
l[A, 22, A, 20] = 22.0
l[A, 22, A, 22] = 12.0
l[A, 22, A, 24] = 23.0
m[1, 16, A, 1] = 14.0
m[1, 16, A, 4] = 21.0
m[1, 16, A, 7] = 17.0
m[1, 16, A, 11] = 24.0
m[1, 16, A, 13] = 18.0
m[1, 16, A, 19] = 27.0
m[1, 16, A, 20] = 18.0
m[1, 16, A, 22] = 15.0
m[1, 16, A, 24] = 28.0
m[4, 20, A, 4] = 21.0
m[4, 20, A, 11] = 24.0
m[4, 20, A, 13] = 18.0
m[4, 20, A, 22] = 15.0
m[4, 20, A, 24] = 28.0
m[7, 1, A, 4] = 21.0
m[7, 1, A, 7] = 17.0
m[7, 1, A, 11] = 24.0
m[7, 1, A, 13] = 18.0
m[7, 1, A, 19] = 27.0
m[7, 1, A, 20] = 18.0
m[7, 1, A, 22] = 15.0
m[7, 1, A, 24] = 28.0
m[8, 17, A, 1] = 14.0
m[8, 17, A, 4] = 21.0
m[8, 17, A, 7] = 17.0
m[8, 17, A, 8] = 24.0
m[8, 17, A, 11] = 24.0
m[8, 17, A, 13] = 18.0
m[8, 17, A, 16] = 15.0
m[8, 17, A, 19] = 27.0
