Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8067.dat
status= TIME_LIMIT
ID = 8067
Numero de clientes = 25
OF (custo) = 614.07
Best Objective = 614.07
Best Bound = 596.2300000000009
GAP = 2.905206246844679%
O tempo limite foi atingido.
x[1, 8, B] = 1.0
x[2, 14, A] = 1.0
x[3, A, A] = 1.0
x[4, 7, A] = 1.0
x[5, 13, B] = 1.0
x[6, 3, A] = 1.0
x[7, 11, A] = 1.0
x[8, 9, B] = 1.0
x[9, 25, B] = 1.0
x[10, 17, A] = 1.0
x[11, 19, A] = 1.0
x[12, 16, A] = 1.0
x[13, 21, B] = 1.0
x[14, 4, A] = 1.0
x[15, 23, B] = 1.0
x[16, 24, A] = 1.0
x[17, 6, A] = 1.0
x[18, 22, A] = 1.0
x[19, 20, A] = 1.0
x[20, 12, A] = 1.0
x[21, 15, B] = 1.0
x[22, 2, A] = 1.0
x[23, B, B] = 1.0
x[24, 10, A] = 1.0
x[25, 5, B] = 1.0
x[A, 18, A] = 1.0
x[B, 1, B] = 1.0
l[1, 8, B, 5] = 11.0
l[1, 8, B, 8] = 9.0
l[1, 8, B, 9] = 6.0
l[1, 8, B, 13] = 11.0
l[1, 8, B, 21] = 11.0
l[2, 14, A, 3] = 5.0
l[2, 14, A, 4] = 12.0
l[2, 14, A, 7] = 17.0
l[2, 14, A, 10] = 16.0
l[2, 14, A, 14] = 18.0
l[2, 14, A, 16] = 8.0
l[2, 14, A, 17] = 9.0
l[2, 14, A, 19] = 9.0
l[2, 14, A, 20] = 7.0
l[2, 14, A, 24] = 14.0
l[4, 7, A, 3] = 5.0
l[4, 7, A, 7] = 17.0
l[4, 7, A, 10] = 16.0
l[4, 7, A, 16] = 8.0
l[4, 7, A, 17] = 9.0
l[4, 7, A, 19] = 9.0
l[4, 7, A, 20] = 7.0
l[4, 7, A, 24] = 14.0
l[5, 13, B, 13] = 11.0
l[5, 13, B, 21] = 11.0
l[6, 3, A, 3] = 5.0
l[7, 11, A, 3] = 5.0
l[7, 11, A, 10] = 16.0
l[7, 11, A, 16] = 8.0
l[7, 11, A, 17] = 9.0
l[7, 11, A, 19] = 9.0
l[7, 11, A, 20] = 7.0
l[7, 11, A, 24] = 14.0
l[8, 9, B, 5] = 11.0
l[8, 9, B, 9] = 6.0
l[8, 9, B, 13] = 11.0
l[8, 9, B, 21] = 11.0
l[9, 25, B, 5] = 11.0
l[9, 25, B, 13] = 11.0
l[9, 25, B, 21] = 11.0
l[10, 17, A, 3] = 5.0
l[10, 17, A, 17] = 9.0
l[11, 19, A, 3] = 5.0
l[11, 19, A, 10] = 16.0
l[11, 19, A, 16] = 8.0
l[11, 19, A, 17] = 9.0
