Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8023.dat
status= OPTIMAL
ID = 8023
Numero de clientes = 30
OF (custo) = 776.15
Best Objective = 776.15
Best Bound = 776.1499999999992
GAP = 0.0%
x[1, 30, A] = 1.0
x[2, 7, A] = 1.0
x[3, 15, B] = 1.0
x[4, 27, B] = 1.0
x[5, 26, B] = 1.0
x[6, 12, A] = 1.0
x[7, 21, A] = 1.0
x[8, 17, A] = 1.0
x[9, 13, A] = 1.0
x[10, 22, B] = 1.0
x[11, 3, B] = 1.0
x[12, 8, A] = 1.0
x[13, 29, A] = 1.0
x[14, 4, B] = 1.0
x[15, 24, B] = 1.0
x[16, A, A] = 1.0
x[17, 2, A] = 1.0
x[18, 28, A] = 1.0
x[19, 9, A] = 1.0
x[20, 14, B] = 1.0
x[21, 25, A] = 1.0
x[22, 11, B] = 1.0
x[23, 16, A] = 1.0
x[24, 20, B] = 1.0
x[25, 23, A] = 1.0
x[26, B, B] = 1.0
x[27, 5, B] = 1.0
x[28, A, A] = 1.0
x[29, 6, A] = 1.0
x[30, 19, A] = 1.0
x[A, 1, A] = 1.0
x[A, 18, A] = 1.0
x[B, 10, B] = 1.0
l[1, 30, A, 2] = 18.0
l[1, 30, A, 6] = 7.0
l[1, 30, A, 7] = 22.0
l[1, 30, A, 8] = 4.0
l[1, 30, A, 9] = 24.0
l[1, 30, A, 12] = 2.0
l[1, 30, A, 16] = 24.0
l[1, 30, A, 17] = 4.0
l[1, 30, A, 19] = 16.0
l[1, 30, A, 21] = 24.0
l[1, 30, A, 23] = 14.0
l[1, 30, A, 25] = 18.0
l[1, 30, A, 29] = 20.0
l[1, 30, A, 30] = 13.0
l[2, 7, A, 7] = 22.0
l[2, 7, A, 16] = 24.0
l[2, 7, A, 21] = 24.0
l[2, 7, A, 23] = 14.0
l[2, 7, A, 25] = 18.0
l[3, 15, B, 4] = 12.0
l[3, 15, B, 14] = 23.0
l[3, 15, B, 20] = 24.0
l[3, 15, B, 26] = 10.0
l[3, 15, B, 27] = 12.0
l[4, 27, B, 26] = 10.0
l[4, 27, B, 27] = 12.0
l[5, 26, B, 26] = 10.0
l[6, 12, A, 2] = 18.0
l[6, 12, A, 7] = 22.0
l[6, 12, A, 8] = 4.0
l[6, 12, A, 12] = 2.0
l[6, 12, A, 16] = 24.0
l[6, 12, A, 17] = 4.0
l[6, 12, A, 21] = 24.0
l[6, 12, A, 23] = 14.0
l[6, 12, A, 25] = 18.0
l[7, 21, A, 16] = 24.0
l[7, 21, A, 21] = 24.0
l[7, 21, A, 23] = 14.0
l[7, 21, A, 25] = 18.0
l[8, 17, A, 2] = 18.0
l[8, 17, A, 7] = 22.0
l[8, 17, A, 16] = 24.0
l[8, 17, A, 17] = 4.0
l[8, 17, A, 21] = 24.0
l[8, 17, A, 23] = 14.0
l[8, 17, A, 25] = 18.0
l[9, 13, A, 2] = 18.0
l[9, 13, A, 6] = 7.0
l[9, 13, A, 7] = 22.0
l[9, 13, A, 8] = 4.0
l[9, 13, A, 12] = 2.0
l[9, 13, A, 16] = 24.0
l[9, 13, A, 17] = 4.0
l[9, 13, A, 21] = 24.0
l[9, 13, A, 23] = 14.0
l[9, 13, A, 25] = 18.0
l[9, 13, A, 29] = 20.0
l[10, 22, B, 3] = 13.0
l[10, 22, B, 4] = 12.0
l[10, 22, B, 11] = 24.0
l[10, 22, B, 14] = 23.0
l[10, 22, B, 20] = 24.0
l[10, 22, B, 22] = 11.0
l[10, 22, B, 26] = 10.0
l[10, 22, B, 27] = 12.0
l[11, 3, B, 3] = 13.0
l[11, 3, B, 4] = 12.0
l[11, 3, B, 14] = 23.0
l[11, 3, B, 20] = 24.0
l[11, 3, B, 26] = 10.0
l[11, 3, B, 27] = 12.0
l[12, 8, A, 2] = 18.0
l[12, 8, A, 7] = 22.0
l[12, 8, A, 8] = 4.0
l[12, 8, A, 16] = 24.0
l[12, 8, A, 17] = 4.0
l[12, 8, A, 21] = 24.0
l[12, 8, A, 23] = 14.0
l[12, 8, A, 25] = 18.0
l[13, 29, A, 2] = 18.0
l[13, 29, A, 6] = 7.0
l[13, 29, A, 7] = 22.0
l[13, 29, A, 8] = 4.0
l[13, 29, A, 12] = 2.0
l[13, 29, A, 16] = 24.0
l[13, 29, A, 17] = 4.0
l[13, 29, A, 21] = 24.0
l[13, 29, A, 23] = 14.0
l[13, 29, A, 25] = 18.0
l[13, 29, A, 29] = 20.0
l[14, 4, B, 4] = 12.0
l[14, 4, B, 26] = 10.0
l[14, 4, B, 27] = 12.0
l[15, 24, B, 4] = 12.0
l[15, 24, B, 14] = 23.0
l[15, 24, B, 20] = 24.0
l[15, 24, B, 26] = 10.0
l[15, 24, B, 27] = 12.0
l[17, 2, A, 2] = 18.0
l[17, 2, A, 7] = 22.0
l[17, 2, A, 16] = 24.0
l[17, 2, A, 21] = 24.0
l[17, 2, A, 23] = 14.0
l[17, 2, A, 25] = 18.0
l[18, 28, A, 28] = 14.0
l[19, 9, A, 2] = 18.0
l[19, 9, A, 6] = 7.0
l[19, 9, A, 7] = 22.0
l[19, 9, A, 8] = 4.0
l[19, 9, A, 9] = 24.0
l[19, 9, A, 12] = 2.0
l[19, 9, A, 16] = 24.0
l[19, 9, A, 17] = 4.0
l[19, 9, A, 21] = 24.0
l[19, 9, A, 23] = 14.0
l[19, 9, A, 25] = 18.0
l[19, 9, A, 29] = 20.0
l[20, 14, B, 4] = 12.0
l[20, 14, B, 14] = 23.0
l[20, 14, B, 26] = 10.0
l[20, 14, B, 27] = 12.0
l[21, 25, A, 16] = 24.0
l[21, 25, A, 23] = 14.0
l[21, 25, A, 25] = 18.0
l[22, 11, B, 3] = 13.0
l[22, 11, B, 4] = 12.0
l[22, 11, B, 11] = 24.0
l[22, 11, B, 14] = 23.0
l[22, 11, B, 20] = 24.0
l[22, 11, B, 26] = 10.0
l[22, 11, B, 27] = 12.0
l[23, 16, A, 16] = 24.0
l[24, 20, B, 4] = 12.0
l[24, 20, B, 14] = 23.0
l[24, 20, B, 20] = 24.0
l[24, 20, B, 26] = 10.0
l[24, 20, B, 27] = 12.0
l[25, 23, A, 16] = 24.0
l[25, 23, A, 23] = 14.0
l[27, 5, B, 26] = 10.0
l[29, 6, A, 2] = 18.0
l[29, 6, A, 6] = 7.0
l[29, 6, A, 7] = 22.0
l[29, 6, A, 8] = 4.0
l[29, 6, A, 12] = 2.0
l[29, 6, A, 16] = 24.0
l[29, 6, A, 17] = 4.0
l[29, 6, A, 21] = 24.0
l[29, 6, A, 23] = 14.0
l[29, 6, A, 25] = 18.0
l[30, 19, A, 2] = 18.0
l[30, 19, A, 6] = 7.0
l[30, 19, A, 7] = 22.0
l[30, 19, A, 8] = 4.0
l[30, 19, A, 9] = 24.0
l[30, 19, A, 12] = 2.0
l[30, 19, A, 16] = 24.0
l[30, 19, A, 17] = 4.0
l[30, 19, A, 19] = 16.0
l[30, 19, A, 21] = 24.0
l[30, 19, A, 23] = 14.0
l[30, 19, A, 25] = 18.0
l[30, 19, A, 29] = 20.0
l[A, 1, A, 1] = 15.0
l[A, 1, A, 2] = 18.0
l[A, 1, A, 6] = 7.0
l[A, 1, A, 7] = 22.0
l[A, 1, A, 8] = 4.0
l[A, 1, A, 9] = 24.0
l[A, 1, A, 12] = 2.0
l[A, 1, A, 16] = 24.0
l[A, 1, A, 17] = 4.0
l[A, 1, A, 19] = 16.0
l[A, 1, A, 21] = 24.0
l[A, 1, A, 23] = 14.0
l[A, 1, A, 25] = 18.0
l[A, 1, A, 29] = 20.0
l[A, 1, A, 30] = 13.0
l[A, 18, A, 18] = 21.0
l[A, 18, A, 28] = 14.0
l[B, 10, B, 3] = 13.0
l[B, 10, B, 4] = 12.0
l[B, 10, B, 10] = 16.0
l[B, 10, B, 11] = 24.0
l[B, 10, B, 14] = 23.0
l[B, 10, B, 20] = 24.0
l[B, 10, B, 22] = 11.0
l[B, 10, B, 26] = 10.0
l[B, 10, B, 27] = 12.0
m[1, 30, A, 1] = 7.0
m[2, 7, A, 1] = 7.0
m[2, 7, A, 9] = 23.0
m[2, 7, A, 29] = 24.0
m[2, 7, A, 30] = 23.0
m[3, 15, B, 3] = 24.0
m[3, 15, B, 10] = 19.0
m[3, 15, B, 11] = 14.0
m[3, 15, B, 22] = 17.0
m[4, 27, B, 3] = 24.0
m[4, 27, B, 10] = 19.0
m[4, 27, B, 11] = 14.0
m[4, 27, B, 14] = 17.0
m[4, 27, B, 20] = 13.0
m[4, 27, B, 22] = 17.0
m[5, 26, B, 3] = 24.0
m[5, 26, B, 10] = 19.0
m[5, 26, B, 11] = 14.0
m[5, 26, B, 14] = 17.0
m[5, 26, B, 20] = 13.0
m[5, 26, B, 22] = 17.0
m[5, 26, B, 27] = 15.0
m[6, 12, A, 1] = 7.0
m[6, 12, A, 9] = 23.0
m[6, 12, A, 29] = 24.0
m[6, 12, A, 30] = 23.0
m[7, 21, A, 1] = 7.0
m[7, 21, A, 7] = 14.0
m[7, 21, A, 9] = 23.0
m[7, 21, A, 29] = 24.0
m[7, 21, A, 30] = 23.0
m[8, 17, A, 1] = 7.0
m[8, 17, A, 9] = 23.0
m[8, 17, A, 29] = 24.0
m[8, 17, A, 30] = 23.0
m[9, 13, A, 1] = 7.0
m[9, 13, A, 9] = 23.0
m[9, 13, A, 30] = 23.0
m[10, 22, B, 10] = 19.0
m[11, 3, B, 10] = 19.0
m[11, 3, B, 11] = 14.0
m[11, 3, B, 22] = 17.0
m[12, 8, A, 1] = 7.0
m[12, 8, A, 9] = 23.0
m[12, 8, A, 29] = 24.0
m[12, 8, A, 30] = 23.0
m[13, 29, A, 1] = 7.0
m[13, 29, A, 9] = 23.0
m[13, 29, A, 30] = 23.0
m[14, 4, B, 3] = 24.0
m[14, 4, B, 10] = 19.0
m[14, 4, B, 11] = 14.0
m[14, 4, B, 14] = 17.0
m[14, 4, B, 20] = 13.0
m[14, 4, B, 22] = 17.0
m[15, 24, B, 3] = 24.0
m[15, 24, B, 10] = 19.0
m[15, 24, B, 11] = 14.0
m[15, 24, B, 22] = 17.0
m[16, A, A, 1] = 7.0
m[16, A, A, 7] = 14.0
m[16, A, A, 9] = 23.0
m[16, A, A, 16] = 19.0
m[16, A, A, 21] = 20.0
m[16, A, A, 25] = 16.0
m[16, A, A, 29] = 24.0
m[16, A, A, 30] = 23.0
m[17, 2, A, 1] = 7.0
m[17, 2, A, 9] = 23.0
m[17, 2, A, 29] = 24.0
m[17, 2, A, 30] = 23.0
