Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8019.dat
status= OPTIMAL
ID = 8019
Numero de clientes = 25
OF (custo) = 350.14
Best Objective = 350.14
Best Bound = 350.13999999998896
GAP = 0.0%
x[2, 25, B] = 1.0
x[3, 13, B] = 1.0
x[5, 7, B] = 1.0
x[6, 9, B] = 1.0
x[7, 10, B] = 1.0
x[9, 20, B] = 1.0
x[10, B, B] = 1.0
x[12, 5, B] = 1.0
x[13, 24, B] = 1.0
x[15, 12, B] = 1.0
x[18, 6, B] = 1.0
x[20, 3, B] = 1.0
x[21, 23, B] = 1.0
x[23, 15, B] = 1.0
x[24, 2, B] = 1.0
x[25, 21, B] = 1.0
x[B, 18, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[7, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[15, B, B] = 1.0
z[18, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
z[25, B, B] = 1.0
l[2, 25, B, 5] = 18.0
l[2, 25, B, 7] = 20.0
l[2, 25, B, 10] = 16.0
l[2, 25, B, 12] = 20.0
l[2, 25, B, 15] = 22.0
l[2, 25, B, 21] = 18.0
l[2, 25, B, 23] = 17.0
l[2, 25, B, 25] = 14.0
l[3, 13, B, 2] = 14.0
l[3, 13, B, 5] = 18.0
l[3, 13, B, 7] = 20.0
l[3, 13, B, 10] = 16.0
l[3, 13, B, 12] = 20.0
l[3, 13, B, 13] = 11.0
l[3, 13, B, 15] = 22.0
l[3, 13, B, 21] = 18.0
l[3, 13, B, 23] = 17.0
l[3, 13, B, 24] = 21.0
l[3, 13, B, 25] = 14.0
l[5, 7, B, 7] = 20.0
l[5, 7, B, 10] = 16.0
l[6, 9, B, 2] = 14.0
l[6, 9, B, 3] = 23.0
l[6, 9, B, 5] = 18.0
l[6, 9, B, 7] = 20.0
l[6, 9, B, 9] = 22.0
l[6, 9, B, 10] = 16.0
l[6, 9, B, 12] = 20.0
l[6, 9, B, 13] = 11.0
l[6, 9, B, 15] = 22.0
l[6, 9, B, 20] = 23.0
l[6, 9, B, 21] = 18.0
l[6, 9, B, 23] = 17.0
l[6, 9, B, 24] = 21.0
l[6, 9, B, 25] = 14.0
l[7, 10, B, 10] = 16.0
l[9, 20, B, 2] = 14.0
l[9, 20, B, 3] = 23.0
l[9, 20, B, 5] = 18.0
l[9, 20, B, 7] = 20.0
l[9, 20, B, 10] = 16.0
l[9, 20, B, 12] = 20.0
l[9, 20, B, 13] = 11.0
l[9, 20, B, 15] = 22.0
l[9, 20, B, 20] = 23.0
l[9, 20, B, 21] = 18.0
l[9, 20, B, 23] = 17.0
l[9, 20, B, 24] = 21.0
l[9, 20, B, 25] = 14.0
l[12, 5, B, 5] = 18.0
l[12, 5, B, 7] = 20.0
l[12, 5, B, 10] = 16.0
l[13, 24, B, 2] = 14.0
l[13, 24, B, 5] = 18.0
l[13, 24, B, 7] = 20.0
l[13, 24, B, 10] = 16.0
l[13, 24, B, 12] = 20.0
l[13, 24, B, 15] = 22.0
l[13, 24, B, 21] = 18.0
l[13, 24, B, 23] = 17.0
l[13, 24, B, 24] = 21.0
l[13, 24, B, 25] = 14.0
l[15, 12, B, 5] = 18.0
l[15, 12, B, 7] = 20.0
l[15, 12, B, 10] = 16.0
l[15, 12, B, 12] = 20.0
l[18, 6, B, 2] = 14.0
l[18, 6, B, 3] = 23.0
l[18, 6, B, 5] = 18.0
l[18, 6, B, 6] = 19.0
l[18, 6, B, 7] = 20.0
l[18, 6, B, 9] = 22.0
l[18, 6, B, 10] = 16.0
l[18, 6, B, 12] = 20.0
l[18, 6, B, 13] = 11.0
l[18, 6, B, 15] = 22.0
l[18, 6, B, 20] = 23.0
l[18, 6, B, 21] = 18.0
l[18, 6, B, 23] = 17.0
l[18, 6, B, 24] = 21.0
l[18, 6, B, 25] = 14.0
l[20, 3, B, 2] = 14.0
l[20, 3, B, 3] = 23.0
l[20, 3, B, 5] = 18.0
l[20, 3, B, 7] = 20.0
l[20, 3, B, 10] = 16.0
l[20, 3, B, 12] = 20.0
l[20, 3, B, 13] = 11.0
l[20, 3, B, 15] = 22.0
l[20, 3, B, 21] = 18.0
l[20, 3, B, 23] = 17.0
l[20, 3, B, 24] = 21.0
l[20, 3, B, 25] = 14.0
l[21, 23, B, 5] = 18.0
l[21, 23, B, 7] = 20.0
l[21, 23, B, 10] = 16.0
l[21, 23, B, 12] = 20.0
l[21, 23, B, 15] = 22.0
l[21, 23, B, 23] = 17.0
l[23, 15, B, 5] = 18.0
l[23, 15, B, 7] = 20.0
l[23, 15, B, 10] = 16.0
l[23, 15, B, 12] = 20.0
l[23, 15, B, 15] = 22.0
l[24, 2, B, 2] = 14.0
l[24, 2, B, 5] = 18.0
l[24, 2, B, 7] = 20.0
l[24, 2, B, 10] = 16.0
l[24, 2, B, 12] = 20.0
l[24, 2, B, 15] = 22.0
l[24, 2, B, 21] = 18.0
l[24, 2, B, 23] = 17.0
l[24, 2, B, 25] = 14.0
l[25, 21, B, 5] = 18.0
l[25, 21, B, 7] = 20.0
l[25, 21, B, 10] = 16.0
l[25, 21, B, 12] = 20.0
l[25, 21, B, 15] = 22.0
l[25, 21, B, 21] = 18.0
l[25, 21, B, 23] = 17.0
l[B, 18, B, 2] = 14.0
l[B, 18, B, 3] = 23.0
l[B, 18, B, 5] = 18.0
l[B, 18, B, 6] = 19.0
l[B, 18, B, 7] = 20.0
l[B, 18, B, 9] = 22.0
l[B, 18, B, 10] = 16.0
l[B, 18, B, 12] = 20.0
l[B, 18, B, 13] = 11.0
l[B, 18, B, 15] = 22.0
l[B, 18, B, 18] = 23.0
l[B, 18, B, 20] = 23.0
l[B, 18, B, 21] = 18.0
l[B, 18, B, 23] = 17.0
l[B, 18, B, 24] = 21.0
l[B, 18, B, 25] = 14.0
m[2, 25, B, 2] = 23.0
m[2, 25, B, 3] = 17.0
m[2, 25, B, 6] = 14.0
m[2, 25, B, 9] = 20.0
m[2, 25, B, 13] = 20.0
m[2, 25, B, 18] = 21.0
m[2, 25, B, 20] = 21.0
m[2, 25, B, 24] = 18.0
m[3, 13, B, 3] = 17.0
m[3, 13, B, 6] = 14.0
m[3, 13, B, 9] = 20.0
m[3, 13, B, 18] = 21.0
m[3, 13, B, 20] = 21.0
m[5, 7, B, 2] = 23.0
m[5, 7, B, 3] = 17.0
m[5, 7, B, 5] = 16.0
m[5, 7, B, 6] = 14.0
m[5, 7, B, 9] = 20.0
m[5, 7, B, 12] = 18.0
m[5, 7, B, 13] = 20.0
m[5, 7, B, 15] = 18.0
m[5, 7, B, 18] = 21.0
m[5, 7, B, 20] = 21.0
m[5, 7, B, 21] = 21.0
m[5, 7, B, 23] = 16.0
m[5, 7, B, 24] = 18.0
m[5, 7, B, 25] = 15.0
m[6, 9, B, 6] = 14.0
m[6, 9, B, 18] = 21.0
m[7, 10, B, 2] = 23.0
m[7, 10, B, 3] = 17.0
m[7, 10, B, 5] = 16.0
m[7, 10, B, 6] = 14.0
m[7, 10, B, 7] = 20.0
m[7, 10, B, 9] = 20.0
m[7, 10, B, 12] = 18.0
m[7, 10, B, 13] = 20.0
m[7, 10, B, 15] = 18.0
m[7, 10, B, 18] = 21.0
m[7, 10, B, 20] = 21.0
m[7, 10, B, 21] = 21.0
m[7, 10, B, 23] = 16.0
m[7, 10, B, 24] = 18.0
m[7, 10, B, 25] = 15.0
m[9, 20, B, 6] = 14.0
m[9, 20, B, 9] = 20.0
m[9, 20, B, 18] = 21.0
m[10, B, B, 2] = 23.0
m[10, B, B, 3] = 17.0
m[10, B, B, 5] = 16.0
m[10, B, B, 6] = 14.0
m[10, B, B, 7] = 20.0
m[10, B, B, 9] = 20.0
m[10, B, B, 10] = 23.0
m[10, B, B, 12] = 18.0
m[10, B, B, 13] = 20.0
m[10, B, B, 15] = 18.0
m[10, B, B, 18] = 21.0
m[10, B, B, 20] = 21.0
m[10, B, B, 21] = 21.0
m[10, B, B, 23] = 16.0
m[10, B, B, 24] = 18.0
m[10, B, B, 25] = 15.0
m[12, 5, B, 2] = 23.0
m[12, 5, B, 3] = 17.0
m[12, 5, B, 6] = 14.0
m[12, 5, B, 9] = 20.0
m[12, 5, B, 12] = 18.0
m[12, 5, B, 13] = 20.0
m[12, 5, B, 15] = 18.0
m[12, 5, B, 18] = 21.0
m[12, 5, B, 20] = 21.0
m[12, 5, B, 21] = 21.0
m[12, 5, B, 23] = 16.0
m[12, 5, B, 24] = 18.0
m[12, 5, B, 25] = 15.0
m[13, 24, B, 3] = 17.0
m[13, 24, B, 6] = 14.0
m[13, 24, B, 9] = 20.0
m[13, 24, B, 13] = 20.0
