Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_7L.dat
status= OPTIMAL
ID = 7
Numero de clientes = 20
OF (custo) = 104.69999999999999
Best Objective = 104.69999999999999
Best Bound = 104.69999999999993
GAP = 0.0%
x[1, 10, B] = 1.0
x[2, 3, B] = 1.0
x[3, B, B] = 1.0
x[4, 15, B] = 1.0
x[5, 6, B] = 1.0
x[6, 8, B] = 1.0
x[8, 4, B] = 1.0
x[9, 19, B] = 1.0
x[10, 2, B] = 1.0
x[11, 14, B] = 1.0
x[13, 9, B] = 1.0
x[14, 1, B] = 1.0
x[15, 16, B] = 1.0
x[16, 18, B] = 1.0
x[18, 13, B] = 1.0
x[19, 11, B] = 1.0
x[B, 5, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[8, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[13, B, B] = 1.0
z[14, B, B] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[18, B, B] = 1.0
z[19, B, B] = 1.0
l[1, 10, B, 2] = 7.0
l[1, 10, B, 3] = 13.0
l[1, 10, B, 10] = 16.0
l[2, 3, B, 3] = 13.0
l[4, 15, B, 1] = 5.0
l[4, 15, B, 2] = 7.0
l[4, 15, B, 3] = 13.0
l[4, 15, B, 9] = 8.0
l[4, 15, B, 10] = 16.0
l[4, 15, B, 11] = 6.0
l[4, 15, B, 13] = 11.0
l[4, 15, B, 14] = 10.0
l[4, 15, B, 15] = 8.0
l[4, 15, B, 16] = 19.0
l[4, 15, B, 18] = 12.0
l[4, 15, B, 19] = 8.0
l[5, 6, B, 1] = 5.0
l[5, 6, B, 2] = 7.0
l[5, 6, B, 3] = 13.0
l[5, 6, B, 4] = 19.0
l[5, 6, B, 6] = 3.0
l[5, 6, B, 8] = 9.0
l[5, 6, B, 9] = 8.0
l[5, 6, B, 10] = 16.0
l[5, 6, B, 11] = 6.0
l[5, 6, B, 13] = 11.0
l[5, 6, B, 14] = 10.0
l[5, 6, B, 15] = 8.0
l[5, 6, B, 16] = 19.0
l[5, 6, B, 18] = 12.0
l[5, 6, B, 19] = 8.0
l[6, 8, B, 1] = 5.0
l[6, 8, B, 2] = 7.0
