Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8040.dat
status= OPTIMAL
ID = 8040
Numero de clientes = 20
OF (custo) = 459.8299999999999
Best Objective = 459.8299999999999
Best Bound = 459.82999999998196
GAP = 0.0%
x[2, 5, B] = 1.0
x[4, 8, B] = 1.0
x[5, 20, B] = 1.0
x[7, B, B] = 1.0
x[8, 17, B] = 1.0
x[10, 2, B] = 1.0
x[11, 10, B] = 1.0
x[12, 7, B] = 1.0
x[14, 11, B] = 1.0
x[17, B, B] = 1.0
x[20, 4, B] = 1.0
x[B, 12, B] = 1.0
x[B, 14, B] = 1.0
z[2, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[14, B, B] = 1.0
z[17, B, B] = 1.0
z[20, B, B] = 1.0
l[2, 5, B, 4] = 51.0
l[2, 5, B, 5] = 36.0
l[2, 5, B, 8] = 44.0
l[2, 5, B, 17] = 39.0
l[2, 5, B, 20] = 72.0
l[4, 8, B, 8] = 44.0
l[4, 8, B, 17] = 39.0
l[5, 20, B, 4] = 51.0
l[5, 20, B, 8] = 44.0
l[5, 20, B, 17] = 39.0
l[5, 20, B, 20] = 72.0
l[8, 17, B, 17] = 39.0
l[10, 2, B, 2] = 32.0
l[10, 2, B, 4] = 51.0
l[10, 2, B, 5] = 36.0
l[10, 2, B, 8] = 44.0
l[10, 2, B, 17] = 39.0
l[10, 2, B, 20] = 72.0
l[11, 10, B, 2] = 32.0
l[11, 10, B, 4] = 51.0
l[11, 10, B, 5] = 36.0
l[11, 10, B, 8] = 44.0
l[11, 10, B, 10] = 46.0
l[11, 10, B, 17] = 39.0
l[11, 10, B, 20] = 72.0
l[12, 7, B, 7] = 46.0
l[14, 11, B, 2] = 32.0
l[14, 11, B, 4] = 51.0
l[14, 11, B, 5] = 36.0
l[14, 11, B, 8] = 44.0
l[14, 11, B, 10] = 46.0
l[14, 11, B, 11] = 57.0
l[14, 11, B, 17] = 39.0
l[14, 11, B, 20] = 72.0
l[20, 4, B, 4] = 51.0
l[20, 4, B, 8] = 44.0
l[20, 4, B, 17] = 39.0
l[B, 12, B, 7] = 46.0
l[B, 12, B, 12] = 74.0
l[B, 14, B, 2] = 32.0
l[B, 14, B, 4] = 51.0
l[B, 14, B, 5] = 36.0
l[B, 14, B, 8] = 44.0
l[B, 14, B, 10] = 46.0
l[B, 14, B, 11] = 57.0
l[B, 14, B, 14] = 70.0
l[B, 14, B, 17] = 39.0
l[B, 14, B, 20] = 72.0
m[2, 5, B, 2] = 49.0
m[2, 5, B, 10] = 57.0
m[2, 5, B, 11] = 44.0
m[2, 5, B, 14] = 67.0
m[4, 8, B, 2] = 49.0
m[4, 8, B, 4] = 61.0
m[4, 8, B, 5] = 46.0
m[4, 8, B, 10] = 57.0
m[4, 8, B, 11] = 44.0
m[4, 8, B, 14] = 67.0
m[4, 8, B, 20] = 40.0
m[5, 20, B, 2] = 49.0
m[5, 20, B, 5] = 46.0
m[5, 20, B, 10] = 57.0
m[5, 20, B, 11] = 44.0
m[5, 20, B, 14] = 67.0
m[7, B, B, 7] = 35.0
m[7, B, B, 12] = 50.0
m[8, 17, B, 2] = 49.0
m[8, 17, B, 4] = 61.0
m[8, 17, B, 5] = 46.0
m[8, 17, B, 8] = 49.0
m[8, 17, B, 10] = 57.0
m[8, 17, B, 11] = 44.0
m[8, 17, B, 14] = 67.0
m[8, 17, B, 20] = 40.0
m[10, 2, B, 10] = 57.0
m[10, 2, B, 11] = 44.0
m[10, 2, B, 14] = 67.0
m[11, 10, B, 11] = 44.0
m[11, 10, B, 14] = 67.0
m[12, 7, B, 12] = 50.0
m[14, 11, B, 14] = 67.0
m[17, B, B, 2] = 49.0
m[17, B, B, 4] = 61.0
m[17, B, B, 5] = 46.0
m[17, B, B, 8] = 49.0
m[17, B, B, 10] = 57.0
m[17, B, B, 11] = 44.0
m[17, B, B, 14] = 67.0
m[17, B, B, 17] = 69.0
m[17, B, B, 20] = 40.0
m[20, 4, B, 2] = 49.0
m[20, 4, B, 5] = 46.0
m[20, 4, B, 10] = 57.0
m[20, 4, B, 11] = 44.0
m[20, 4, B, 14] = 67.0
m[20, 4, B, 20] = 40.0
Tempo de execução: 59.3501747 segundos
