Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8073.dat
status= OPTIMAL
ID = 8073
Numero de clientes = 30
OF (custo) = 243.78000000000003
Best Objective = 243.78000000000003
Best Bound = 243.77999999999975
GAP = 0.0%
x[2, 26, A] = 1.0
x[3, 27, A] = 1.0
x[4, 20, A] = 1.0
x[5, 24, A] = 1.0
x[6, 10, A] = 1.0
x[8, 28, A] = 1.0
x[9, 29, A] = 1.0
x[10, 9, A] = 1.0
x[11, 2, A] = 1.0
x[12, A, A] = 1.0
x[14, 5, A] = 1.0
x[18, 11, A] = 1.0
x[20, 30, A] = 1.0
x[22, 3, A] = 1.0
x[24, 22, A] = 1.0
x[25, 18, A] = 1.0
x[26, 6, A] = 1.0
x[27, 12, A] = 1.0
x[28, 4, A] = 1.0
x[29, 14, A] = 1.0
x[30, 25, A] = 1.0
x[A, 8, A] = 1.0
l[2, 26, A, 3] = 9.0
l[2, 26, A, 5] = 15.0
l[2, 26, A, 6] = 20.0
l[2, 26, A, 9] = 18.0
l[2, 26, A, 10] = 12.0
l[2, 26, A, 12] = 19.0
l[2, 26, A, 14] = 13.0
l[2, 26, A, 24] = 24.0
l[2, 26, A, 26] = 18.0
l[2, 26, A, 29] = 11.0
l[3, 27, A, 12] = 19.0
l[4, 20, A, 3] = 9.0
l[4, 20, A, 5] = 15.0
l[4, 20, A, 6] = 20.0
l[4, 20, A, 9] = 18.0
l[4, 20, A, 10] = 12.0
l[4, 20, A, 11] = 15.0
l[4, 20, A, 12] = 19.0
l[4, 20, A, 14] = 13.0
l[4, 20, A, 24] = 24.0
l[4, 20, A, 25] = 9.0
l[4, 20, A, 26] = 18.0
l[4, 20, A, 29] = 11.0
l[5, 24, A, 3] = 9.0
l[5, 24, A, 12] = 19.0
l[5, 24, A, 24] = 24.0
l[6, 10, A, 3] = 9.0
l[6, 10, A, 5] = 15.0
l[6, 10, A, 9] = 18.0
l[6, 10, A, 10] = 12.0
l[6, 10, A, 12] = 19.0
l[6, 10, A, 14] = 13.0
l[6, 10, A, 24] = 24.0
l[6, 10, A, 29] = 11.0
l[8, 28, A, 3] = 9.0
l[8, 28, A, 4] = 23.0
l[8, 28, A, 5] = 15.0
l[8, 28, A, 6] = 20.0
l[8, 28, A, 9] = 18.0
l[8, 28, A, 10] = 12.0
l[8, 28, A, 11] = 15.0
l[8, 28, A, 12] = 19.0
l[8, 28, A, 14] = 13.0
l[8, 28, A, 24] = 24.0
l[8, 28, A, 25] = 9.0
l[8, 28, A, 26] = 18.0
l[8, 28, A, 29] = 11.0
l[9, 29, A, 3] = 9.0
l[9, 29, A, 5] = 15.0
l[9, 29, A, 12] = 19.0
l[9, 29, A, 14] = 13.0
l[9, 29, A, 24] = 24.0
l[9, 29, A, 29] = 11.0
l[10, 9, A, 3] = 9.0
l[10, 9, A, 5] = 15.0
l[10, 9, A, 9] = 18.0
l[10, 9, A, 12] = 19.0
l[10, 9, A, 14] = 13.0
l[10, 9, A, 24] = 24.0
l[10, 9, A, 29] = 11.0
l[11, 2, A, 3] = 9.0
l[11, 2, A, 5] = 15.0
l[11, 2, A, 6] = 20.0
l[11, 2, A, 9] = 18.0
l[11, 2, A, 10] = 12.0
l[11, 2, A, 12] = 19.0
l[11, 2, A, 14] = 13.0
l[11, 2, A, 24] = 24.0
l[11, 2, A, 26] = 18.0
l[11, 2, A, 29] = 11.0
l[14, 5, A, 3] = 9.0
l[14, 5, A, 5] = 15.0
l[14, 5, A, 12] = 19.0
l[14, 5, A, 24] = 24.0
l[18, 11, A, 3] = 9.0
l[18, 11, A, 5] = 15.0
l[18, 11, A, 6] = 20.0
