Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8042.dat
status= OPTIMAL
ID = 8042
Numero de clientes = 25
OF (custo) = 477.23
Best Objective = 477.23
Best Bound = 477.23
GAP = 0.0%
x[1, 9, A] = 1.0
x[3, 24, A] = 1.0
x[5, 23, A] = 1.0
x[7, 25, A] = 1.0
x[9, 7, A] = 1.0
x[10, 13, A] = 1.0
x[12, 14, A] = 1.0
x[13, 3, A] = 1.0
x[14, A, A] = 1.0
x[16, 19, A] = 1.0
x[19, 1, A] = 1.0
x[20, 10, A] = 1.0
x[21, 16, A] = 1.0
x[23, A, A] = 1.0
x[24, 12, A] = 1.0
x[25, 5, A] = 1.0
x[A, 20, A] = 1.0
x[A, 21, A] = 1.0
z[1, A, A] = 1.0
z[3, A, A] = 1.0
z[5, A, A] = 1.0
z[7, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[16, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[23, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
l[1, 9, A, 5] = 5.0
l[1, 9, A, 7] = 31.0
l[1, 9, A, 9] = 22.0
l[1, 9, A, 23] = 11.0
l[1, 9, A, 25] = 15.0
l[3, 24, A, 12] = 6.0
l[3, 24, A, 14] = 17.0
l[3, 24, A, 24] = 8.0
l[5, 23, A, 23] = 11.0
l[7, 25, A, 5] = 5.0
l[7, 25, A, 23] = 11.0
l[7, 25, A, 25] = 15.0
l[9, 7, A, 5] = 5.0
l[9, 7, A, 7] = 31.0
l[9, 7, A, 23] = 11.0
l[9, 7, A, 25] = 15.0
l[10, 13, A, 3] = 9.0
l[10, 13, A, 12] = 6.0
l[10, 13, A, 13] = 19.0
l[10, 13, A, 14] = 17.0
l[10, 13, A, 24] = 8.0
l[12, 14, A, 14] = 17.0
l[13, 3, A, 3] = 9.0
l[13, 3, A, 12] = 6.0
l[13, 3, A, 14] = 17.0
l[13, 3, A, 24] = 8.0
l[16, 19, A, 1] = 24.0
l[16, 19, A, 5] = 5.0
l[16, 19, A, 7] = 31.0
l[16, 19, A, 9] = 22.0
l[16, 19, A, 19] = 29.0
l[16, 19, A, 23] = 11.0
l[16, 19, A, 25] = 15.0
l[19, 1, A, 1] = 24.0
l[19, 1, A, 5] = 5.0
l[19, 1, A, 7] = 31.0
l[19, 1, A, 9] = 22.0
l[19, 1, A, 23] = 11.0
l[19, 1, A, 25] = 15.0
l[20, 10, A, 3] = 9.0
l[20, 10, A, 10] = 29.0
l[20, 10, A, 12] = 6.0
l[20, 10, A, 13] = 19.0
l[20, 10, A, 14] = 17.0
l[20, 10, A, 24] = 8.0
l[21, 16, A, 1] = 24.0
l[21, 16, A, 5] = 5.0
l[21, 16, A, 7] = 31.0
l[21, 16, A, 9] = 22.0
l[21, 16, A, 16] = 16.0
l[21, 16, A, 19] = 29.0
l[21, 16, A, 23] = 11.0
l[21, 16, A, 25] = 15.0
l[24, 12, A, 12] = 6.0
l[24, 12, A, 14] = 17.0
l[25, 5, A, 5] = 5.0
l[25, 5, A, 23] = 11.0
l[A, 20, A, 3] = 9.0
l[A, 20, A, 10] = 29.0
l[A, 20, A, 12] = 6.0
l[A, 20, A, 13] = 19.0
l[A, 20, A, 14] = 17.0
l[A, 20, A, 20] = 30.0
l[A, 20, A, 24] = 8.0
l[A, 21, A, 1] = 24.0
l[A, 21, A, 5] = 5.0
l[A, 21, A, 7] = 31.0
l[A, 21, A, 9] = 22.0
l[A, 21, A, 16] = 16.0
l[A, 21, A, 19] = 29.0
l[A, 21, A, 21] = 27.0
l[A, 21, A, 23] = 11.0
l[A, 21, A, 25] = 15.0
m[1, 9, A, 1] = 19.0
m[1, 9, A, 16] = 18.0
m[1, 9, A, 19] = 21.0
m[1, 9, A, 21] = 12.0
m[3, 24, A, 3] = 8.0
m[3, 24, A, 10] = 20.0
m[3, 24, A, 13] = 24.0
m[3, 24, A, 20] = 12.0
m[5, 23, A, 1] = 19.0
m[5, 23, A, 5] = 11.0
m[5, 23, A, 7] = 21.0
m[5, 23, A, 9] = 21.0
m[5, 23, A, 16] = 18.0
m[5, 23, A, 19] = 21.0
m[5, 23, A, 21] = 12.0
m[5, 23, A, 25] = 19.0
m[7, 25, A, 1] = 19.0
m[7, 25, A, 7] = 21.0
m[7, 25, A, 9] = 21.0
m[7, 25, A, 16] = 18.0
m[7, 25, A, 19] = 21.0
m[7, 25, A, 21] = 12.0
m[9, 7, A, 1] = 19.0
m[9, 7, A, 9] = 21.0
m[9, 7, A, 16] = 18.0
m[9, 7, A, 19] = 21.0
m[9, 7, A, 21] = 12.0
m[10, 13, A, 10] = 20.0
m[10, 13, A, 20] = 12.0
m[12, 14, A, 3] = 8.0
m[12, 14, A, 10] = 20.0
m[12, 14, A, 12] = 21.0
m[12, 14, A, 13] = 24.0
m[12, 14, A, 20] = 12.0
m[12, 14, A, 24] = 21.0
m[13, 3, A, 10] = 20.0
m[13, 3, A, 13] = 24.0
m[13, 3, A, 20] = 12.0
m[14, A, A, 3] = 8.0
m[14, A, A, 10] = 20.0
m[14, A, A, 12] = 21.0
m[14, A, A, 13] = 24.0
m[14, A, A, 14] = 27.0
m[14, A, A, 20] = 12.0
m[14, A, A, 24] = 21.0
m[16, 19, A, 16] = 18.0
m[16, 19, A, 21] = 12.0
m[19, 1, A, 16] = 18.0
