Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8086.dat
status= OPTIMAL
ID = 8086
Numero de clientes = 20
OF (custo) = 964.49
Best Objective = 964.49
Best Bound = 964.4899999999996
GAP = 0.0%
x[1, 16, B] = 1.0
x[2, 13, A] = 1.0
x[3, 5, B] = 1.0
x[4, B, B] = 1.0
x[5, B, B] = 1.0
x[6, A, A] = 1.0
x[7, 19, A] = 1.0
x[8, 12, A] = 1.0
x[9, 15, B] = 1.0
x[10, 2, A] = 1.0
x[11, 3, B] = 1.0
x[12, 7, A] = 1.0
x[13, 14, A] = 1.0
x[14, A, A] = 1.0
x[15, 4, B] = 1.0
x[16, B, B] = 1.0
x[17, 9, B] = 1.0
x[18, 10, A] = 1.0
x[19, A, A] = 1.0
x[20, 8, A] = 1.0
x[A, 6, A] = 1.0
x[A, 18, A] = 1.0
x[A, 20, A] = 1.0
x[B, 1, B] = 1.0
x[B, 11, B] = 1.0
x[B, 17, B] = 1.0
z[1, A, B] = 1.0
z[1, B, B] = 1.0
z[2, A, A] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, B, B] = 1.0
z[10, A, A] = 1.0
z[11, A, B] = 1.0
z[11, B, B] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[15, B, B] = 1.0
z[16, A, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[18, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
l[1, 16, B, 16] = 46.0
l[2, 13, A, 13] = 24.0
l[2, 13, A, 14] = 14.0
l[3, 5, B, 5] = 22.0
l[7, 19, A, 19] = 6.0
l[8, 12, A, 7] = 12.0
l[8, 12, A, 12] = 28.0
l[8, 12, A, 19] = 6.0
l[9, 15, B, 4] = 25.0
l[9, 15, B, 15] = 18.0
l[10, 2, A, 2] = 12.0
l[10, 2, A, 13] = 24.0
l[10, 2, A, 14] = 14.0
l[11, 3, B, 3] = 26.0
l[11, 3, B, 5] = 22.0
l[12, 7, A, 7] = 12.0
l[12, 7, A, 19] = 6.0
l[13, 14, A, 14] = 14.0
l[15, 4, B, 4] = 25.0
l[17, 9, B, 4] = 25.0
l[17, 9, B, 9] = 31.0
l[17, 9, B, 15] = 18.0
l[18, 10, A, 2] = 12.0
l[18, 10, A, 10] = 24.0
l[18, 10, A, 13] = 24.0
l[18, 10, A, 14] = 14.0
l[20, 8, A, 7] = 12.0
l[20, 8, A, 8] = 32.0
l[20, 8, A, 12] = 28.0
l[20, 8, A, 19] = 6.0
l[A, 6, A, 6] = 31.0
l[A, 18, A, 2] = 12.0
l[A, 18, A, 10] = 24.0
l[A, 18, A, 13] = 24.0
l[A, 18, A, 14] = 14.0
l[A, 18, A, 18] = 6.0
l[A, 20, A, 7] = 12.0
l[A, 20, A, 8] = 32.0
l[A, 20, A, 12] = 28.0
l[A, 20, A, 19] = 6.0
l[A, 20, A, 20] = 11.0
l[B, 1, B, 1] = 53.0
l[B, 1, B, 16] = 46.0
l[B, 11, B, 3] = 26.0
l[B, 11, B, 5] = 22.0
l[B, 11, B, 11] = 52.0
l[B, 17, B, 4] = 25.0
l[B, 17, B, 9] = 31.0
l[B, 17, B, 15] = 18.0
l[B, 17, B, 17] = 25.0
m[1, 16, B, 1] = 48.0
m[2, 13, A, 2] = 11.0
m[2, 13, A, 10] = 22.0
m[2, 13, A, 18] = 5.0
m[3, 5, B, 3] = 31.0
m[3, 5, B, 11] = 39.0
m[4, B, B, 4] = 33.0
m[4, B, B, 9] = 18.0
m[4, B, B, 15] = 24.0
m[4, B, B, 17] = 18.0
m[5, B, B, 3] = 31.0
m[5, B, B, 5] = 29.0
m[5, B, B, 11] = 39.0
m[6, A, A, 6] = 20.0
m[7, 19, A, 7] = 18.0
m[7, 19, A, 8] = 22.0
m[7, 19, A, 12] = 22.0
m[7, 19, A, 20] = 14.0
m[8, 12, A, 8] = 22.0
m[8, 12, A, 20] = 14.0
m[9, 15, B, 9] = 18.0
m[9, 15, B, 17] = 18.0
m[10, 2, A, 10] = 22.0
m[10, 2, A, 18] = 5.0
m[11, 3, B, 11] = 39.0
m[12, 7, A, 8] = 22.0
m[12, 7, A, 12] = 22.0
m[12, 7, A, 20] = 14.0
m[13, 14, A, 2] = 11.0
m[13, 14, A, 10] = 22.0
m[13, 14, A, 13] = 28.0
m[13, 14, A, 18] = 5.0
m[14, A, A, 2] = 11.0
m[14, A, A, 10] = 22.0
m[14, A, A, 13] = 28.0
m[14, A, A, 14] = 21.0
m[14, A, A, 18] = 5.0
m[15, 4, B, 9] = 18.0
m[15, 4, B, 15] = 24.0
m[15, 4, B, 17] = 18.0
m[16, B, B, 1] = 48.0
m[16, B, B, 16] = 51.0
m[17, 9, B, 17] = 18.0
m[18, 10, A, 18] = 5.0
m[19, A, A, 7] = 18.0
m[19, A, A, 8] = 22.0
m[19, A, A, 12] = 22.0
m[19, A, A, 19] = 24.0
m[19, A, A, 20] = 14.0
m[20, 8, A, 20] = 14.0
Tempo de execução: 520.8076364 segundos
