Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_7L.dat
status= OPTIMAL
ID = 7
Numero de clientes = 20
OF (custo) = 156.92999999999998
Best Objective = 156.92999999999998
Best Bound = 156.92999999999998
GAP = 0.0%
x[1, 14, A] = 1.0
x[2, 10, B] = 1.0
x[3, B, B] = 1.0
x[4, 18, B] = 1.0
x[5, 6, B] = 1.0
x[6, 8, B] = 1.0
x[7, 12, A] = 1.0
x[8, 4, B] = 1.0
x[9, 20, A] = 1.0
x[10, 3, B] = 1.0
x[11, 19, A] = 1.0
x[12, A, A] = 1.0
x[13, 9, A] = 1.0
x[14, 11, A] = 1.0
x[15, 2, B] = 1.0
x[16, 15, B] = 1.0
x[17, 7, A] = 1.0
x[18, 16, B] = 1.0
x[19, 13, A] = 1.0
x[20, 17, A] = 1.0
x[A, 1, A] = 1.0
x[B, 5, B] = 1.0
z[1, A, A] = 1.0
z[1, B, A] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[7, A, A] = 1.0
z[8, B, B] = 1.0
z[9, A, A] = 1.0
z[9, B, A] = 1.0
z[10, B, B] = 1.0
z[11, A, A] = 1.0
z[11, B, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[13, B, A] = 1.0
z[14, A, A] = 1.0
z[14, B, A] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, A, A] = 1.0
z[18, B, B] = 1.0
z[19, A, A] = 1.0
z[19, B, A] = 1.0
z[20, A, A] = 1.0
l[1, 14, A, 7] = 5.0
l[1, 14, A, 9] = 16.0
l[1, 14, A, 11] = 12.0
l[1, 14, A, 12] = 19.0
l[1, 14, A, 13] = 23.0
l[1, 14, A, 14] = 20.0
l[1, 14, A, 17] = 2.0
l[1, 14, A, 19] = 17.0
l[1, 14, A, 20] = 17.0
l[2, 10, B, 3] = 13.0
l[2, 10, B, 10] = 16.0
l[4, 18, B, 2] = 7.0
l[4, 18, B, 3] = 13.0
l[4, 18, B, 10] = 16.0
l[4, 18, B, 15] = 8.0
l[4, 18, B, 16] = 19.0
l[4, 18, B, 18] = 12.0
l[5, 6, B, 2] = 7.0
l[5, 6, B, 3] = 13.0
l[5, 6, B, 4] = 19.0
l[5, 6, B, 6] = 3.0
l[5, 6, B, 8] = 9.0
l[5, 6, B, 10] = 16.0
l[5, 6, B, 15] = 8.0
l[5, 6, B, 16] = 19.0
l[5, 6, B, 18] = 12.0
l[6, 8, B, 2] = 7.0
l[6, 8, B, 3] = 13.0
l[6, 8, B, 4] = 19.0
l[6, 8, B, 8] = 9.0
l[6, 8, B, 10] = 16.0
l[6, 8, B, 15] = 8.0
l[6, 8, B, 16] = 19.0
l[6, 8, B, 18] = 12.0
l[7, 12, A, 12] = 19.0
l[8, 4, B, 2] = 7.0
l[8, 4, B, 3] = 13.0
l[8, 4, B, 4] = 19.0
l[8, 4, B, 10] = 16.0
l[8, 4, B, 15] = 8.0
l[8, 4, B, 16] = 19.0
l[8, 4, B, 18] = 12.0
l[9, 20, A, 7] = 5.0
l[9, 20, A, 12] = 19.0
l[9, 20, A, 17] = 2.0
l[9, 20, A, 20] = 17.0
l[10, 3, B, 3] = 13.0
l[11, 19, A, 7] = 5.0
l[11, 19, A, 9] = 16.0
l[11, 19, A, 12] = 19.0
l[11, 19, A, 13] = 23.0
l[11, 19, A, 17] = 2.0
l[11, 19, A, 19] = 17.0
l[11, 19, A, 20] = 17.0
l[13, 9, A, 7] = 5.0
l[13, 9, A, 9] = 16.0
l[13, 9, A, 12] = 19.0
l[13, 9, A, 17] = 2.0
l[13, 9, A, 20] = 17.0
l[14, 11, A, 7] = 5.0
l[14, 11, A, 9] = 16.0
l[14, 11, A, 11] = 12.0
l[14, 11, A, 12] = 19.0
l[14, 11, A, 13] = 23.0
l[14, 11, A, 17] = 2.0
l[14, 11, A, 19] = 17.0
l[14, 11, A, 20] = 17.0
l[15, 2, B, 2] = 7.0
l[15, 2, B, 3] = 13.0
l[15, 2, B, 10] = 16.0
