Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8092.dat
status= TIME_LIMIT
ID = 8092
Numero de clientes = 25
OF (custo) = 385.59000000000003
Best Objective = 385.59000000000003
Best Bound = 328.84000000000015
GAP = 14.717705334681884%
O tempo limite foi atingido.
x[2, 21, A] = 1.0
x[6, 22, A] = 1.0
x[7, 6, A] = 1.0
x[8, 20, A] = 1.0
x[9, 23, A] = 1.0
x[12, 8, A] = 1.0
x[13, 2, A] = 1.0
x[16, A, A] = 1.0
x[18, 13, A] = 1.0
x[19, A, A] = 1.0
x[20, 16, A] = 1.0
x[21, 9, A] = 1.0
x[22, 18, A] = 1.0
x[23, 19, A] = 1.0
x[A, 7, A] = 1.0
x[A, 12, A] = 1.0
z[2, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[16, A, A] = 1.0
z[18, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[23, A, A] = 1.0
l[2, 21, A, 9] = 6.0
l[2, 21, A, 19] = 5.0
l[2, 21, A, 21] = 20.0
l[2, 21, A, 23] = 10.0
l[6, 22, A, 2] = 14.0
l[6, 22, A, 9] = 6.0
l[6, 22, A, 13] = 27.0
l[6, 22, A, 18] = 31.0
l[6, 22, A, 19] = 5.0
l[6, 22, A, 21] = 20.0
l[6, 22, A, 22] = 19.0
l[6, 22, A, 23] = 10.0
l[7, 6, A, 2] = 14.0
l[7, 6, A, 6] = 31.0
l[7, 6, A, 9] = 6.0
l[7, 6, A, 13] = 27.0
l[7, 6, A, 18] = 31.0
l[7, 6, A, 19] = 5.0
l[7, 6, A, 21] = 20.0
l[7, 6, A, 22] = 19.0
l[7, 6, A, 23] = 10.0
l[8, 20, A, 16] = 15.0
l[8, 20, A, 20] = 16.0
l[9, 23, A, 19] = 5.0
l[9, 23, A, 23] = 10.0
l[12, 8, A, 8] = 26.0
l[12, 8, A, 16] = 15.0
l[12, 8, A, 20] = 16.0
l[13, 2, A, 2] = 14.0
l[13, 2, A, 9] = 6.0
l[13, 2, A, 19] = 5.0
l[13, 2, A, 21] = 20.0
l[13, 2, A, 23] = 10.0
l[18, 13, A, 2] = 14.0
l[18, 13, A, 9] = 6.0
l[18, 13, A, 13] = 27.0
l[18, 13, A, 19] = 5.0
l[18, 13, A, 21] = 20.0
l[18, 13, A, 23] = 10.0
l[20, 16, A, 16] = 15.0
l[21, 9, A, 9] = 6.0
l[21, 9, A, 19] = 5.0
l[21, 9, A, 23] = 10.0
l[22, 18, A, 2] = 14.0
l[22, 18, A, 9] = 6.0
l[22, 18, A, 13] = 27.0
l[22, 18, A, 18] = 31.0
l[22, 18, A, 19] = 5.0
l[22, 18, A, 21] = 20.0
l[22, 18, A, 23] = 10.0
l[23, 19, A, 19] = 5.0
l[A, 7, A, 2] = 14.0
l[A, 7, A, 6] = 31.0
l[A, 7, A, 7] = 17.0
l[A, 7, A, 9] = 6.0
l[A, 7, A, 13] = 27.0
l[A, 7, A, 18] = 31.0
