Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8075.dat
status= OPTIMAL
ID = 8075
Numero de clientes = 30
OF (custo) = 492.28
Best Objective = 492.28
Best Bound = 492.28
GAP = 0.0%
x[1, 10, A] = 1.0
x[2, 24, A] = 1.0
x[3, 27, B] = 1.0
x[4, 30, A] = 1.0
x[5, 9, A] = 1.0
x[6, 11, B] = 1.0
x[7, 29, B] = 1.0
x[8, 13, B] = 1.0
x[9, 21, A] = 1.0
x[10, 20, A] = 1.0
x[11, 25, B] = 1.0
x[12, 18, A] = 1.0
x[13, 23, B] = 1.0
x[13, B, B] = 1.0
x[14, 6, B] = 1.0
x[15, 8, B] = 1.0
x[16, 5, A] = 1.0
x[17, 22, B] = 1.0
x[18, 4, A] = 1.0
x[19, 16, A] = 1.0
x[19, A, A] = 1.0
x[20, 26, A] = 1.0
x[21, 12, A] = 1.0
x[22, 3, B] = 1.0
x[23, 28, B] = 1.0
x[24, 19, A] = 1.0
x[25, 15, B] = 1.0
x[26, 2, A] = 1.0
x[27, 7, B] = 1.0
x[28, 17, B] = 1.0
x[29, 14, B] = 1.0
x[30, 1, A] = 1.0
x[A, 19, A] = 1.0
x[B, 13, B] = 1.0
l[1, 10, A, 2] = 7.0
l[1, 10, A, 10] = 35.0
l[1, 10, A, 24] = 3.0
l[1, 10, A, 26] = 28.0
l[2, 24, A, 24] = 3.0
l[3, 27, B, 6] = 21.0
l[3, 27, B, 7] = 20.0
l[3, 27, B, 8] = 40.0
l[3, 27, B, 11] = 33.0
l[3, 27, B, 14] = 37.0
l[3, 27, B, 25] = 42.0
l[3, 27, B, 27] = 16.0
l[3, 27, B, 29] = 28.0
l[4, 30, A, 1] = 39.0
l[4, 30, A, 2] = 7.0
l[4, 30, A, 10] = 35.0
l[4, 30, A, 24] = 3.0
l[4, 30, A, 26] = 28.0
l[4, 30, A, 30] = 15.0
l[5, 9, A, 1] = 39.0
l[5, 9, A, 2] = 7.0
l[5, 9, A, 4] = 45.0
l[5, 9, A, 9] = 39.0
l[5, 9, A, 10] = 35.0
l[5, 9, A, 12] = 36.0
l[5, 9, A, 21] = 21.0
l[5, 9, A, 24] = 3.0
l[5, 9, A, 26] = 28.0
l[5, 9, A, 30] = 15.0
l[6, 11, B, 8] = 40.0
l[6, 11, B, 11] = 33.0
l[6, 11, B, 25] = 42.0
l[7, 29, B, 6] = 21.0
l[7, 29, B, 8] = 40.0
l[7, 29, B, 11] = 33.0
l[7, 29, B, 14] = 37.0
l[7, 29, B, 25] = 42.0
l[7, 29, B, 29] = 28.0
l[9, 21, A, 1] = 39.0
l[9, 21, A, 2] = 7.0
l[9, 21, A, 4] = 45.0
l[9, 21, A, 10] = 35.0
l[9, 21, A, 12] = 36.0
l[9, 21, A, 21] = 21.0
l[9, 21, A, 24] = 3.0
l[9, 21, A, 26] = 28.0
l[9, 21, A, 30] = 15.0
l[10, 20, A, 2] = 7.0
l[10, 20, A, 24] = 3.0
l[10, 20, A, 26] = 28.0
l[11, 25, B, 8] = 40.0
l[11, 25, B, 25] = 42.0
l[12, 18, A, 1] = 39.0
l[12, 18, A, 2] = 7.0
l[12, 18, A, 4] = 45.0
l[12, 18, A, 10] = 35.0
l[12, 18, A, 24] = 3.0
l[12, 18, A, 26] = 28.0
l[12, 18, A, 30] = 15.0
l[13, 23, B, 3] = 37.0
l[13, 23, B, 6] = 21.0
l[13, 23, B, 7] = 20.0
l[13, 23, B, 8] = 40.0
l[13, 23, B, 11] = 33.0
l[13, 23, B, 14] = 37.0
l[13, 23, B, 17] = 26.0
l[13, 23, B, 22] = 35.0
l[13, 23, B, 23] = 29.0
l[13, 23, B, 25] = 42.0
l[13, 23, B, 27] = 16.0
l[13, 23, B, 29] = 28.0
l[14, 6, B, 6] = 21.0
l[14, 6, B, 8] = 40.0
l[14, 6, B, 11] = 33.0
l[14, 6, B, 25] = 42.0
l[15, 8, B, 8] = 40.0
l[16, 5, A, 1] = 39.0
l[16, 5, A, 2] = 7.0
l[16, 5, A, 4] = 45.0
l[16, 5, A, 5] = 25.0
l[16, 5, A, 9] = 39.0
l[16, 5, A, 10] = 35.0
l[16, 5, A, 12] = 36.0
l[16, 5, A, 21] = 21.0
l[16, 5, A, 24] = 3.0
l[16, 5, A, 26] = 28.0
l[16, 5, A, 30] = 15.0
l[17, 22, B, 3] = 37.0
l[17, 22, B, 6] = 21.0
l[17, 22, B, 7] = 20.0
l[17, 22, B, 8] = 40.0
l[17, 22, B, 11] = 33.0
l[17, 22, B, 14] = 37.0
l[17, 22, B, 22] = 35.0
l[17, 22, B, 25] = 42.0
l[17, 22, B, 27] = 16.0
l[17, 22, B, 29] = 28.0
l[18, 4, A, 1] = 39.0
l[18, 4, A, 2] = 7.0
l[18, 4, A, 4] = 45.0
l[18, 4, A, 10] = 35.0
l[18, 4, A, 24] = 3.0
l[18, 4, A, 26] = 28.0
l[18, 4, A, 30] = 15.0
l[19, 16, A, 1] = 39.0
l[19, 16, A, 2] = 7.0
l[19, 16, A, 4] = 45.0
l[19, 16, A, 5] = 25.0
l[19, 16, A, 9] = 39.0
l[19, 16, A, 10] = 35.0
l[19, 16, A, 12] = 36.0
l[19, 16, A, 16] = 28.0
l[19, 16, A, 21] = 21.0
l[19, 16, A, 24] = 3.0
l[19, 16, A, 26] = 28.0
l[19, 16, A, 30] = 15.0
l[20, 26, A, 2] = 7.0
l[20, 26, A, 24] = 3.0
l[20, 26, A, 26] = 28.0
l[21, 12, A, 1] = 39.0
l[21, 12, A, 2] = 7.0
l[21, 12, A, 4] = 45.0
l[21, 12, A, 10] = 35.0
l[21, 12, A, 12] = 36.0
l[21, 12, A, 24] = 3.0
l[21, 12, A, 26] = 28.0
l[21, 12, A, 30] = 15.0
l[22, 3, B, 3] = 37.0
l[22, 3, B, 6] = 21.0
l[22, 3, B, 7] = 20.0
l[22, 3, B, 8] = 40.0
l[22, 3, B, 11] = 33.0
l[22, 3, B, 14] = 37.0
l[22, 3, B, 25] = 42.0
l[22, 3, B, 27] = 16.0
l[22, 3, B, 29] = 28.0
l[23, 28, B, 3] = 37.0
l[23, 28, B, 6] = 21.0
l[23, 28, B, 7] = 20.0
l[23, 28, B, 8] = 40.0
l[23, 28, B, 11] = 33.0
l[23, 28, B, 14] = 37.0
l[23, 28, B, 17] = 26.0
l[23, 28, B, 22] = 35.0
l[23, 28, B, 25] = 42.0
l[23, 28, B, 27] = 16.0
l[23, 28, B, 29] = 28.0
l[25, 15, B, 8] = 40.0
l[26, 2, A, 2] = 7.0
l[26, 2, A, 24] = 3.0
l[27, 7, B, 6] = 21.0
l[27, 7, B, 7] = 20.0
l[27, 7, B, 8] = 40.0
l[27, 7, B, 11] = 33.0
l[27, 7, B, 14] = 37.0
l[27, 7, B, 25] = 42.0
l[27, 7, B, 29] = 28.0
l[28, 17, B, 3] = 37.0
l[28, 17, B, 6] = 21.0
l[28, 17, B, 7] = 20.0
l[28, 17, B, 8] = 40.0
l[28, 17, B, 11] = 33.0
l[28, 17, B, 14] = 37.0
l[28, 17, B, 17] = 26.0
l[28, 17, B, 22] = 35.0
l[28, 17, B, 25] = 42.0
l[28, 17, B, 27] = 16.0
l[28, 17, B, 29] = 28.0
l[29, 14, B, 6] = 21.0
l[29, 14, B, 8] = 40.0
l[29, 14, B, 11] = 33.0
l[29, 14, B, 14] = 37.0
l[29, 14, B, 25] = 42.0
l[30, 1, A, 1] = 39.0
l[30, 1, A, 2] = 7.0
l[30, 1, A, 10] = 35.0
l[30, 1, A, 24] = 3.0
l[30, 1, A, 26] = 28.0
l[A, 19, A, 1] = 39.0
l[A, 19, A, 2] = 7.0
l[A, 19, A, 4] = 45.0
l[A, 19, A, 5] = 25.0
l[A, 19, A, 9] = 39.0
l[A, 19, A, 10] = 35.0
l[A, 19, A, 12] = 36.0
l[A, 19, A, 16] = 28.0
l[A, 19, A, 19] = 41.0
l[A, 19, A, 21] = 21.0
l[A, 19, A, 24] = 3.0
l[A, 19, A, 26] = 28.0
l[A, 19, A, 30] = 15.0
l[B, 13, B, 3] = 37.0
l[B, 13, B, 6] = 21.0
l[B, 13, B, 7] = 20.0
l[B, 13, B, 8] = 40.0
l[B, 13, B, 11] = 33.0
l[B, 13, B, 13] = 7.0
l[B, 13, B, 14] = 37.0
l[B, 13, B, 17] = 26.0
l[B, 13, B, 22] = 35.0
l[B, 13, B, 23] = 29.0
l[B, 13, B, 25] = 42.0
l[B, 13, B, 27] = 16.0
l[B, 13, B, 29] = 28.0
m[1, 10, A, 1] = 32.0
m[1, 10, A, 4] = 40.0
m[1, 10, A, 5] = 27.0
m[1, 10, A, 9] = 39.0
m[1, 10, A, 12] = 30.0
m[1, 10, A, 16] = 29.0
m[2, 24, A, 1] = 32.0
m[2, 24, A, 4] = 40.0
m[2, 24, A, 5] = 27.0
m[2, 24, A, 9] = 39.0
