Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8063.dat
status= OPTIMAL
ID = 8063
Numero de clientes = 20
OF (custo) = 276.75
Best Objective = 276.75
Best Bound = 276.74999999999955
GAP = 0.0%
x[1, 3, A] = 1.0
x[2, 17, A] = 1.0
x[3, 6, A] = 1.0
x[4, 19, A] = 1.0
x[6, 14, A] = 1.0
x[8, 1, A] = 1.0
x[10, 15, A] = 1.0
x[13, 2, A] = 1.0
x[14, 10, A] = 1.0
x[15, 4, A] = 1.0
x[17, 8, A] = 1.0
x[19, A, A] = 1.0
x[A, 13, A] = 1.0
z[1, A, A] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[6, A, A] = 1.0
z[8, A, A] = 1.0
z[10, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[15, A, A] = 1.0
z[17, A, A] = 1.0
z[19, A, A] = 1.0
l[1, 3, A, 3] = 14.0
l[1, 3, A, 4] = 16.0
l[1, 3, A, 6] = 23.0
l[1, 3, A, 10] = 19.0
l[1, 3, A, 14] = 21.0
l[1, 3, A, 15] = 18.0
l[1, 3, A, 19] = 22.0
l[2, 17, A, 1] = 12.0
l[2, 17, A, 3] = 14.0
l[2, 17, A, 4] = 16.0
l[2, 17, A, 6] = 23.0
l[2, 17, A, 8] = 11.0
l[2, 17, A, 10] = 19.0
l[2, 17, A, 14] = 21.0
l[2, 17, A, 15] = 18.0
l[2, 17, A, 17] = 20.0
l[2, 17, A, 19] = 22.0
l[3, 6, A, 4] = 16.0
l[3, 6, A, 6] = 23.0
l[3, 6, A, 10] = 19.0
l[3, 6, A, 14] = 21.0
l[3, 6, A, 15] = 18.0
l[3, 6, A, 19] = 22.0
l[4, 19, A, 19] = 22.0
l[6, 14, A, 4] = 16.0
l[6, 14, A, 10] = 19.0
l[6, 14, A, 14] = 21.0
l[6, 14, A, 15] = 18.0
l[6, 14, A, 19] = 22.0
l[8, 1, A, 1] = 12.0
l[8, 1, A, 3] = 14.0
l[8, 1, A, 4] = 16.0
l[8, 1, A, 6] = 23.0
l[8, 1, A, 10] = 19.0
l[8, 1, A, 14] = 21.0
l[8, 1, A, 15] = 18.0
l[8, 1, A, 19] = 22.0
l[10, 15, A, 4] = 16.0
l[10, 15, A, 15] = 18.0
l[10, 15, A, 19] = 22.0
l[13, 2, A, 1] = 12.0
l[13, 2, A, 2] = 14.0
l[13, 2, A, 3] = 14.0
l[13, 2, A, 4] = 16.0
l[13, 2, A, 6] = 23.0
l[13, 2, A, 8] = 11.0
l[13, 2, A, 10] = 19.0
l[13, 2, A, 14] = 21.0
l[13, 2, A, 15] = 18.0
l[13, 2, A, 17] = 20.0
l[13, 2, A, 19] = 22.0
l[14, 10, A, 4] = 16.0
l[14, 10, A, 10] = 19.0
l[14, 10, A, 15] = 18.0
l[14, 10, A, 19] = 22.0
l[15, 4, A, 4] = 16.0
l[15, 4, A, 19] = 22.0
l[17, 8, A, 1] = 12.0
l[17, 8, A, 3] = 14.0
l[17, 8, A, 4] = 16.0
l[17, 8, A, 6] = 23.0
l[17, 8, A, 8] = 11.0
l[17, 8, A, 10] = 19.0
l[17, 8, A, 14] = 21.0
l[17, 8, A, 15] = 18.0
l[17, 8, A, 19] = 22.0
l[A, 13, A, 1] = 12.0
l[A, 13, A, 2] = 14.0
l[A, 13, A, 3] = 14.0
l[A, 13, A, 4] = 16.0
l[A, 13, A, 6] = 23.0
l[A, 13, A, 8] = 11.0
l[A, 13, A, 10] = 19.0
l[A, 13, A, 13] = 11.0
l[A, 13, A, 14] = 21.0
l[A, 13, A, 15] = 18.0
l[A, 13, A, 17] = 20.0
l[A, 13, A, 19] = 22.0
m[1, 3, A, 1] = 14.0
m[1, 3, A, 2] = 15.0
m[1, 3, A, 8] = 20.0
m[1, 3, A, 13] = 13.0
m[1, 3, A, 17] = 13.0
m[2, 17, A, 2] = 15.0
m[2, 17, A, 13] = 13.0
m[3, 6, A, 1] = 14.0
m[3, 6, A, 2] = 15.0
m[3, 6, A, 3] = 22.0
m[3, 6, A, 8] = 20.0
m[3, 6, A, 13] = 13.0
m[3, 6, A, 17] = 13.0
m[4, 19, A, 1] = 14.0
m[4, 19, A, 2] = 15.0
m[4, 19, A, 3] = 22.0
m[4, 19, A, 4] = 20.0
m[4, 19, A, 6] = 11.0
m[4, 19, A, 8] = 20.0
m[4, 19, A, 10] = 21.0
m[4, 19, A, 13] = 13.0
m[4, 19, A, 14] = 12.0
m[4, 19, A, 15] = 18.0
m[4, 19, A, 17] = 13.0
m[6, 14, A, 1] = 14.0
m[6, 14, A, 2] = 15.0
m[6, 14, A, 3] = 22.0
m[6, 14, A, 6] = 11.0
m[6, 14, A, 8] = 20.0
m[6, 14, A, 13] = 13.0
m[6, 14, A, 17] = 13.0
m[8, 1, A, 2] = 15.0
m[8, 1, A, 8] = 20.0
m[8, 1, A, 13] = 13.0
m[8, 1, A, 17] = 13.0
m[10, 15, A, 1] = 14.0
m[10, 15, A, 2] = 15.0
m[10, 15, A, 3] = 22.0
m[10, 15, A, 6] = 11.0
m[10, 15, A, 8] = 20.0
m[10, 15, A, 10] = 21.0
m[10, 15, A, 13] = 13.0
m[10, 15, A, 14] = 12.0
m[10, 15, A, 17] = 13.0
m[13, 2, A, 13] = 13.0
m[14, 10, A, 1] = 14.0
m[14, 10, A, 2] = 15.0
m[14, 10, A, 3] = 22.0
m[14, 10, A, 6] = 11.0
m[14, 10, A, 8] = 20.0
m[14, 10, A, 13] = 13.0
m[14, 10, A, 14] = 12.0
m[14, 10, A, 17] = 13.0
m[15, 4, A, 1] = 14.0
m[15, 4, A, 2] = 15.0
m[15, 4, A, 3] = 22.0
m[15, 4, A, 6] = 11.0
m[15, 4, A, 8] = 20.0
m[15, 4, A, 10] = 21.0
m[15, 4, A, 13] = 13.0
m[15, 4, A, 14] = 12.0
m[15, 4, A, 15] = 18.0
m[15, 4, A, 17] = 13.0
