Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8L.dat
status= OPTIMAL
ID = 8
Numero de clientes = 30
OF (custo) = 170.61
Best Objective = 170.61
Best Bound = 170.61
GAP = 0.0%
x[2, 19, B] = 1.0
x[3, B, B] = 1.0
x[4, 24, B] = 1.0
x[7, 20, B] = 1.0
x[8, 4, B] = 1.0
x[9, B, B] = 1.0
x[11, 9, B] = 1.0
x[12, 7, B] = 1.0
x[13, 14, B] = 1.0
x[14, 16, B] = 1.0
x[16, 12, B] = 1.0
x[19, 23, B] = 1.0
x[20, 11, B] = 1.0
x[23, 28, B] = 1.0
x[24, 2, B] = 1.0
x[25, 27, B] = 1.0
x[27, 13, B] = 1.0
x[28, 30, B] = 1.0
x[30, 25, B] = 1.0
x[B, 3, B] = 1.0
x[B, 8, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[9, B, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[14, B, B] = 1.0
z[16, B, B] = 1.0
z[19, B, B] = 1.0
z[20, B, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
z[25, B, B] = 1.0
z[27, B, B] = 1.0
z[28, B, B] = 1.0
z[30, B, B] = 1.0
l[2, 19, B, 7] = 5.0
l[2, 19, B, 9] = 16.0
l[2, 19, B, 11] = 12.0
l[2, 19, B, 12] = 19.0
l[2, 19, B, 13] = 11.0
l[2, 19, B, 14] = 10.0
l[2, 19, B, 16] = 19.0
l[2, 19, B, 19] = 8.0
l[2, 19, B, 20] = 9.0
l[2, 19, B, 23] = 29.0
l[2, 19, B, 25] = 6.0
l[2, 19, B, 27] = 8.0
l[2, 19, B, 28] = 8.0
l[2, 19, B, 30] = 9.0
l[4, 24, B, 2] = 7.0
l[4, 24, B, 7] = 5.0
l[4, 24, B, 9] = 16.0
l[4, 24, B, 11] = 12.0
l[4, 24, B, 12] = 19.0
l[4, 24, B, 13] = 11.0
l[4, 24, B, 14] = 10.0
l[4, 24, B, 16] = 19.0
l[4, 24, B, 19] = 8.0
l[4, 24, B, 20] = 9.0
l[4, 24, B, 23] = 29.0
l[4, 24, B, 24] = 3.0
l[4, 24, B, 25] = 6.0
l[4, 24, B, 27] = 8.0
l[4, 24, B, 28] = 8.0
l[4, 24, B, 30] = 9.0
l[7, 20, B, 9] = 16.0
l[7, 20, B, 11] = 12.0
l[7, 20, B, 20] = 9.0
l[8, 4, B, 2] = 7.0
l[8, 4, B, 4] = 9.0
l[8, 4, B, 7] = 5.0
l[8, 4, B, 9] = 16.0
l[8, 4, B, 11] = 12.0
l[8, 4, B, 12] = 19.0
l[8, 4, B, 13] = 11.0
l[8, 4, B, 14] = 10.0
l[8, 4, B, 16] = 19.0
l[8, 4, B, 19] = 8.0
l[8, 4, B, 20] = 9.0
l[8, 4, B, 23] = 29.0
l[8, 4, B, 24] = 3.0
l[8, 4, B, 25] = 6.0
l[8, 4, B, 27] = 8.0
l[8, 4, B, 28] = 8.0
l[8, 4, B, 30] = 9.0
l[11, 9, B, 9] = 16.0
l[12, 7, B, 7] = 5.0
l[12, 7, B, 9] = 16.0
l[12, 7, B, 11] = 12.0
l[12, 7, B, 20] = 9.0
l[13, 14, B, 7] = 5.0
l[13, 14, B, 9] = 16.0
l[13, 14, B, 11] = 12.0
l[13, 14, B, 12] = 19.0
l[13, 14, B, 14] = 10.0
l[13, 14, B, 16] = 19.0
l[13, 14, B, 20] = 9.0
l[14, 16, B, 7] = 5.0
l[14, 16, B, 9] = 16.0
l[14, 16, B, 11] = 12.0
l[14, 16, B, 12] = 19.0
l[14, 16, B, 16] = 19.0
l[14, 16, B, 20] = 9.0
l[16, 12, B, 7] = 5.0
l[16, 12, B, 9] = 16.0
l[16, 12, B, 11] = 12.0
l[16, 12, B, 12] = 19.0
l[16, 12, B, 20] = 9.0
l[19, 23, B, 7] = 5.0
l[19, 23, B, 9] = 16.0
l[19, 23, B, 11] = 12.0
l[19, 23, B, 12] = 19.0
l[19, 23, B, 13] = 11.0
l[19, 23, B, 14] = 10.0
l[19, 23, B, 16] = 19.0
l[19, 23, B, 20] = 9.0
l[19, 23, B, 23] = 29.0
