Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_4L.dat
status= OPTIMAL
ID = 4
Numero de clientes = 23
OF (custo) = 194.97
Best Objective = 194.97
Best Bound = 194.97
GAP = 0.0%
x[1, 12, A] = 1.0
x[2, 18, A] = 1.0
x[3, 17, A] = 1.0
x[4, 22, A] = 1.0
x[5, 6, A] = 1.0
x[6, 3, A] = 1.0
x[8, 5, A] = 1.0
x[9, 10, A] = 1.0
x[10, 20, A] = 1.0
x[11, 4, A] = 1.0
x[12, 9, A] = 1.0
x[16, 1, A] = 1.0
x[17, A, A] = 1.0
x[18, A, A] = 1.0
x[20, 2, A] = 1.0
x[22, 8, A] = 1.0
x[A, 11, A] = 1.0
x[A, 16, A] = 1.0
z[1, A, A] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[11, A, A] = 1.0
z[12, A, A] = 1.0
z[16, A, A] = 1.0
z[17, A, A] = 1.0
z[18, A, A] = 1.0
z[20, A, A] = 1.0
z[22, A, A] = 1.0
l[1, 12, A, 2] = 7.0
l[1, 12, A, 9] = 16.0
l[1, 12, A, 10] = 8.0
l[1, 12, A, 12] = 19.0
l[1, 12, A, 18] = 6.0
l[1, 12, A, 20] = 5.0
l[2, 18, A, 18] = 6.0
l[3, 17, A, 17] = 1.0
l[4, 22, A, 3] = 13.0
l[4, 22, A, 5] = 26.0
l[4, 22, A, 6] = 2.0
l[4, 22, A, 8] = 9.0
l[4, 22, A, 17] = 1.0
l[4, 22, A, 22] = 18.0
l[5, 6, A, 3] = 13.0
l[5, 6, A, 6] = 2.0
l[5, 6, A, 17] = 1.0
l[6, 3, A, 3] = 13.0
l[6, 3, A, 17] = 1.0
l[8, 5, A, 3] = 13.0
l[8, 5, A, 5] = 26.0
l[8, 5, A, 6] = 2.0
l[8, 5, A, 17] = 1.0
l[9, 10, A, 2] = 7.0
l[9, 10, A, 10] = 8.0
l[9, 10, A, 18] = 6.0
l[9, 10, A, 20] = 5.0
l[10, 20, A, 2] = 7.0
l[10, 20, A, 18] = 6.0
l[10, 20, A, 20] = 5.0
l[11, 4, A, 3] = 13.0
l[11, 4, A, 4] = 10.0
l[11, 4, A, 5] = 26.0
