Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8011.dat
status= OPTIMAL
ID = 8011
Numero de clientes = 20
OF (custo) = 769.0400000000001
Best Objective = 769.0400000000001
Best Bound = 769.0399999999988
GAP = 0.0%
x[1, 5, B] = 1.0
x[2, 4, A] = 1.0
x[3, 13, B] = 1.0
x[4, 9, A] = 1.0
x[5, 17, B] = 1.0
x[6, 10, A] = 1.0
x[7, 11, A] = 1.0
x[8, 15, B] = 1.0
x[9, 6, A] = 1.0
x[10, 7, A] = 1.0
x[11, A, A] = 1.0
x[12, 16, B] = 1.0
x[13, 1, B] = 1.0
x[14, A, A] = 1.0
x[15, 3, B] = 1.0
x[16, B, B] = 1.0
x[17, 12, B] = 1.0
x[18, B, B] = 1.0
x[19, 2, A] = 1.0
x[20, 8, B] = 1.0
x[A, 14, A] = 1.0
x[A, 19, A] = 1.0
x[B, 18, B] = 1.0
x[B, 20, B] = 1.0
l[1, 5, B, 5] = 13.0
l[1, 5, B, 12] = 2.0
l[1, 5, B, 16] = 4.0
l[2, 4, A, 4] = 4.0
l[2, 4, A, 6] = 7.0
l[2, 4, A, 9] = 15.0
l[3, 13, B, 1] = 7.0
l[3, 13, B, 5] = 13.0
l[3, 13, B, 12] = 2.0
l[3, 13, B, 13] = 10.0
l[3, 13, B, 16] = 4.0
l[4, 9, A, 6] = 7.0
l[4, 9, A, 9] = 15.0
l[5, 17, B, 12] = 2.0
l[5, 17, B, 16] = 4.0
l[8, 15, B, 1] = 7.0
l[8, 15, B, 3] = 12.0
l[8, 15, B, 5] = 13.0
l[8, 15, B, 12] = 2.0
l[8, 15, B, 13] = 10.0
l[8, 15, B, 15] = 5.0
l[8, 15, B, 16] = 4.0
l[9, 6, A, 6] = 7.0
l[12, 16, B, 16] = 4.0
l[13, 1, B, 1] = 7.0
l[13, 1, B, 5] = 13.0
l[13, 1, B, 12] = 2.0
l[13, 1, B, 16] = 4.0
l[15, 3, B, 1] = 7.0
l[15, 3, B, 3] = 12.0
l[15, 3, B, 5] = 13.0
l[15, 3, B, 12] = 2.0
l[15, 3, B, 13] = 10.0
l[15, 3, B, 16] = 4.0
l[17, 12, B, 12] = 2.0
l[17, 12, B, 16] = 4.0
l[19, 2, A, 2] = 13.0
l[19, 2, A, 4] = 4.0
l[19, 2, A, 6] = 7.0
l[19, 2, A, 9] = 15.0
l[20, 8, B, 1] = 7.0
l[20, 8, B, 3] = 12.0
l[20, 8, B, 5] = 13.0
l[20, 8, B, 8] = 16.0
l[20, 8, B, 12] = 2.0
l[20, 8, B, 13] = 10.0
l[20, 8, B, 15] = 5.0
l[20, 8, B, 16] = 4.0
l[A, 14, A, 14] = 8.0
l[A, 19, A, 2] = 13.0
l[A, 19, A, 4] = 4.0
l[A, 19, A, 6] = 7.0
l[A, 19, A, 9] = 15.0
l[A, 19, A, 19] = 8.0
l[B, 18, B, 18] = 16.0
l[B, 20, B, 1] = 7.0
l[B, 20, B, 3] = 12.0
l[B, 20, B, 5] = 13.0
