Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8065.dat
status= OPTIMAL
ID = 8065
Numero de clientes = 20
OF (custo) = 246.26
Best Objective = 246.26
Best Bound = 246.25999999999976
GAP = 0.0%
x[2, 9, A] = 1.0
x[3, 6, A] = 1.0
x[4, 15, A] = 1.0
x[6, 14, A] = 1.0
x[9, 10, A] = 1.0
x[10, 3, A] = 1.0
x[12, 2, A] = 1.0
x[14, 18, A] = 1.0
x[15, 12, A] = 1.0
x[18, A, A] = 1.0
x[A, 4, A] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[6, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[12, A, A] = 1.0
z[14, A, A] = 1.0
z[15, A, A] = 1.0
z[18, A, A] = 1.0
l[2, 9, A, 3] = 37.0
l[2, 9, A, 6] = 23.0
l[2, 9, A, 9] = 22.0
l[2, 9, A, 10] = 38.0
l[2, 9, A, 14] = 40.0
l[2, 9, A, 18] = 22.0
l[3, 6, A, 6] = 23.0
l[3, 6, A, 14] = 40.0
l[3, 6, A, 18] = 22.0
l[4, 15, A, 2] = 36.0
l[4, 15, A, 3] = 37.0
l[4, 15, A, 6] = 23.0
l[4, 15, A, 9] = 22.0
l[4, 15, A, 10] = 38.0
l[4, 15, A, 12] = 29.0
l[4, 15, A, 14] = 40.0
l[4, 15, A, 15] = 27.0
l[4, 15, A, 18] = 22.0
l[6, 14, A, 14] = 40.0
l[6, 14, A, 18] = 22.0
l[9, 10, A, 3] = 37.0
l[9, 10, A, 6] = 23.0
l[9, 10, A, 10] = 38.0
l[9, 10, A, 14] = 40.0
l[9, 10, A, 18] = 22.0
l[10, 3, A, 3] = 37.0
l[10, 3, A, 6] = 23.0
l[10, 3, A, 14] = 40.0
l[10, 3, A, 18] = 22.0
l[12, 2, A, 2] = 36.0
l[12, 2, A, 3] = 37.0
l[12, 2, A, 6] = 23.0
l[12, 2, A, 9] = 22.0
l[12, 2, A, 10] = 38.0
l[12, 2, A, 14] = 40.0
l[12, 2, A, 18] = 22.0
l[14, 18, A, 18] = 22.0
l[15, 12, A, 2] = 36.0
l[15, 12, A, 3] = 37.0
l[15, 12, A, 6] = 23.0
l[15, 12, A, 9] = 22.0
l[15, 12, A, 10] = 38.0
l[15, 12, A, 12] = 29.0
l[15, 12, A, 14] = 40.0
l[15, 12, A, 18] = 22.0
l[A, 4, A, 2] = 36.0
l[A, 4, A, 3] = 37.0
l[A, 4, A, 4] = 40.0
l[A, 4, A, 6] = 23.0
l[A, 4, A, 9] = 22.0
l[A, 4, A, 10] = 38.0
l[A, 4, A, 12] = 29.0
l[A, 4, A, 14] = 40.0
l[A, 4, A, 15] = 27.0
l[A, 4, A, 18] = 22.0
m[2, 9, A, 2] = 37.0
m[2, 9, A, 4] = 32.0
m[2, 9, A, 12] = 31.0
m[2, 9, A, 15] = 32.0
m[3, 6, A, 2] = 37.0
m[3, 6, A, 3] = 36.0
m[3, 6, A, 4] = 32.0
m[3, 6, A, 9] = 28.0
m[3, 6, A, 10] = 27.0
m[3, 6, A, 12] = 31.0
m[3, 6, A, 15] = 32.0
m[4, 15, A, 4] = 32.0
m[6, 14, A, 2] = 37.0
m[6, 14, A, 3] = 36.0
m[6, 14, A, 4] = 32.0
m[6, 14, A, 6] = 35.0
m[6, 14, A, 9] = 28.0
m[6, 14, A, 10] = 27.0
m[6, 14, A, 12] = 31.0
m[6, 14, A, 15] = 32.0
m[9, 10, A, 2] = 37.0
m[9, 10, A, 4] = 32.0
m[9, 10, A, 9] = 28.0
m[9, 10, A, 12] = 31.0
m[9, 10, A, 15] = 32.0
m[10, 3, A, 2] = 37.0
m[10, 3, A, 4] = 32.0
m[10, 3, A, 9] = 28.0
m[10, 3, A, 10] = 27.0
m[10, 3, A, 12] = 31.0
m[10, 3, A, 15] = 32.0
m[12, 2, A, 4] = 32.0
m[12, 2, A, 12] = 31.0
m[12, 2, A, 15] = 32.0
m[14, 18, A, 2] = 37.0
m[14, 18, A, 3] = 36.0
m[14, 18, A, 4] = 32.0
m[14, 18, A, 6] = 35.0
m[14, 18, A, 9] = 28.0
m[14, 18, A, 10] = 27.0
m[14, 18, A, 12] = 31.0
m[14, 18, A, 14] = 29.0
m[14, 18, A, 15] = 32.0
m[15, 12, A, 4] = 32.0
m[15, 12, A, 15] = 32.0
m[18, A, A, 2] = 37.0
m[18, A, A, 3] = 36.0
m[18, A, A, 4] = 32.0
m[18, A, A, 6] = 35.0
m[18, A, A, 9] = 28.0
m[18, A, A, 10] = 27.0
m[18, A, A, 12] = 31.0
m[18, A, A, 14] = 29.0
m[18, A, A, 15] = 32.0
m[18, A, A, 18] = 27.0
Tempo de execução: 2.289604 segundos
