Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8064.dat
status= OPTIMAL
ID = 8064
Numero de clientes = 20
OF (custo) = 519.3
Best Objective = 519.3
Best Bound = 519.3
GAP = 0.0%
x[1, 10, A] = 1.0
x[2, 12, B] = 1.0
x[3, 7, B] = 1.0
x[4, 15, A] = 1.0
x[5, 17, A] = 1.0
x[6, 9, A] = 1.0
x[7, 19, B] = 1.0
x[8, B, B] = 1.0
x[9, 5, A] = 1.0
x[10, 6, A] = 1.0
x[11, 16, A] = 1.0
x[12, 8, B] = 1.0
x[13, 2, B] = 1.0
x[14, 18, B] = 1.0
x[15, 11, A] = 1.0
x[16, 20, A] = 1.0
x[17, A, A] = 1.0
x[18, 3, B] = 1.0
x[19, 13, B] = 1.0
x[20, 1, A] = 1.0
x[A, 4, A] = 1.0
x[B, 14, B] = 1.0
l[1, 10, A, 5] = 20.0
l[1, 10, A, 9] = 22.0
l[2, 12, B, 12] = 20.0
l[3, 7, B, 7] = 12.0
l[3, 7, B, 12] = 20.0
l[3, 7, B, 13] = 12.0
l[3, 7, B, 19] = 4.0
l[4, 15, A, 1] = 4.0
l[4, 15, A, 5] = 20.0
l[4, 15, A, 9] = 22.0
l[4, 15, A, 11] = 14.0
l[4, 15, A, 15] = 14.0
l[4, 15, A, 16] = 20.0
l[4, 15, A, 20] = 22.0
l[6, 9, A, 5] = 20.0
l[6, 9, A, 9] = 22.0
l[7, 19, B, 12] = 20.0
l[7, 19, B, 13] = 12.0
l[7, 19, B, 19] = 4.0
l[9, 5, A, 5] = 20.0
l[10, 6, A, 5] = 20.0
l[10, 6, A, 9] = 22.0
l[11, 16, A, 1] = 4.0
l[11, 16, A, 5] = 20.0
l[11, 16, A, 9] = 22.0
l[11, 16, A, 16] = 20.0
l[11, 16, A, 20] = 22.0
l[13, 2, B, 12] = 20.0
l[14, 18, B, 3] = 16.0
l[14, 18, B, 7] = 12.0
l[14, 18, B, 12] = 20.0
l[14, 18, B, 13] = 12.0
l[14, 18, B, 18] = 16.0
l[14, 18, B, 19] = 4.0
l[15, 11, A, 1] = 4.0
l[15, 11, A, 5] = 20.0
l[15, 11, A, 9] = 22.0
l[15, 11, A, 11] = 14.0
l[15, 11, A, 16] = 20.0
l[15, 11, A, 20] = 22.0
l[16, 20, A, 1] = 4.0
l[16, 20, A, 5] = 20.0
l[16, 20, A, 9] = 22.0
l[16, 20, A, 20] = 22.0
l[18, 3, B, 3] = 16.0
l[18, 3, B, 7] = 12.0
l[18, 3, B, 12] = 20.0
l[18, 3, B, 13] = 12.0
l[18, 3, B, 19] = 4.0
l[19, 13, B, 12] = 20.0
l[19, 13, B, 13] = 12.0
l[20, 1, A, 1] = 4.0
l[20, 1, A, 5] = 20.0
l[20, 1, A, 9] = 22.0
l[A, 4, A, 1] = 4.0
l[A, 4, A, 4] = 10.0
l[A, 4, A, 5] = 20.0
l[A, 4, A, 9] = 22.0
l[A, 4, A, 11] = 14.0
l[A, 4, A, 15] = 14.0
l[A, 4, A, 16] = 20.0
l[A, 4, A, 20] = 22.0
l[B, 14, B, 3] = 16.0
l[B, 14, B, 7] = 12.0
l[B, 14, B, 12] = 20.0
l[B, 14, B, 13] = 12.0
l[B, 14, B, 14] = 15.0
l[B, 14, B, 18] = 16.0
l[B, 14, B, 19] = 4.0
m[1, 10, A, 4] = 22.0
m[1, 10, A, 11] = 12.0
m[1, 10, A, 15] = 11.0
m[1, 10, A, 16] = 14.0
m[1, 10, A, 20] = 18.0
m[2, 12, B, 3] = 12.0
m[2, 12, B, 7] = 19.0
m[2, 12, B, 13] = 15.0
m[2, 12, B, 14] = 22.0
m[2, 12, B, 18] = 21.0
m[3, 7, B, 3] = 12.0
m[3, 7, B, 14] = 22.0
m[3, 7, B, 18] = 21.0
m[4, 15, A, 4] = 22.0
m[5, 17, A, 4] = 22.0
m[5, 17, A, 5] = 17.0
m[5, 17, A, 9] = 20.0
m[5, 17, A, 11] = 12.0
m[5, 17, A, 15] = 11.0
m[5, 17, A, 16] = 14.0
m[5, 17, A, 20] = 18.0
m[6, 9, A, 4] = 22.0
m[6, 9, A, 11] = 12.0
m[6, 9, A, 15] = 11.0
m[6, 9, A, 16] = 14.0
m[6, 9, A, 20] = 18.0
m[7, 19, B, 3] = 12.0
m[7, 19, B, 7] = 19.0
m[7, 19, B, 14] = 22.0
m[7, 19, B, 18] = 21.0
m[8, B, B, 3] = 12.0
m[8, B, B, 7] = 19.0
m[8, B, B, 12] = 15.0
m[8, B, B, 13] = 15.0
m[8, B, B, 14] = 22.0
m[8, B, B, 18] = 21.0
m[9, 5, A, 4] = 22.0
m[9, 5, A, 9] = 20.0
m[9, 5, A, 11] = 12.0
m[9, 5, A, 15] = 11.0
m[9, 5, A, 16] = 14.0
m[9, 5, A, 20] = 18.0
m[10, 6, A, 4] = 22.0
m[10, 6, A, 11] = 12.0
m[10, 6, A, 15] = 11.0
m[10, 6, A, 16] = 14.0
m[10, 6, A, 20] = 18.0
m[11, 16, A, 4] = 22.0
m[11, 16, A, 11] = 12.0
m[11, 16, A, 15] = 11.0
m[12, 8, B, 3] = 12.0
m[12, 8, B, 7] = 19.0
m[12, 8, B, 12] = 15.0
m[12, 8, B, 13] = 15.0
m[12, 8, B, 14] = 22.0
m[12, 8, B, 18] = 21.0
m[13, 2, B, 3] = 12.0
m[13, 2, B, 7] = 19.0
m[13, 2, B, 13] = 15.0
m[13, 2, B, 14] = 22.0
m[13, 2, B, 18] = 21.0
m[14, 18, B, 14] = 22.0
m[15, 11, A, 4] = 22.0
m[15, 11, A, 15] = 11.0
m[16, 20, A, 4] = 22.0
m[16, 20, A, 11] = 12.0
m[16, 20, A, 15] = 11.0
m[16, 20, A, 16] = 14.0
m[17, A, A, 4] = 22.0
m[17, A, A, 5] = 17.0
m[17, A, A, 9] = 20.0
m[17, A, A, 11] = 12.0
m[17, A, A, 15] = 11.0
m[17, A, A, 16] = 14.0
m[17, A, A, 20] = 18.0
m[18, 3, B, 14] = 22.0
m[18, 3, B, 18] = 21.0
m[19, 13, B, 3] = 12.0
m[19, 13, B, 7] = 19.0
m[19, 13, B, 14] = 22.0
m[19, 13, B, 18] = 21.0
m[20, 1, A, 4] = 22.0
m[20, 1, A, 11] = 12.0
m[20, 1, A, 15] = 11.0
m[20, 1, A, 16] = 14.0
m[20, 1, A, 20] = 18.0
n[1, 10, A, 6] = 15.0
n[1, 10, A, 10] = 11.0
n[1, 10, A, 17] = 19.0
n[3, 7, B, 19] = 8.0
n[4, 15, A, 6] = 3.0
n[4, 15, A, 10] = 11.0
n[4, 15, A, 17] = 10.0
n[5, 17, A, 17] = 19.0
n[6, 9, A, 17] = 19.0
n[7, 19, B, 19] = 8.0
n[9, 5, A, 17] = 19.0
n[10, 6, A, 6] = 15.0
n[10, 6, A, 17] = 19.0
n[11, 16, A, 6] = 3.0
n[11, 16, A, 10] = 11.0
n[11, 16, A, 17] = 10.0
n[12, 8, B, 8] = 12.0
n[13, 2, B, 2] = 22.0
n[14, 18, B, 19] = 8.0
n[15, 11, A, 6] = 3.0
n[15, 11, A, 10] = 11.0
n[15, 11, A, 17] = 10.0
n[16, 20, A, 6] = 3.0
n[16, 20, A, 10] = 11.0
n[16, 20, A, 17] = 10.0
n[18, 3, B, 19] = 8.0
n[20, 1, A, 1] = 12.0
n[20, 1, A, 6] = 15.0
n[20, 1, A, 10] = 11.0
n[20, 1, A, 17] = 19.0
Tempo de execução: 6.6287407 segundos
