Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8070.dat
status= OPTIMAL
ID = 8070
Numero de clientes = 25
OF (custo) = 240.02
Best Objective = 240.02
Best Bound = 240.01999999999975
GAP = 0.0%
x[2, 5, B] = 1.0
x[3, 22, B] = 1.0
x[5, 10, B] = 1.0
x[6, 3, B] = 1.0
x[7, 15, B] = 1.0
x[8, 12, B] = 1.0
x[10, 6, B] = 1.0
x[12, B, B] = 1.0
x[15, 25, B] = 1.0
x[21, 2, B] = 1.0
x[22, 24, B] = 1.0
x[24, 8, B] = 1.0
x[25, 21, B] = 1.0
x[B, 7, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[10, B, B] = 1.0
z[12, B, B] = 1.0
z[15, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[24, B, B] = 1.0
z[25, B, B] = 1.0
l[2, 5, B, 3] = 20.0
l[2, 5, B, 5] = 26.0
l[2, 5, B, 6] = 23.0
l[2, 5, B, 8] = 29.0
l[2, 5, B, 10] = 32.0
l[2, 5, B, 12] = 24.0
l[2, 5, B, 22] = 21.0
l[2, 5, B, 24] = 24.0
l[3, 22, B, 8] = 29.0
l[3, 22, B, 12] = 24.0
l[3, 22, B, 22] = 21.0
l[3, 22, B, 24] = 24.0
l[5, 10, B, 3] = 20.0
l[5, 10, B, 6] = 23.0
l[5, 10, B, 8] = 29.0
l[5, 10, B, 10] = 32.0
l[5, 10, B, 12] = 24.0
l[5, 10, B, 22] = 21.0
l[5, 10, B, 24] = 24.0
l[6, 3, B, 3] = 20.0
l[6, 3, B, 8] = 29.0
l[6, 3, B, 12] = 24.0
l[6, 3, B, 22] = 21.0
l[6, 3, B, 24] = 24.0
l[7, 15, B, 2] = 22.0
l[7, 15, B, 3] = 20.0
l[7, 15, B, 5] = 26.0
l[7, 15, B, 6] = 23.0
l[7, 15, B, 8] = 29.0
l[7, 15, B, 10] = 32.0
l[7, 15, B, 12] = 24.0
l[7, 15, B, 15] = 22.0
l[7, 15, B, 21] = 44.0
l[7, 15, B, 22] = 21.0
l[7, 15, B, 24] = 24.0
l[7, 15, B, 25] = 27.0
l[8, 12, B, 12] = 24.0
l[10, 6, B, 3] = 20.0
l[10, 6, B, 6] = 23.0
l[10, 6, B, 8] = 29.0
l[10, 6, B, 12] = 24.0
l[10, 6, B, 22] = 21.0
l[10, 6, B, 24] = 24.0
l[15, 25, B, 2] = 22.0
l[15, 25, B, 3] = 20.0
l[15, 25, B, 5] = 26.0
l[15, 25, B, 6] = 23.0
l[15, 25, B, 8] = 29.0
l[15, 25, B, 10] = 32.0
l[15, 25, B, 12] = 24.0
l[15, 25, B, 21] = 44.0
l[15, 25, B, 22] = 21.0
l[15, 25, B, 24] = 24.0
l[15, 25, B, 25] = 27.0
l[21, 2, B, 2] = 22.0
l[21, 2, B, 3] = 20.0
l[21, 2, B, 5] = 26.0
l[21, 2, B, 6] = 23.0
l[21, 2, B, 8] = 29.0
l[21, 2, B, 10] = 32.0
l[21, 2, B, 12] = 24.0
l[21, 2, B, 22] = 21.0
l[21, 2, B, 24] = 24.0
l[22, 24, B, 8] = 29.0
l[22, 24, B, 12] = 24.0
l[22, 24, B, 24] = 24.0
l[24, 8, B, 8] = 29.0
l[24, 8, B, 12] = 24.0
l[25, 21, B, 2] = 22.0
l[25, 21, B, 3] = 20.0
l[25, 21, B, 5] = 26.0
l[25, 21, B, 6] = 23.0
l[25, 21, B, 8] = 29.0
l[25, 21, B, 10] = 32.0
l[25, 21, B, 12] = 24.0
l[25, 21, B, 21] = 44.0
l[25, 21, B, 22] = 21.0
l[25, 21, B, 24] = 24.0
l[B, 7, B, 2] = 22.0
l[B, 7, B, 3] = 20.0
l[B, 7, B, 5] = 26.0
l[B, 7, B, 6] = 23.0
l[B, 7, B, 7] = 41.0
l[B, 7, B, 8] = 29.0
l[B, 7, B, 10] = 32.0
l[B, 7, B, 12] = 24.0
l[B, 7, B, 15] = 22.0
l[B, 7, B, 21] = 44.0
l[B, 7, B, 22] = 21.0
l[B, 7, B, 24] = 24.0
l[B, 7, B, 25] = 27.0
m[2, 5, B, 2] = 33.0
m[2, 5, B, 7] = 31.0
m[2, 5, B, 15] = 25.0
m[2, 5, B, 21] = 16.0
m[2, 5, B, 25] = 28.0
m[3, 22, B, 2] = 33.0
m[3, 22, B, 3] = 28.0
m[3, 22, B, 5] = 34.0
m[3, 22, B, 6] = 18.0
m[3, 22, B, 7] = 31.0
m[3, 22, B, 10] = 32.0
m[3, 22, B, 15] = 25.0
m[3, 22, B, 21] = 16.0
m[3, 22, B, 25] = 28.0
m[5, 10, B, 2] = 33.0
m[5, 10, B, 5] = 34.0
m[5, 10, B, 7] = 31.0
m[5, 10, B, 15] = 25.0
m[5, 10, B, 21] = 16.0
m[5, 10, B, 25] = 28.0
m[6, 3, B, 2] = 33.0
m[6, 3, B, 5] = 34.0
m[6, 3, B, 6] = 18.0
m[6, 3, B, 7] = 31.0
m[6, 3, B, 10] = 32.0
m[6, 3, B, 15] = 25.0
m[6, 3, B, 21] = 16.0
m[6, 3, B, 25] = 28.0
m[7, 15, B, 7] = 31.0
m[8, 12, B, 2] = 33.0
m[8, 12, B, 3] = 28.0
m[8, 12, B, 5] = 34.0
m[8, 12, B, 6] = 18.0
m[8, 12, B, 7] = 31.0
m[8, 12, B, 8] = 19.0
m[8, 12, B, 10] = 32.0
m[8, 12, B, 15] = 25.0
m[8, 12, B, 21] = 16.0
m[8, 12, B, 22] = 30.0
m[8, 12, B, 24] = 27.0
m[8, 12, B, 25] = 28.0
m[10, 6, B, 2] = 33.0
m[10, 6, B, 5] = 34.0
m[10, 6, B, 7] = 31.0
m[10, 6, B, 10] = 32.0
