Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8011.dat
status= OPTIMAL
ID = 8011
Numero de clientes = 20
OF (custo) = 739.74
Best Objective = 739.74
Best Bound = 739.74
GAP = 0.0%
x[1, 13, B] = 1.0
x[2, 17, B] = 1.0
x[3, 12, B] = 1.0
x[4, 9, A] = 1.0
x[5, 2, B] = 1.0
x[6, 10, A] = 1.0
x[7, 19, A] = 1.0
x[8, 17, B] = 1.0
x[9, 6, A] = 1.0
x[10, 14, A] = 1.0
x[11, 7, A] = 1.0
x[12, 15, B] = 1.0
x[13, 3, B] = 1.0
x[14, A, A] = 1.0
x[15, B, B] = 1.0
x[16, B, B] = 1.0
x[17, 1, B] = 1.0
x[17, 16, B] = 1.0
x[18, 20, B] = 1.0
x[19, 4, A] = 1.0
x[20, 5, B] = 1.0
x[A, 11, A] = 1.0
x[B, 8, B] = 1.0
x[B, 18, B] = 1.0
z[1, A, B] = 1.0
z[1, B, B] = 1.0
z[2, A, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, A, A] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, B] = 1.0
z[8, B, B] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[11, A, A] = 1.0
z[12, B, B] = 1.0
z[13, A, B] = 1.0
z[13, B, B] = 1.0
z[14, A, A] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[18, B, B] = 1.0
z[19, A, A] = 1.0
z[20, B, B] = 1.0
l[1, 13, B, 3] = 12.0
l[1, 13, B, 12] = 12.0
l[1, 13, B, 13] = 21.0
l[1, 13, B, 15] = 11.0
l[2, 17, B, 1] = 14.0
l[2, 17, B, 3] = 12.0
l[3, 12, B, 12] = 12.0
l[3, 12, B, 15] = 11.0
l[4, 9, A, 6] = 7.0
l[4, 9, A, 9] = 15.0
l[4, 9, A, 10] = 16.0
l[4, 9, A, 14] = 8.0
l[5, 2, B, 1] = 14.0
l[5, 2, B, 2] = 26.0
l[5, 2, B, 3] = 12.0
l[6, 10, A, 10] = 16.0
l[6, 10, A, 14] = 8.0
l[7, 19, A, 4] = 15.0
l[7, 19, A, 6] = 7.0
l[7, 19, A, 9] = 15.0
l[7, 19, A, 10] = 16.0
l[7, 19, A, 14] = 8.0
l[7, 19, A, 19] = 8.0
l[8, 17, B, 1] = 8.0
l[8, 17, B, 12] = 12.0
l[8, 17, B, 13] = 21.0
l[8, 17, B, 15] = 11.0
l[8, 17, B, 16] = 11.0
l[8, 17, B, 17] = 11.0
l[9, 6, A, 6] = 7.0
l[9, 6, A, 10] = 16.0
l[9, 6, A, 14] = 8.0
l[10, 14, A, 14] = 8.0
l[11, 7, A, 4] = 15.0
l[11, 7, A, 6] = 7.0
l[11, 7, A, 7] = 9.0
l[11, 7, A, 9] = 15.0
l[11, 7, A, 10] = 16.0
l[11, 7, A, 14] = 8.0
l[11, 7, A, 19] = 8.0
l[12, 15, B, 15] = 11.0
l[13, 3, B, 3] = 12.0
l[13, 3, B, 12] = 12.0
l[13, 3, B, 15] = 11.0
l[17, 1, B, 1] = 22.0
l[17, 1, B, 3] = 12.0
l[17, 1, B, 12] = 12.0
l[17, 1, B, 13] = 21.0
l[17, 1, B, 15] = 11.0
l[17, 16, B, 16] = 11.0
l[18, 20, B, 1] = 14.0
l[18, 20, B, 2] = 26.0
l[18, 20, B, 3] = 12.0
l[18, 20, B, 5] = 13.0
l[18, 20, B, 20] = 19.0
l[19, 4, A, 4] = 15.0
l[19, 4, A, 6] = 7.0
l[19, 4, A, 9] = 15.0
l[19, 4, A, 10] = 16.0
l[19, 4, A, 14] = 8.0
l[20, 5, B, 1] = 14.0
l[20, 5, B, 2] = 26.0
l[20, 5, B, 3] = 12.0
l[20, 5, B, 5] = 13.0
l[A, 11, A, 4] = 15.0
l[A, 11, A, 6] = 7.0
l[A, 11, A, 7] = 9.0
l[A, 11, A, 9] = 15.0
l[A, 11, A, 10] = 16.0
l[A, 11, A, 11] = 15.0
l[A, 11, A, 14] = 8.0
l[A, 11, A, 19] = 8.0
l[B, 8, B, 1] = 8.0
l[B, 8, B, 8] = 25.0
l[B, 8, B, 12] = 12.0
l[B, 8, B, 13] = 21.0
l[B, 8, B, 15] = 11.0
l[B, 8, B, 16] = 11.0
l[B, 8, B, 17] = 11.0
l[B, 18, B, 1] = 14.0
l[B, 18, B, 2] = 26.0
l[B, 18, B, 3] = 12.0
l[B, 18, B, 5] = 13.0
l[B, 18, B, 18] = 16.0
l[B, 18, B, 20] = 19.0
