Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8047.dat
status= TIME_LIMIT
ID = 8047
Numero de clientes = 30
OF (custo) = 482.38
Best Objective = 482.38
Best Bound = 458.64
GAP = 4.92143123678428%
O tempo limite foi atingido.
x[3, 10, A] = 1.0
x[5, A, A] = 1.0
x[6, A, A] = 1.0
x[7, 24, A] = 1.0
x[8, 17, A] = 1.0
x[9, 21, A] = 1.0
x[10, 26, A] = 1.0
x[11, 9, A] = 1.0
x[15, 20, A] = 1.0
x[16, 7, A] = 1.0
x[17, 3, A] = 1.0
x[20, 29, A] = 1.0
x[21, 22, A] = 1.0
x[22, 6, A] = 1.0
x[24, 25, A] = 1.0
x[25, 11, A] = 1.0
x[26, 15, A] = 1.0
x[29, 5, A] = 1.0
x[A, 8, A] = 1.0
x[A, 16, A] = 1.0
z[3, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[10, A, A] = 1.0
z[11, A, A] = 1.0
z[15, A, A] = 1.0
z[16, A, A] = 1.0
z[17, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[24, A, A] = 1.0
z[25, A, A] = 1.0
z[26, A, A] = 1.0
z[29, A, A] = 1.0
l[3, 10, A, 5] = 10.0
l[3, 10, A, 10] = 23.0
l[3, 10, A, 15] = 10.0
l[3, 10, A, 20] = 17.0
l[3, 10, A, 26] = 18.0
l[3, 10, A, 29] = 9.0
l[7, 24, A, 6] = 21.0
l[7, 24, A, 9] = 21.0
l[7, 24, A, 11] = 9.0
l[7, 24, A, 21] = 8.0
l[7, 24, A, 22] = 23.0
l[7, 24, A, 24] = 13.0
l[7, 24, A, 25] = 11.0
l[8, 17, A, 3] = 31.0
l[8, 17, A, 5] = 10.0
l[8, 17, A, 10] = 23.0
l[8, 17, A, 15] = 10.0
l[8, 17, A, 17] = 15.0
l[8, 17, A, 20] = 17.0
l[8, 17, A, 26] = 18.0
l[8, 17, A, 29] = 9.0
l[9, 21, A, 6] = 21.0
l[9, 21, A, 21] = 8.0
l[9, 21, A, 22] = 23.0
l[10, 26, A, 5] = 10.0
l[10, 26, A, 15] = 10.0
l[10, 26, A, 20] = 17.0
l[10, 26, A, 26] = 18.0
l[10, 26, A, 29] = 9.0
l[11, 9, A, 6] = 21.0
l[11, 9, A, 9] = 21.0
l[11, 9, A, 21] = 8.0
l[11, 9, A, 22] = 23.0
l[15, 20, A, 5] = 10.0
l[15, 20, A, 20] = 17.0
l[15, 20, A, 29] = 9.0
l[16, 7, A, 6] = 21.0
l[16, 7, A, 7] = 20.0
l[16, 7, A, 9] = 21.0
l[16, 7, A, 11] = 9.0
l[16, 7, A, 21] = 8.0
l[16, 7, A, 22] = 23.0
l[16, 7, A, 24] = 13.0
l[16, 7, A, 25] = 11.0
l[17, 3, A, 3] = 31.0
l[17, 3, A, 5] = 10.0
l[17, 3, A, 10] = 23.0
l[17, 3, A, 15] = 10.0
l[17, 3, A, 20] = 17.0
l[17, 3, A, 26] = 18.0
l[17, 3, A, 29] = 9.0
l[20, 29, A, 5] = 10.0
l[20, 29, A, 29] = 9.0
l[21, 22, A, 6] = 21.0
l[21, 22, A, 22] = 23.0
l[22, 6, A, 6] = 21.0
l[24, 25, A, 6] = 21.0
l[24, 25, A, 9] = 21.0
l[24, 25, A, 11] = 9.0
l[24, 25, A, 21] = 8.0
l[24, 25, A, 22] = 23.0
l[24, 25, A, 25] = 11.0
l[25, 11, A, 6] = 21.0
l[25, 11, A, 9] = 21.0
l[25, 11, A, 11] = 9.0
l[25, 11, A, 21] = 8.0
l[25, 11, A, 22] = 23.0
l[26, 15, A, 5] = 10.0
l[26, 15, A, 15] = 10.0
l[26, 15, A, 20] = 17.0
l[26, 15, A, 29] = 9.0
l[29, 5, A, 5] = 10.0
l[A, 8, A, 3] = 31.0
l[A, 8, A, 5] = 10.0
l[A, 8, A, 8] = 24.0
l[A, 8, A, 10] = 23.0
l[A, 8, A, 15] = 10.0
l[A, 8, A, 17] = 15.0
l[A, 8, A, 20] = 17.0
l[A, 8, A, 26] = 18.0
l[A, 8, A, 29] = 9.0
l[A, 16, A, 6] = 21.0
l[A, 16, A, 7] = 20.0
l[A, 16, A, 9] = 21.0
l[A, 16, A, 11] = 9.0
l[A, 16, A, 16] = 30.0
l[A, 16, A, 21] = 8.0
l[A, 16, A, 22] = 23.0
l[A, 16, A, 24] = 13.0
l[A, 16, A, 25] = 11.0
