Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8072.dat
status= OPTIMAL
ID = 8072
Numero de clientes = 30
OF (custo) = 566.95
Best Objective = 566.95
Best Bound = 566.95
GAP = 0.0%
x[1, 15, A] = 1.0
x[2, 16, A] = 1.0
x[3, 22, B] = 1.0
x[4, 23, A] = 1.0
x[5, 19, A] = 1.0
x[6, 26, A] = 1.0
x[7, 27, A] = 1.0
x[8, 4, A] = 1.0
x[9, 29, A] = 1.0
x[9, B, B] = 1.0
x[10, 19, A] = 1.0
x[11, 16, B] = 1.0
x[12, 10, A] = 1.0
x[13, 25, B] = 1.0
x[14, 24, B] = 1.0
x[15, 30, A] = 1.0
x[16, 3, B] = 1.0
x[16, 21, A] = 1.0
x[17, 2, A] = 1.0
x[18, 7, A] = 1.0
x[19, 1, A] = 1.0
x[19, 24, A] = 1.0
x[20, 14, B] = 1.0
x[21, 6, A] = 1.0
x[22, 13, B] = 1.0
x[23, 18, A] = 1.0
x[24, 9, A] = 1.0
x[24, 9, B] = 1.0
x[25, 20, B] = 1.0
x[26, 12, A] = 1.0
x[27, 17, A] = 1.0
x[27, A, A] = 1.0
x[28, 8, A] = 1.0
x[29, 5, A] = 1.0
x[30, 28, A] = 1.0
x[A, 27, A] = 1.0
x[B, 11, B] = 1.0
l[1, 15, A, 4] = 3.0
l[1, 15, A, 7] = 11.0
l[1, 15, A, 8] = 9.0
l[1, 15, A, 15] = 9.0
l[1, 15, A, 18] = 7.0
l[1, 15, A, 23] = 9.0
l[1, 15, A, 28] = 1.0
l[1, 15, A, 30] = 6.0
l[2, 16, A, 4] = 3.0
l[2, 16, A, 5] = 8.0
l[2, 16, A, 6] = 15.0
l[2, 16, A, 7] = 11.0
l[2, 16, A, 8] = 9.0
l[2, 16, A, 10] = 18.0
l[2, 16, A, 12] = 5.0
l[2, 16, A, 15] = 9.0
l[2, 16, A, 18] = 7.0
l[2, 16, A, 19] = 5.0
l[2, 16, A, 21] = 17.0
l[2, 16, A, 23] = 9.0
l[2, 16, A, 26] = 11.0
l[2, 16, A, 28] = 1.0
l[2, 16, A, 29] = 10.0
l[2, 16, A, 30] = 6.0
l[3, 22, B, 9] = 18.0
l[3, 22, B, 13] = 19.0
l[3, 22, B, 14] = 16.0
l[3, 22, B, 20] = 2.0
l[3, 22, B, 22] = 6.0
l[3, 22, B, 24] = 9.0
l[4, 23, A, 7] = 11.0
l[4, 23, A, 18] = 7.0
l[4, 23, A, 23] = 9.0
l[6, 26, A, 4] = 3.0
l[6, 26, A, 5] = 8.0
l[6, 26, A, 7] = 11.0
l[6, 26, A, 8] = 9.0
l[6, 26, A, 10] = 18.0
l[6, 26, A, 12] = 5.0
l[6, 26, A, 15] = 9.0
l[6, 26, A, 18] = 7.0
l[6, 26, A, 19] = 5.0
l[6, 26, A, 23] = 9.0
l[6, 26, A, 26] = 11.0
l[6, 26, A, 28] = 1.0
l[6, 26, A, 29] = 10.0
l[6, 26, A, 30] = 6.0
l[8, 4, A, 4] = 3.0
l[8, 4, A, 7] = 11.0
l[8, 4, A, 18] = 7.0
l[8, 4, A, 23] = 9.0
l[9, 29, A, 5] = 8.0
l[9, 29, A, 29] = 10.0
l[10, 19, A, 4] = 3.0
l[10, 19, A, 5] = 8.0
l[10, 19, A, 7] = 11.0
l[10, 19, A, 8] = 9.0
l[10, 19, A, 15] = 9.0
l[10, 19, A, 18] = 7.0
l[10, 19, A, 19] = 5.0
l[10, 19, A, 23] = 9.0
l[10, 19, A, 28] = 1.0
l[10, 19, A, 29] = 10.0
l[10, 19, A, 30] = 6.0
l[11, 16, B, 3] = 8.0
l[11, 16, B, 9] = 18.0
l[11, 16, B, 13] = 19.0
l[11, 16, B, 14] = 16.0
l[11, 16, B, 16] = 19.0
l[11, 16, B, 20] = 2.0
l[11, 16, B, 22] = 6.0
l[11, 16, B, 24] = 9.0
l[12, 10, A, 4] = 3.0
l[12, 10, A, 5] = 8.0
l[12, 10, A, 7] = 11.0
l[12, 10, A, 8] = 9.0
l[12, 10, A, 10] = 18.0
