Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8014.dat
status= OPTIMAL
ID = 8014
Numero de clientes = 20
OF (custo) = 553.33
Best Objective = 553.33
Best Bound = 553.33
GAP = 0.0%
x[1, 16, B] = 1.0
x[2, A, A] = 1.0
x[3, 2, A] = 1.0
x[4, 15, A] = 1.0
x[5, 20, B] = 1.0
x[6, 9, B] = 1.0
x[7, 13, B] = 1.0
x[8, 18, B] = 1.0
x[9, B, B] = 1.0
x[10, 19, B] = 1.0
x[11, 6, B] = 1.0
x[12, 3, A] = 1.0
x[13, 8, B] = 1.0
x[14, 5, B] = 1.0
x[15, 12, A] = 1.0
x[16, 14, B] = 1.0
x[17, 10, B] = 1.0
x[18, 1, B] = 1.0
x[19, 11, B] = 1.0
x[20, 17, B] = 1.0
x[A, 4, A] = 1.0
x[B, 7, B] = 1.0
z[1, B, B] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[3, B, A] = 1.0
z[4, A, A] = 1.0
z[5, B, B] = 1.0
z[6, A, B] = 1.0
z[6, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[9, B, B] = 1.0
z[10, A, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[12, A, A] = 1.0
z[13, A, B] = 1.0
z[13, B, B] = 1.0
z[14, B, B] = 1.0
z[15, A, A] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[18, A, B] = 1.0
z[18, B, B] = 1.0
z[19, A, B] = 1.0
z[19, B, B] = 1.0
z[20, A, B] = 1.0
z[20, B, B] = 1.0
l[1, 16, B, 5] = 21.0
l[1, 16, B, 6] = 22.0
l[1, 16, B, 9] = 12.0
l[1, 16, B, 10] = 35.0
l[1, 16, B, 11] = 21.0
l[1, 16, B, 14] = 11.0
l[1, 16, B, 16] = 19.0
l[1, 16, B, 17] = 16.0
l[1, 16, B, 19] = 34.0
l[1, 16, B, 20] = 37.0
l[3, 2, A, 2] = 21.0
l[4, 15, A, 2] = 21.0
l[4, 15, A, 3] = 30.0
l[4, 15, A, 12] = 21.0
l[4, 15, A, 15] = 16.0
l[5, 20, B, 6] = 22.0
l[5, 20, B, 9] = 12.0
l[5, 20, B, 10] = 35.0
l[5, 20, B, 11] = 21.0
l[5, 20, B, 17] = 16.0
l[5, 20, B, 19] = 34.0
l[5, 20, B, 20] = 37.0
l[6, 9, B, 9] = 12.0
l[7, 13, B, 1] = 15.0
l[7, 13, B, 5] = 21.0
l[7, 13, B, 6] = 22.0
l[7, 13, B, 8] = 12.0
l[7, 13, B, 9] = 12.0
l[7, 13, B, 10] = 35.0
l[7, 13, B, 11] = 21.0
l[7, 13, B, 13] = 46.0
l[7, 13, B, 14] = 11.0
l[7, 13, B, 16] = 19.0
l[7, 13, B, 17] = 16.0
l[7, 13, B, 18] = 33.0
l[7, 13, B, 19] = 34.0
l[7, 13, B, 20] = 37.0
l[8, 18, B, 1] = 15.0
l[8, 18, B, 5] = 21.0
l[8, 18, B, 6] = 22.0
l[8, 18, B, 9] = 12.0
l[8, 18, B, 10] = 35.0
l[8, 18, B, 11] = 21.0
l[8, 18, B, 14] = 11.0
l[8, 18, B, 16] = 19.0
