Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8094.dat
status= TIME_LIMIT
ID = 8094
Numero de clientes = 25
OF (custo) = 482.77
Best Objective = 482.77
Best Bound = 434.03999999999996
GAP = 10.093833502496016%
O tempo limite foi atingido.
x[1, 16, B] = 1.0
x[2, 5, B] = 1.0
x[4, B, B] = 1.0
x[5, 9, B] = 1.0
x[9, 15, B] = 1.0
x[10, 22, B] = 1.0
x[11, 4, B] = 1.0
x[12, 20, B] = 1.0
x[13, 2, B] = 1.0
x[15, 11, B] = 1.0
x[16, B, B] = 1.0
x[17, 13, B] = 1.0
x[20, 1, B] = 1.0
x[21, 17, B] = 1.0
x[22, 12, B] = 1.0
x[B, 10, B] = 1.0
x[B, 21, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[15, B, B] = 1.0
z[16, B, B] = 1.0
z[17, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
l[1, 16, B, 16] = 33.0
l[2, 5, B, 4] = 40.0
l[2, 5, B, 5] = 46.0
l[2, 5, B, 9] = 29.0
l[2, 5, B, 11] = 31.0
l[2, 5, B, 15] = 34.0
l[5, 9, B, 4] = 40.0
l[5, 9, B, 9] = 29.0
l[5, 9, B, 11] = 31.0
l[5, 9, B, 15] = 34.0
l[9, 15, B, 4] = 40.0
l[9, 15, B, 11] = 31.0
l[9, 15, B, 15] = 34.0
l[10, 22, B, 1] = 48.0
l[10, 22, B, 12] = 34.0
l[10, 22, B, 16] = 33.0
l[10, 22, B, 20] = 33.0
l[10, 22, B, 22] = 46.0
l[11, 4, B, 4] = 40.0
l[12, 20, B, 1] = 48.0
l[12, 20, B, 16] = 33.0
l[12, 20, B, 20] = 33.0
l[13, 2, B, 2] = 31.0
l[13, 2, B, 4] = 40.0
l[13, 2, B, 5] = 46.0
l[13, 2, B, 9] = 29.0
l[13, 2, B, 11] = 31.0
l[13, 2, B, 15] = 34.0
l[15, 11, B, 4] = 40.0
l[15, 11, B, 11] = 31.0
l[17, 13, B, 2] = 31.0
l[17, 13, B, 4] = 40.0
l[17, 13, B, 5] = 46.0
l[17, 13, B, 9] = 29.0
l[17, 13, B, 11] = 31.0
l[17, 13, B, 13] = 48.0
l[17, 13, B, 15] = 34.0
l[20, 1, B, 1] = 48.0
l[20, 1, B, 16] = 33.0
l[21, 17, B, 2] = 31.0
l[21, 17, B, 4] = 40.0
l[21, 17, B, 5] = 46.0
l[21, 17, B, 9] = 29.0
l[21, 17, B, 11] = 31.0
l[21, 17, B, 13] = 48.0
l[21, 17, B, 15] = 34.0
l[21, 17, B, 17] = 32.0
l[22, 12, B, 1] = 48.0
l[22, 12, B, 12] = 34.0
l[22, 12, B, 16] = 33.0
l[22, 12, B, 20] = 33.0
l[B, 10, B, 1] = 48.0
l[B, 10, B, 10] = 32.0
l[B, 10, B, 12] = 34.0
l[B, 10, B, 16] = 33.0
l[B, 10, B, 20] = 33.0
l[B, 10, B, 22] = 46.0
l[B, 21, B, 2] = 31.0
l[B, 21, B, 4] = 40.0
l[B, 21, B, 5] = 46.0
l[B, 21, B, 9] = 29.0
l[B, 21, B, 11] = 31.0
l[B, 21, B, 13] = 48.0
l[B, 21, B, 15] = 34.0
l[B, 21, B, 17] = 32.0
l[B, 21, B, 21] = 45.0
m[1, 16, B, 1] = 32.0
m[1, 16, B, 10] = 38.0
m[1, 16, B, 12] = 42.0
m[1, 16, B, 20] = 44.0
m[1, 16, B, 22] = 41.0
m[2, 5, B, 2] = 30.0
m[2, 5, B, 13] = 39.0
m[2, 5, B, 17] = 30.0
m[2, 5, B, 21] = 39.0
m[4, B, B, 2] = 30.0
m[4, B, B, 4] = 41.0
m[4, B, B, 5] = 31.0
m[4, B, B, 9] = 35.0
m[4, B, B, 11] = 46.0
m[4, B, B, 13] = 39.0
m[4, B, B, 15] = 38.0
m[4, B, B, 17] = 30.0
m[4, B, B, 21] = 39.0
m[5, 9, B, 2] = 30.0
m[5, 9, B, 5] = 31.0
m[5, 9, B, 13] = 39.0
m[5, 9, B, 17] = 30.0
m[5, 9, B, 21] = 39.0
m[9, 15, B, 2] = 30.0
m[9, 15, B, 5] = 31.0
m[9, 15, B, 9] = 35.0
m[9, 15, B, 13] = 39.0
m[9, 15, B, 17] = 30.0
m[9, 15, B, 21] = 39.0
m[10, 22, B, 10] = 38.0
m[11, 4, B, 2] = 30.0
m[11, 4, B, 5] = 31.0
m[11, 4, B, 9] = 35.0
m[11, 4, B, 11] = 46.0
m[11, 4, B, 13] = 39.0
m[11, 4, B, 15] = 38.0
m[11, 4, B, 17] = 30.0
m[11, 4, B, 21] = 39.0
m[12, 20, B, 10] = 38.0
m[12, 20, B, 12] = 42.0
m[12, 20, B, 22] = 41.0
m[13, 2, B, 13] = 39.0
m[13, 2, B, 17] = 30.0
m[13, 2, B, 21] = 39.0
m[15, 11, B, 2] = 30.0
m[15, 11, B, 5] = 31.0
m[15, 11, B, 9] = 35.0
m[15, 11, B, 13] = 39.0
m[15, 11, B, 15] = 38.0
m[15, 11, B, 17] = 30.0
m[15, 11, B, 21] = 39.0
m[16, B, B, 1] = 32.0
m[16, B, B, 10] = 38.0
m[16, B, B, 12] = 42.0
m[16, B, B, 16] = 36.0
m[16, B, B, 20] = 44.0
