Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8059.dat
status= OPTIMAL
ID = 8059
Numero de clientes = 15
OF (custo) = 205.20999999999998
Best Objective = 205.20999999999998
Best Bound = 205.20999999999958
GAP = 0.0%
x[2, 13, A] = 1.0
x[3, 14, A] = 1.0
x[4, 5, A] = 1.0
x[5, 8, A] = 1.0
x[6, 7, A] = 1.0
x[7, 2, A] = 1.0
x[8, 3, A] = 1.0
x[10, 4, A] = 1.0
x[12, 6, A] = 1.0
x[13, 10, A] = 1.0
x[14, A, A] = 1.0
x[A, 12, A] = 1.0
z[2, A, A] = 1.0
z[3, A, A] = 1.0
z[4, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[10, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
l[2, 13, A, 3] = 12.0
l[2, 13, A, 4] = 24.0
l[2, 13, A, 5] = 23.0
l[2, 13, A, 8] = 22.0
l[2, 13, A, 10] = 19.0
l[2, 13, A, 13] = 24.0
l[2, 13, A, 14] = 10.0
l[3, 14, A, 14] = 10.0
l[4, 5, A, 3] = 12.0
l[4, 5, A, 5] = 23.0
l[4, 5, A, 8] = 22.0
l[4, 5, A, 14] = 10.0
l[5, 8, A, 3] = 12.0
l[5, 8, A, 8] = 22.0
l[5, 8, A, 14] = 10.0
l[6, 7, A, 2] = 18.0
l[6, 7, A, 3] = 12.0
l[6, 7, A, 4] = 24.0
l[6, 7, A, 5] = 23.0
l[6, 7, A, 7] = 17.0
l[6, 7, A, 8] = 22.0
l[6, 7, A, 10] = 19.0
l[6, 7, A, 13] = 24.0
l[6, 7, A, 14] = 10.0
l[7, 2, A, 2] = 18.0
l[7, 2, A, 3] = 12.0
l[7, 2, A, 4] = 24.0
l[7, 2, A, 5] = 23.0
l[7, 2, A, 8] = 22.0
l[7, 2, A, 10] = 19.0
l[7, 2, A, 13] = 24.0
l[7, 2, A, 14] = 10.0
l[8, 3, A, 3] = 12.0
l[8, 3, A, 14] = 10.0
l[10, 4, A, 3] = 12.0
l[10, 4, A, 4] = 24.0
l[10, 4, A, 5] = 23.0
