Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8018.dat
status= OPTIMAL
ID = 8018
Numero de clientes = 25
OF (custo) = 328.34
Best Objective = 328.34
Best Bound = 328.3399999999997
GAP = 0.0%
x[1, 21, B] = 1.0
x[3, 10, B] = 1.0
x[4, 5, B] = 1.0
x[5, B, B] = 1.0
x[8, 20, B] = 1.0
x[10, 13, B] = 1.0
x[11, 15, B] = 1.0
x[13, 24, B] = 1.0
x[15, 1, B] = 1.0
x[18, 19, B] = 1.0
x[19, 11, B] = 1.0
x[20, 18, B] = 1.0
x[21, 3, B] = 1.0
x[23, 8, B] = 1.0
x[24, 4, B] = 1.0
x[B, 23, B] = 1.0
z[1, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[8, B, B] = 1.0
z[10, B, B] = 1.0
z[11, B, B] = 1.0
z[13, B, B] = 1.0
z[15, B, B] = 1.0
z[18, B, B] = 1.0
z[19, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
l[1, 21, B, 3] = 15.0
l[1, 21, B, 4] = 21.0
l[1, 21, B, 5] = 10.0
l[1, 21, B, 10] = 17.0
l[1, 21, B, 13] = 12.0
l[1, 21, B, 21] = 15.0
l[1, 21, B, 24] = 13.0
l[3, 10, B, 4] = 21.0
l[3, 10, B, 5] = 10.0
l[3, 10, B, 10] = 17.0
l[3, 10, B, 13] = 12.0
l[3, 10, B, 24] = 13.0
l[4, 5, B, 5] = 10.0
l[8, 20, B, 1] = 16.0
l[8, 20, B, 3] = 15.0
l[8, 20, B, 4] = 21.0
l[8, 20, B, 5] = 10.0
l[8, 20, B, 10] = 17.0
l[8, 20, B, 11] = 23.0
l[8, 20, B, 13] = 12.0
l[8, 20, B, 15] = 18.0
l[8, 20, B, 18] = 11.0
l[8, 20, B, 19] = 13.0
l[8, 20, B, 20] = 19.0
l[8, 20, B, 21] = 15.0
l[8, 20, B, 24] = 13.0
l[10, 13, B, 4] = 21.0
l[10, 13, B, 5] = 10.0
l[10, 13, B, 13] = 12.0
l[10, 13, B, 24] = 13.0
l[11, 15, B, 1] = 16.0
l[11, 15, B, 3] = 15.0
l[11, 15, B, 4] = 21.0
l[11, 15, B, 5] = 10.0
l[11, 15, B, 10] = 17.0
l[11, 15, B, 13] = 12.0
l[11, 15, B, 15] = 18.0
l[11, 15, B, 21] = 15.0
l[11, 15, B, 24] = 13.0
l[13, 24, B, 4] = 21.0
