Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8050.dat
status= TIME_LIMIT
ID = 8050
Numero de clientes = 30
OF (custo) = 682.82
Best Objective = 682.82
Best Bound = 522.1422835967352
GAP = 23.531489470616687%
O tempo limite foi atingido.
x[1, 7, A] = 1.0
x[2, 4, A] = 1.0
x[3, 11, A] = 1.0
x[4, 14, A] = 1.0
x[6, 29, A] = 1.0
x[7, 8, A] = 1.0
x[8, 3, A] = 1.0
x[11, 16, A] = 1.0
x[12, 20, A] = 1.0
x[13, A, A] = 1.0
x[14, 19, A] = 1.0
x[15, A, A] = 1.0
x[16, 25, A] = 1.0
x[17, 12, A] = 1.0
x[18, 13, A] = 1.0
x[19, 18, A] = 1.0
x[20, 26, A] = 1.0
x[22, 6, A] = 1.0
x[25, 2, A] = 1.0
x[26, 15, A] = 1.0
x[28, 17, A] = 1.0
x[29, 28, A] = 1.0
x[A, 1, A] = 1.0
x[A, 22, A] = 1.0
l[1, 7, A, 4] = 35.0
l[1, 7, A, 7] = 33.0
l[1, 7, A, 11] = 45.0
l[1, 7, A, 13] = 36.0
l[1, 7, A, 14] = 48.0
l[1, 7, A, 16] = 48.0
l[2, 4, A, 4] = 35.0
l[2, 4, A, 13] = 36.0
l[2, 4, A, 14] = 48.0
l[3, 11, A, 4] = 35.0
l[3, 11, A, 11] = 45.0
l[3, 11, A, 13] = 36.0
l[3, 11, A, 14] = 48.0
l[3, 11, A, 16] = 48.0
l[4, 14, A, 13] = 36.0
l[4, 14, A, 14] = 48.0
l[6, 29, A, 12] = 29.0
l[6, 29, A, 15] = 66.0
l[6, 29, A, 17] = 56.0
l[6, 29, A, 20] = 26.0
l[6, 29, A, 26] = 70.0
l[6, 29, A, 28] = 58.0
l[6, 29, A, 29] = 57.0
l[7, 8, A, 4] = 35.0
l[7, 8, A, 11] = 45.0
l[7, 8, A, 13] = 36.0
l[7, 8, A, 14] = 48.0
l[7, 8, A, 16] = 48.0
l[8, 3, A, 4] = 35.0
l[8, 3, A, 11] = 45.0
l[8, 3, A, 13] = 36.0
l[8, 3, A, 14] = 48.0
l[8, 3, A, 16] = 48.0
l[11, 16, A, 4] = 35.0
l[11, 16, A, 13] = 36.0
l[11, 16, A, 14] = 48.0
l[11, 16, A, 16] = 48.0
l[12, 20, A, 15] = 66.0
l[12, 20, A, 20] = 26.0
l[12, 20, A, 26] = 70.0
l[14, 19, A, 13] = 36.0
l[16, 25, A, 4] = 35.0
l[16, 25, A, 13] = 36.0
l[16, 25, A, 14] = 48.0
l[17, 12, A, 12] = 29.0
l[17, 12, A, 15] = 66.0
l[17, 12, A, 20] = 26.0
l[17, 12, A, 26] = 70.0
l[18, 13, A, 13] = 36.0
l[19, 18, A, 13] = 36.0
l[20, 26, A, 15] = 66.0
l[20, 26, A, 26] = 70.0
l[22, 6, A, 6] = 28.0
l[22, 6, A, 12] = 29.0
l[22, 6, A, 15] = 66.0
l[22, 6, A, 17] = 56.0
l[22, 6, A, 20] = 26.0
l[22, 6, A, 26] = 70.0
l[22, 6, A, 28] = 58.0
l[22, 6, A, 29] = 57.0
l[25, 2, A, 4] = 35.0
l[25, 2, A, 13] = 36.0
l[25, 2, A, 14] = 48.0
l[26, 15, A, 15] = 66.0
l[28, 17, A, 12] = 29.0
l[28, 17, A, 15] = 66.0
l[28, 17, A, 17] = 56.0
l[28, 17, A, 20] = 26.0
l[28, 17, A, 26] = 70.0
l[29, 28, A, 12] = 29.0
l[29, 28, A, 15] = 66.0
l[29, 28, A, 17] = 56.0
l[29, 28, A, 20] = 26.0
l[29, 28, A, 26] = 70.0
l[29, 28, A, 28] = 58.0
l[A, 1, A, 1] = 46.0
l[A, 1, A, 4] = 35.0
l[A, 1, A, 7] = 33.0
l[A, 1, A, 11] = 45.0
l[A, 1, A, 13] = 36.0
l[A, 1, A, 14] = 48.0
l[A, 1, A, 16] = 48.0
l[A, 22, A, 6] = 28.0
l[A, 22, A, 12] = 29.0
l[A, 22, A, 15] = 66.0
l[A, 22, A, 17] = 56.0
l[A, 22, A, 20] = 26.0
l[A, 22, A, 22] = 44.0
l[A, 22, A, 26] = 70.0
l[A, 22, A, 28] = 58.0
l[A, 22, A, 29] = 57.0
m[1, 7, A, 1] = 45.0
m[2, 4, A, 1] = 45.0
m[2, 4, A, 7] = 29.0
m[2, 4, A, 11] = 37.0
m[2, 4, A, 16] = 58.0
m[3, 11, A, 1] = 45.0
m[3, 11, A, 7] = 29.0
m[4, 14, A, 1] = 45.0
m[4, 14, A, 4] = 67.0
m[4, 14, A, 7] = 29.0
m[4, 14, A, 11] = 37.0
m[4, 14, A, 16] = 58.0
m[6, 29, A, 6] = 56.0
m[6, 29, A, 22] = 71.0
m[7, 8, A, 1] = 45.0
m[7, 8, A, 7] = 29.0
m[8, 3, A, 1] = 45.0
m[8, 3, A, 7] = 29.0
m[11, 16, A, 1] = 45.0
m[11, 16, A, 7] = 29.0
m[11, 16, A, 11] = 37.0
m[12, 20, A, 6] = 56.0
m[12, 20, A, 12] = 44.0
m[12, 20, A, 17] = 49.0
m[12, 20, A, 22] = 71.0
m[12, 20, A, 28] = 37.0
m[12, 20, A, 29] = 58.0
m[13, A, A, 1] = 45.0
m[13, A, A, 4] = 67.0
m[13, A, A, 7] = 29.0
m[13, A, A, 11] = 37.0
m[13, A, A, 16] = 58.0
m[14, 19, A, 1] = 45.0
m[14, 19, A, 4] = 67.0
m[14, 19, A, 7] = 29.0
m[14, 19, A, 11] = 37.0
m[14, 19, A, 16] = 58.0
m[15, A, A, 6] = 56.0
m[15, A, A, 12] = 44.0
m[15, A, A, 15] = 69.0
m[15, A, A, 17] = 49.0
m[15, A, A, 20] = 47.0
m[15, A, A, 22] = 71.0
m[15, A, A, 26] = 61.0
m[15, A, A, 28] = 37.0
m[15, A, A, 29] = 58.0
m[16, 25, A, 1] = 45.0
m[16, 25, A, 7] = 29.0
m[16, 25, A, 11] = 37.0
m[16, 25, A, 16] = 58.0
m[17, 12, A, 6] = 56.0
m[17, 12, A, 17] = 49.0
m[17, 12, A, 22] = 71.0
m[17, 12, A, 28] = 37.0
m[17, 12, A, 29] = 58.0
m[18, 13, A, 1] = 45.0
m[18, 13, A, 4] = 67.0
m[18, 13, A, 7] = 29.0
m[18, 13, A, 11] = 37.0
m[18, 13, A, 16] = 58.0
m[19, 18, A, 1] = 45.0
m[19, 18, A, 4] = 67.0
m[19, 18, A, 7] = 29.0
m[19, 18, A, 11] = 37.0
m[19, 18, A, 16] = 58.0
m[20, 26, A, 6] = 56.0
m[20, 26, A, 12] = 44.0
m[20, 26, A, 17] = 49.0
m[20, 26, A, 20] = 47.0
m[20, 26, A, 22] = 71.0
m[20, 26, A, 28] = 37.0
m[20, 26, A, 29] = 58.0
m[22, 6, A, 22] = 71.0
m[25, 2, A, 1] = 45.0
m[25, 2, A, 7] = 29.0
m[25, 2, A, 11] = 37.0
m[25, 2, A, 16] = 58.0
m[26, 15, A, 6] = 56.0
m[26, 15, A, 12] = 44.0
m[26, 15, A, 17] = 49.0
m[26, 15, A, 20] = 47.0
m[26, 15, A, 22] = 71.0
m[26, 15, A, 26] = 61.0
m[26, 15, A, 28] = 37.0
m[26, 15, A, 29] = 58.0
m[28, 17, A, 6] = 56.0
m[28, 17, A, 22] = 71.0
m[28, 17, A, 28] = 37.0
m[28, 17, A, 29] = 58.0
m[29, 28, A, 6] = 56.0
m[29, 28, A, 22] = 71.0
m[29, 28, A, 29] = 58.0
n[2, 4, A, 13] = 16.0
n[2, 4, A, 14] = 9.0
n[2, 4, A, 18] = 67.0
n[2, 4, A, 19] = 47.0
n[3, 11, A, 2] = 63.0
n[3, 11, A, 19] = 47.0
n[4, 14, A, 13] = 16.0
n[4, 14, A, 14] = 9.0
n[4, 14, A, 18] = 67.0
n[4, 14, A, 19] = 47.0
n[8, 3, A, 2] = 63.0
n[8, 3, A, 3] = 74.0
n[8, 3, A, 19] = 47.0
n[11, 16, A, 2] = 63.0
n[11, 16, A, 19] = 47.0
n[14, 19, A, 13] = 16.0
n[14, 19, A, 18] = 67.0
n[14, 19, A, 19] = 47.0
n[16, 25, A, 2] = 63.0
n[16, 25, A, 19] = 47.0
n[18, 13, A, 13] = 16.0
n[19, 18, A, 13] = 16.0
n[19, 18, A, 18] = 67.0
n[25, 2, A, 2] = 72.0
n[25, 2, A, 13] = 16.0
n[25, 2, A, 14] = 9.0
n[25, 2, A, 18] = 67.0
n[25, 2, A, 19] = 47.0
Tempo de execução: 7201.7895156 segundos
