Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8049.dat
status= OPTIMAL
ID = 8049
Numero de clientes = 30
OF (custo) = 432.28
Best Objective = 432.28
Best Bound = 432.28
GAP = 0.0%
x[2, 10, A] = 1.0
x[3, 4, A] = 1.0
x[4, 8, A] = 1.0
x[5, 21, A] = 1.0
x[6, 5, A] = 1.0
x[8, 13, A] = 1.0
x[9, 3, A] = 1.0
x[10, 30, A] = 1.0
x[13, 6, A] = 1.0
x[21, 27, A] = 1.0
x[27, 29, A] = 1.0
x[29, A, A] = 1.0
x[30, 9, A] = 1.0
x[A, 2, A] = 1.0
l[2, 10, A, 5] = 34.0
l[2, 10, A, 8] = 41.0
l[2, 10, A, 9] = 30.0
l[2, 10, A, 10] = 29.0
l[2, 10, A, 13] = 7.0
l[2, 10, A, 21] = 13.0
l[2, 10, A, 27] = 30.0
l[2, 10, A, 29] = 25.0
l[2, 10, A, 30] = 37.0
l[3, 4, A, 5] = 34.0
l[3, 4, A, 8] = 41.0
l[3, 4, A, 13] = 7.0
l[3, 4, A, 21] = 13.0
l[3, 4, A, 27] = 30.0
l[3, 4, A, 29] = 25.0
l[4, 8, A, 5] = 34.0
l[4, 8, A, 8] = 41.0
l[4, 8, A, 13] = 7.0
l[4, 8, A, 21] = 13.0
l[4, 8, A, 27] = 30.0
l[4, 8, A, 29] = 25.0
l[5, 21, A, 21] = 13.0
l[5, 21, A, 27] = 30.0
l[5, 21, A, 29] = 25.0
l[6, 5, A, 5] = 34.0
l[6, 5, A, 21] = 13.0
l[6, 5, A, 27] = 30.0
l[6, 5, A, 29] = 25.0
l[8, 13, A, 5] = 34.0
l[8, 13, A, 13] = 7.0
l[8, 13, A, 21] = 13.0
l[8, 13, A, 27] = 30.0
l[8, 13, A, 29] = 25.0
l[9, 3, A, 5] = 34.0
l[9, 3, A, 8] = 41.0
l[9, 3, A, 13] = 7.0
l[9, 3, A, 21] = 13.0
l[9, 3, A, 27] = 30.0
l[9, 3, A, 29] = 25.0
l[10, 30, A, 5] = 34.0
l[10, 30, A, 8] = 41.0
l[10, 30, A, 9] = 30.0
l[10, 30, A, 13] = 7.0
l[10, 30, A, 21] = 13.0
l[10, 30, A, 27] = 30.0
l[10, 30, A, 29] = 25.0
l[10, 30, A, 30] = 37.0
l[13, 6, A, 5] = 34.0
l[13, 6, A, 21] = 13.0
l[13, 6, A, 27] = 30.0
l[13, 6, A, 29] = 25.0
l[21, 27, A, 27] = 30.0
l[21, 27, A, 29] = 25.0
l[27, 29, A, 29] = 25.0
l[30, 9, A, 5] = 34.0
l[30, 9, A, 8] = 41.0
l[30, 9, A, 9] = 30.0
l[30, 9, A, 13] = 7.0
l[30, 9, A, 21] = 13.0
l[30, 9, A, 27] = 30.0
l[30, 9, A, 29] = 25.0
l[A, 2, A, 5] = 34.0
l[A, 2, A, 8] = 41.0
l[A, 2, A, 9] = 30.0
l[A, 2, A, 10] = 29.0
l[A, 2, A, 13] = 7.0
l[A, 2, A, 21] = 13.0
l[A, 2, A, 27] = 30.0
l[A, 2, A, 29] = 25.0
l[A, 2, A, 30] = 37.0
m[3, 4, A, 9] = 31.0
m[3, 4, A, 10] = 41.0
m[3, 4, A, 30] = 48.0
m[4, 8, A, 9] = 31.0
m[4, 8, A, 10] = 41.0
m[4, 8, A, 30] = 48.0
m[5, 21, A, 5] = 26.0
m[5, 21, A, 8] = 28.0
m[5, 21, A, 9] = 31.0
m[5, 21, A, 10] = 41.0
m[5, 21, A, 30] = 48.0
m[6, 5, A, 8] = 28.0
m[6, 5, A, 9] = 31.0
m[6, 5, A, 10] = 41.0
m[6, 5, A, 30] = 48.0
m[8, 13, A, 8] = 28.0
m[8, 13, A, 9] = 31.0
m[8, 13, A, 10] = 41.0
m[8, 13, A, 30] = 48.0
m[9, 3, A, 9] = 31.0
m[9, 3, A, 10] = 41.0
m[9, 3, A, 30] = 48.0
m[10, 30, A, 10] = 41.0
m[13, 6, A, 8] = 28.0
m[13, 6, A, 9] = 31.0
m[13, 6, A, 10] = 41.0
m[13, 6, A, 30] = 48.0
m[21, 27, A, 5] = 26.0
m[21, 27, A, 8] = 28.0
m[21, 27, A, 9] = 31.0
m[21, 27, A, 10] = 41.0
m[21, 27, A, 30] = 48.0
m[27, 29, A, 5] = 26.0
m[27, 29, A, 8] = 28.0
m[27, 29, A, 9] = 31.0
m[27, 29, A, 10] = 41.0
m[27, 29, A, 27] = 32.0
m[27, 29, A, 30] = 48.0
m[29, A, A, 5] = 26.0
m[29, A, A, 8] = 28.0
m[29, A, A, 9] = 31.0
m[29, A, A, 10] = 41.0
m[29, A, A, 27] = 32.0
m[29, A, A, 29] = 43.0
m[29, A, A, 30] = 48.0
m[30, 9, A, 10] = 41.0
m[30, 9, A, 30] = 48.0
n[2, 10, A, 13] = 32.0
n[3, 4, A, 13] = 32.0
n[3, 4, A, 21] = 17.0
n[4, 8, A, 6] = 28.0
n[4, 8, A, 13] = 32.0
n[4, 8, A, 21] = 17.0
n[5, 21, A, 21] = 17.0
n[6, 5, A, 21] = 17.0
n[8, 13, A, 6] = 28.0
n[8, 13, A, 13] = 32.0
n[8, 13, A, 21] = 17.0
n[9, 3, A, 13] = 32.0
n[10, 30, A, 13] = 32.0
n[13, 6, A, 6] = 28.0
n[13, 6, A, 21] = 17.0
n[30, 9, A, 13] = 32.0
Tempo de execução: 3.6446453 segundos
