Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_8098.dat
status= OPTIMAL
ID = 8098
Numero de clientes = 30
OF (custo) = 364.77000000000004
Best Objective = 364.77000000000004
Best Bound = 364.77000000000004
GAP = 0.0%
x[5, 14, A] = 1.0
x[6, 26, A] = 1.0
x[8, A, A] = 1.0
x[9, 19, A] = 1.0
x[12, 22, A] = 1.0
x[13, 8, A] = 1.0
x[14, 28, A] = 1.0
x[16, 21, A] = 1.0
x[19, A, A] = 1.0
x[21, 6, A] = 1.0
x[22, 29, A] = 1.0
x[25, 16, A] = 1.0
x[26, 9, A] = 1.0
x[28, 13, A] = 1.0
x[29, 5, A] = 1.0
x[A, 12, A] = 1.0
x[A, 25, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[8, A, A] = 1.0
z[9, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[16, A, A] = 1.0
z[19, A, A] = 1.0
z[21, A, A] = 1.0
z[22, A, A] = 1.0
z[25, A, A] = 1.0
z[26, A, A] = 1.0
z[28, A, A] = 1.0
z[29, A, A] = 1.0
l[5, 14, A, 8] = 32.0
l[5, 14, A, 13] = 39.0
l[5, 14, A, 14] = 38.0
l[5, 14, A, 28] = 29.0
l[6, 26, A, 9] = 31.0
l[6, 26, A, 19] = 37.0
l[6, 26, A, 26] = 47.0
l[9, 19, A, 19] = 37.0
l[12, 22, A, 5] = 29.0
l[12, 22, A, 8] = 32.0
l[12, 22, A, 13] = 39.0
l[12, 22, A, 14] = 38.0
l[12, 22, A, 22] = 39.0
l[12, 22, A, 28] = 29.0
l[12, 22, A, 29] = 41.0
l[13, 8, A, 8] = 32.0
l[14, 28, A, 8] = 32.0
l[14, 28, A, 13] = 39.0
l[14, 28, A, 28] = 29.0
l[16, 21, A, 6] = 42.0
l[16, 21, A, 9] = 31.0
l[16, 21, A, 19] = 37.0
l[16, 21, A, 21] = 45.0
l[16, 21, A, 26] = 47.0
l[21, 6, A, 6] = 42.0
l[21, 6, A, 9] = 31.0
l[21, 6, A, 19] = 37.0
l[21, 6, A, 26] = 47.0
l[22, 29, A, 5] = 29.0
l[22, 29, A, 8] = 32.0
l[22, 29, A, 13] = 39.0
l[22, 29, A, 14] = 38.0
l[22, 29, A, 28] = 29.0
l[22, 29, A, 29] = 41.0
l[25, 16, A, 6] = 42.0
l[25, 16, A, 9] = 31.0
l[25, 16, A, 16] = 50.0
l[25, 16, A, 19] = 37.0
l[25, 16, A, 21] = 45.0
l[25, 16, A, 26] = 47.0
l[26, 9, A, 9] = 31.0
l[26, 9, A, 19] = 37.0
l[28, 13, A, 8] = 32.0
l[28, 13, A, 13] = 39.0
l[29, 5, A, 5] = 29.0
l[29, 5, A, 8] = 32.0
l[29, 5, A, 13] = 39.0
l[29, 5, A, 14] = 38.0
l[29, 5, A, 28] = 29.0
l[A, 12, A, 5] = 29.0
l[A, 12, A, 8] = 32.0
l[A, 12, A, 12] = 40.0
l[A, 12, A, 13] = 39.0
l[A, 12, A, 14] = 38.0
l[A, 12, A, 22] = 39.0
l[A, 12, A, 28] = 29.0
l[A, 12, A, 29] = 41.0
l[A, 25, A, 6] = 42.0
l[A, 25, A, 9] = 31.0
l[A, 25, A, 16] = 50.0
l[A, 25, A, 19] = 37.0
l[A, 25, A, 21] = 45.0
l[A, 25, A, 25] = 39.0
l[A, 25, A, 26] = 47.0
m[5, 14, A, 5] = 43.0
m[5, 14, A, 12] = 31.0
m[5, 14, A, 22] = 30.0
m[5, 14, A, 29] = 43.0
m[6, 26, A, 6] = 43.0
m[6, 26, A, 16] = 26.0
m[6, 26, A, 21] = 42.0
m[6, 26, A, 25] = 44.0
