Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8066.dat
status= TIME_LIMIT
ID = 8066
Numero de clientes = 25
OF (custo) = 483.97
Best Objective = 483.97
Best Bound = 428.46000000000026
GAP = 11.469719197470868%
O tempo limite foi atingido.
x[1, 8, B] = 1.0
x[2, B, B] = 1.0
x[3, 22, B] = 1.0
x[4, 23, B] = 1.0
x[5, 24, B] = 1.0
x[6, B, B] = 1.0
x[7, 4, B] = 1.0
x[8, B, B] = 1.0
x[10, 6, B] = 1.0
x[18, 10, B] = 1.0
x[19, 7, B] = 1.0
x[21, 25, B] = 1.0
x[22, 18, B] = 1.0
x[23, 2, B] = 1.0
x[24, 1, B] = 1.0
x[25, 19, B] = 1.0
x[B, 3, B] = 1.0
x[B, 5, B] = 1.0
x[B, 21, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[7, B, B] = 1.0
z[8, B, B] = 1.0
z[10, B, B] = 1.0
z[18, B, B] = 1.0
z[19, B, B] = 1.0
z[21, B, B] = 1.0
z[22, B, B] = 1.0
z[23, B, B] = 1.0
z[24, B, B] = 1.0
z[25, B, B] = 1.0
l[1, 8, B, 8] = 17.0
l[3, 22, B, 6] = 19.0
l[3, 22, B, 10] = 11.0
l[3, 22, B, 18] = 17.0
l[3, 22, B, 22] = 10.0
l[4, 23, B, 2] = 17.0
l[4, 23, B, 23] = 9.0
l[5, 24, B, 1] = 19.0
l[5, 24, B, 8] = 17.0
l[5, 24, B, 24] = 13.0
l[7, 4, B, 2] = 17.0
l[7, 4, B, 4] = 17.0
l[7, 4, B, 23] = 9.0
l[10, 6, B, 6] = 19.0
l[18, 10, B, 6] = 19.0
l[18, 10, B, 10] = 11.0
l[19, 7, B, 2] = 17.0
l[19, 7, B, 4] = 17.0
l[19, 7, B, 7] = 10.0
l[19, 7, B, 23] = 9.0
l[21, 25, B, 2] = 17.0
l[21, 25, B, 4] = 17.0
l[21, 25, B, 7] = 10.0
l[21, 25, B, 19] = 17.0
l[21, 25, B, 23] = 9.0
l[21, 25, B, 25] = 15.0
l[22, 18, B, 6] = 19.0
l[22, 18, B, 10] = 11.0
l[22, 18, B, 18] = 17.0
l[23, 2, B, 2] = 17.0
l[24, 1, B, 1] = 19.0
l[24, 1, B, 8] = 17.0
l[25, 19, B, 2] = 17.0
l[25, 19, B, 4] = 17.0
l[25, 19, B, 7] = 10.0
l[25, 19, B, 19] = 17.0
l[25, 19, B, 23] = 9.0
l[B, 3, B, 3] = 20.0
l[B, 3, B, 6] = 19.0
l[B, 3, B, 10] = 11.0
l[B, 3, B, 18] = 17.0
l[B, 3, B, 22] = 10.0
l[B, 5, B, 1] = 19.0
l[B, 5, B, 5] = 19.0
l[B, 5, B, 8] = 17.0
l[B, 5, B, 24] = 13.0
l[B, 21, B, 2] = 17.0
l[B, 21, B, 4] = 17.0
l[B, 21, B, 7] = 10.0
l[B, 21, B, 19] = 17.0
l[B, 21, B, 21] = 6.0
l[B, 21, B, 23] = 9.0
l[B, 21, B, 25] = 15.0
m[1, 8, B, 1] = 10.0
m[1, 8, B, 5] = 8.0
m[1, 8, B, 24] = 8.0
m[2, B, B, 2] = 19.0
m[2, B, B, 4] = 11.0
m[2, B, B, 7] = 9.0
m[2, B, B, 19] = 23.0
m[2, B, B, 21] = 8.0
m[2, B, B, 23] = 21.0
m[2, B, B, 25] = 7.0
m[3, 22, B, 3] = 21.0
m[4, 23, B, 4] = 11.0
m[4, 23, B, 7] = 9.0
m[4, 23, B, 19] = 23.0
m[4, 23, B, 21] = 8.0
m[4, 23, B, 25] = 7.0
m[5, 24, B, 5] = 8.0
m[6, B, B, 3] = 21.0
m[6, B, B, 6] = 16.0
m[6, B, B, 10] = 22.0
m[6, B, B, 18] = 15.0
m[6, B, B, 22] = 22.0
m[7, 4, B, 7] = 9.0
m[7, 4, B, 19] = 23.0
m[7, 4, B, 21] = 8.0
m[7, 4, B, 25] = 7.0
m[8, B, B, 1] = 10.0
m[8, B, B, 5] = 8.0
m[8, B, B, 8] = 16.0
m[8, B, B, 24] = 8.0
m[10, 6, B, 3] = 21.0
m[10, 6, B, 10] = 22.0
m[10, 6, B, 18] = 15.0
m[10, 6, B, 22] = 22.0
m[18, 10, B, 3] = 21.0
m[18, 10, B, 18] = 15.0
m[18, 10, B, 22] = 22.0
m[19, 7, B, 19] = 23.0
m[19, 7, B, 21] = 8.0
m[19, 7, B, 25] = 7.0
m[21, 25, B, 21] = 8.0
m[22, 18, B, 3] = 21.0
m[22, 18, B, 22] = 22.0
m[23, 2, B, 4] = 11.0
m[23, 2, B, 7] = 9.0
m[23, 2, B, 19] = 23.0
m[23, 2, B, 21] = 8.0
m[23, 2, B, 23] = 21.0
m[23, 2, B, 25] = 7.0
m[24, 1, B, 5] = 8.0
m[24, 1, B, 24] = 8.0
m[25, 19, B, 21] = 8.0
m[25, 19, B, 25] = 7.0
Tempo de execução: 7200.5798075 segundos
