Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8020.dat
status= OPTIMAL
ID = 8020
Numero de clientes = 25
OF (custo) = 501.0099999999999
Best Objective = 501.0099999999999
Best Bound = 501.0099999999999
GAP = 0.0%
x[1, 14, A] = 1.0
x[4, 12, A] = 1.0
x[5, 13, A] = 1.0
x[6, 5, A] = 1.0
x[7, 6, A] = 1.0
x[8, 25, A] = 1.0
x[11, 4, A] = 1.0
x[12, A, A] = 1.0
x[13, 23, A] = 1.0
x[14, 21, A] = 1.0
x[15, 18, A] = 1.0
x[18, A, A] = 1.0
x[19, 20, A] = 1.0
x[20, 1, A] = 1.0
x[21, 8, A] = 1.0
x[23, 19, A] = 1.0
x[25, 15, A] = 1.0
x[A, 7, A] = 1.0
x[A, 11, A] = 1.0
z[1, A, A] = 1.0
z[4, A, A] = 1.0
z[5, A, A] = 1.0
z[6, A, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[11, A, A] = 1.0
z[12, A, A] = 1.0
z[13, A, A] = 1.0
z[14, A, A] = 1.0
z[15, A, A] = 1.0
z[18, A, A] = 1.0
z[19, A, A] = 1.0
z[20, A, A] = 1.0
z[21, A, A] = 1.0
z[23, A, A] = 1.0
z[25, A, A] = 1.0
l[1, 14, A, 8] = 35.0
l[1, 14, A, 14] = 25.0
l[1, 14, A, 15] = 31.0
l[1, 14, A, 18] = 33.0
l[1, 14, A, 21] = 41.0
l[1, 14, A, 25] = 37.0
l[4, 12, A, 12] = 33.0
l[5, 13, A, 1] = 21.0
l[5, 13, A, 8] = 35.0
l[5, 13, A, 13] = 40.0
l[5, 13, A, 14] = 25.0
l[5, 13, A, 15] = 31.0
l[5, 13, A, 18] = 33.0
l[5, 13, A, 19] = 24.0
l[5, 13, A, 20] = 37.0
l[5, 13, A, 21] = 41.0
l[5, 13, A, 23] = 30.0
l[5, 13, A, 25] = 37.0
l[6, 5, A, 1] = 21.0
l[6, 5, A, 5] = 32.0
l[6, 5, A, 8] = 35.0
l[6, 5, A, 13] = 40.0
l[6, 5, A, 14] = 25.0
l[6, 5, A, 15] = 31.0
l[6, 5, A, 18] = 33.0
l[6, 5, A, 19] = 24.0
l[6, 5, A, 20] = 37.0
l[6, 5, A, 21] = 41.0
l[6, 5, A, 23] = 30.0
l[6, 5, A, 25] = 37.0
l[7, 6, A, 1] = 21.0
l[7, 6, A, 5] = 32.0
l[7, 6, A, 6] = 42.0
l[7, 6, A, 8] = 35.0
l[7, 6, A, 13] = 40.0
l[7, 6, A, 14] = 25.0
l[7, 6, A, 15] = 31.0
l[7, 6, A, 18] = 33.0
l[7, 6, A, 19] = 24.0
l[7, 6, A, 20] = 37.0
l[7, 6, A, 21] = 41.0
l[7, 6, A, 23] = 30.0
l[7, 6, A, 25] = 37.0
l[8, 25, A, 15] = 31.0
l[8, 25, A, 18] = 33.0
l[8, 25, A, 25] = 37.0
l[11, 4, A, 4] = 28.0
l[11, 4, A, 12] = 33.0
l[13, 23, A, 1] = 21.0
l[13, 23, A, 8] = 35.0
l[13, 23, A, 14] = 25.0
l[13, 23, A, 15] = 31.0
l[13, 23, A, 18] = 33.0
l[13, 23, A, 19] = 24.0
l[13, 23, A, 20] = 37.0
l[13, 23, A, 21] = 41.0
l[13, 23, A, 23] = 30.0
l[13, 23, A, 25] = 37.0
l[14, 21, A, 8] = 35.0
l[14, 21, A, 15] = 31.0
l[14, 21, A, 18] = 33.0
l[14, 21, A, 21] = 41.0
l[14, 21, A, 25] = 37.0
l[15, 18, A, 18] = 33.0
l[19, 20, A, 1] = 21.0
l[19, 20, A, 8] = 35.0
l[19, 20, A, 14] = 25.0
l[19, 20, A, 15] = 31.0
l[19, 20, A, 18] = 33.0
l[19, 20, A, 20] = 37.0
l[19, 20, A, 21] = 41.0
l[19, 20, A, 25] = 37.0
l[20, 1, A, 1] = 21.0
l[20, 1, A, 8] = 35.0
l[20, 1, A, 14] = 25.0
l[20, 1, A, 15] = 31.0
l[20, 1, A, 18] = 33.0
l[20, 1, A, 21] = 41.0
l[20, 1, A, 25] = 37.0
l[21, 8, A, 8] = 35.0
l[21, 8, A, 15] = 31.0
l[21, 8, A, 18] = 33.0
l[21, 8, A, 25] = 37.0
l[23, 19, A, 1] = 21.0
l[23, 19, A, 8] = 35.0
l[23, 19, A, 14] = 25.0
l[23, 19, A, 15] = 31.0
l[23, 19, A, 18] = 33.0
l[23, 19, A, 19] = 24.0
l[23, 19, A, 20] = 37.0
l[23, 19, A, 21] = 41.0
l[23, 19, A, 25] = 37.0
l[25, 15, A, 15] = 31.0
l[25, 15, A, 18] = 33.0
l[A, 7, A, 1] = 21.0
l[A, 7, A, 5] = 32.0
l[A, 7, A, 6] = 42.0
l[A, 7, A, 7] = 41.0
l[A, 7, A, 8] = 35.0
l[A, 7, A, 13] = 40.0
l[A, 7, A, 14] = 25.0
l[A, 7, A, 15] = 31.0
l[A, 7, A, 18] = 33.0
l[A, 7, A, 19] = 24.0
l[A, 7, A, 20] = 37.0
l[A, 7, A, 21] = 41.0
l[A, 7, A, 23] = 30.0
l[A, 7, A, 25] = 37.0
l[A, 11, A, 4] = 28.0
l[A, 11, A, 11] = 42.0
l[A, 11, A, 12] = 33.0
m[1, 14, A, 1] = 32.0
m[1, 14, A, 5] = 35.0
m[1, 14, A, 6] = 46.0
m[1, 14, A, 7] = 27.0
m[1, 14, A, 13] = 45.0
m[1, 14, A, 19] = 40.0
m[1, 14, A, 20] = 27.0
m[1, 14, A, 23] = 29.0
m[4, 12, A, 4] = 36.0
m[4, 12, A, 11] = 26.0
m[5, 13, A, 5] = 35.0
m[5, 13, A, 6] = 46.0
m[5, 13, A, 7] = 27.0
m[6, 5, A, 6] = 46.0
m[6, 5, A, 7] = 27.0
m[7, 6, A, 7] = 27.0
m[8, 25, A, 1] = 32.0
m[8, 25, A, 5] = 35.0
m[8, 25, A, 6] = 46.0
m[8, 25, A, 7] = 27.0
m[8, 25, A, 8] = 26.0
m[8, 25, A, 13] = 45.0
m[8, 25, A, 14] = 25.0
m[8, 25, A, 19] = 40.0
m[8, 25, A, 20] = 27.0
m[8, 25, A, 21] = 40.0
m[8, 25, A, 23] = 29.0
m[11, 4, A, 11] = 26.0
m[12, A, A, 4] = 36.0
m[12, A, A, 11] = 26.0
m[12, A, A, 12] = 34.0
m[13, 23, A, 5] = 35.0
m[13, 23, A, 6] = 46.0
m[13, 23, A, 7] = 27.0
m[13, 23, A, 13] = 45.0
m[14, 21, A, 1] = 32.0
m[14, 21, A, 5] = 35.0
m[14, 21, A, 6] = 46.0
m[14, 21, A, 7] = 27.0
m[14, 21, A, 13] = 45.0
m[14, 21, A, 14] = 25.0
