Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8020.dat
status= OPTIMAL
ID = 8020
Numero de clientes = 25
OF (custo) = 355.93
Best Objective = 355.93
Best Bound = 355.93
GAP = 0.0%
x[1, B, B] = 1.0
x[2, 16, B] = 1.0
x[3, 17, B] = 1.0
x[6, 24, B] = 1.0
x[9, 2, B] = 1.0
x[10, 1, B] = 1.0
x[16, 10, B] = 1.0
x[17, 9, B] = 1.0
x[22, 3, B] = 1.0
x[24, 22, B] = 1.0
x[B, 6, B] = 1.0
l[2, 16, B, 1] = 20.0
l[2, 16, B, 10] = 10.0
l[2, 16, B, 16] = 9.0
l[3, 17, B, 1] = 20.0
l[3, 17, B, 2] = 34.0
l[3, 17, B, 9] = 14.0
l[3, 17, B, 10] = 10.0
l[3, 17, B, 16] = 9.0
l[3, 17, B, 17] = 38.0
l[6, 24, B, 1] = 20.0
l[6, 24, B, 2] = 34.0
l[6, 24, B, 3] = 34.0
l[6, 24, B, 9] = 14.0
l[6, 24, B, 10] = 10.0
l[6, 24, B, 16] = 9.0
l[6, 24, B, 17] = 38.0
l[6, 24, B, 22] = 13.0
l[6, 24, B, 24] = 38.0
l[9, 2, B, 1] = 20.0
l[9, 2, B, 2] = 34.0
l[9, 2, B, 10] = 10.0
l[9, 2, B, 16] = 9.0
l[10, 1, B, 1] = 20.0
l[16, 10, B, 1] = 20.0
l[16, 10, B, 10] = 10.0
l[17, 9, B, 1] = 20.0
l[17, 9, B, 2] = 34.0
l[17, 9, B, 9] = 14.0
l[17, 9, B, 10] = 10.0
l[17, 9, B, 16] = 9.0
l[22, 3, B, 1] = 20.0
l[22, 3, B, 2] = 34.0
l[22, 3, B, 3] = 34.0
l[22, 3, B, 9] = 14.0
l[22, 3, B, 10] = 10.0
l[22, 3, B, 16] = 9.0
l[22, 3, B, 17] = 38.0
l[24, 22, B, 1] = 20.0
l[24, 22, B, 2] = 34.0
l[24, 22, B, 3] = 34.0
l[24, 22, B, 9] = 14.0
l[24, 22, B, 10] = 10.0
l[24, 22, B, 16] = 9.0
l[24, 22, B, 17] = 38.0
l[24, 22, B, 22] = 13.0
l[B, 6, B, 1] = 20.0
l[B, 6, B, 2] = 34.0
l[B, 6, B, 3] = 34.0
l[B, 6, B, 9] = 14.0
l[B, 6, B, 10] = 10.0
l[B, 6, B, 16] = 9.0
l[B, 6, B, 17] = 38.0
l[B, 6, B, 22] = 13.0
l[B, 6, B, 24] = 38.0
m[1, B, B, 1] = 44.0
m[1, B, B, 2] = 20.0
m[1, B, B, 3] = 25.0
m[1, B, B, 17] = 35.0
m[1, B, B, 24] = 35.0
m[2, 16, B, 2] = 20.0
m[2, 16, B, 3] = 25.0
m[2, 16, B, 17] = 35.0
m[2, 16, B, 24] = 35.0
m[3, 17, B, 3] = 25.0
m[3, 17, B, 24] = 35.0
m[9, 2, B, 3] = 25.0
m[9, 2, B, 17] = 35.0
m[9, 2, B, 24] = 35.0
m[10, 1, B, 2] = 20.0
m[10, 1, B, 3] = 25.0
m[10, 1, B, 17] = 35.0
m[10, 1, B, 24] = 35.0
m[16, 10, B, 2] = 20.0
m[16, 10, B, 3] = 25.0
m[16, 10, B, 17] = 35.0
m[16, 10, B, 24] = 35.0
m[17, 9, B, 3] = 25.0
m[17, 9, B, 17] = 35.0
m[17, 9, B, 24] = 35.0
m[22, 3, B, 24] = 35.0
m[24, 22, B, 24] = 35.0
n[2, 16, B, 10] = 15.0
n[2, 16, B, 16] = 27.0
n[3, 17, B, 9] = 28.0
n[3, 17, B, 10] = 15.0
n[3, 17, B, 16] = 27.0
n[6, 24, B, 9] = 28.0
n[6, 24, B, 10] = 15.0
n[6, 24, B, 16] = 27.0
n[6, 24, B, 22] = 16.0
n[9, 2, B, 10] = 15.0
n[9, 2, B, 16] = 27.0
n[16, 10, B, 10] = 15.0
n[17, 9, B, 9] = 28.0
n[17, 9, B, 10] = 15.0
n[17, 9, B, 16] = 27.0
n[22, 3, B, 9] = 28.0
n[22, 3, B, 10] = 15.0
n[22, 3, B, 16] = 27.0
n[24, 22, B, 9] = 28.0
n[24, 22, B, 10] = 15.0
n[24, 22, B, 16] = 27.0
n[24, 22, B, 22] = 16.0
Tempo de execução: 3.43792 segundos
