Processando o arquivo: D:/rafaelvc/SUPERCODIGO/dados\vrps_8060.dat
status= OPTIMAL
ID = 8060
Numero de clientes = 15
OF (custo) = 225.29999999999998
Best Objective = 225.29999999999998
Best Bound = 225.2999999999995
GAP = 0.0%
x[1, 6, B] = 1.0
x[3, 1, B] = 1.0
x[4, 10, B] = 1.0
x[5, 3, B] = 1.0
x[6, 12, B] = 1.0
x[9, 15, B] = 1.0
x[10, B, B] = 1.0
x[12, 9, B] = 1.0
x[14, 5, B] = 1.0
x[15, 4, B] = 1.0
x[B, 14, B] = 1.0
z[1, B, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, B, B] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[12, B, B] = 1.0
z[14, B, B] = 1.0
z[15, B, B] = 1.0
l[1, 6, B, 4] = 30.0
l[1, 6, B, 6] = 42.0
l[1, 6, B, 9] = 42.0
l[1, 6, B, 10] = 36.0
l[1, 6, B, 12] = 44.0
l[1, 6, B, 15] = 42.0
l[3, 1, B, 1] = 21.0
l[3, 1, B, 4] = 30.0
l[3, 1, B, 6] = 42.0
l[3, 1, B, 9] = 42.0
l[3, 1, B, 10] = 36.0
l[3, 1, B, 12] = 44.0
l[3, 1, B, 15] = 42.0
l[4, 10, B, 10] = 36.0
l[5, 3, B, 1] = 21.0
l[5, 3, B, 3] = 33.0
l[5, 3, B, 4] = 30.0
l[5, 3, B, 6] = 42.0
l[5, 3, B, 9] = 42.0
l[5, 3, B, 10] = 36.0
l[5, 3, B, 12] = 44.0
l[5, 3, B, 15] = 42.0
l[6, 12, B, 4] = 30.0
l[6, 12, B, 9] = 42.0
l[6, 12, B, 10] = 36.0
l[6, 12, B, 12] = 44.0
l[6, 12, B, 15] = 42.0
l[9, 15, B, 4] = 30.0
l[9, 15, B, 10] = 36.0
l[9, 15, B, 15] = 42.0
l[12, 9, B, 4] = 30.0
l[12, 9, B, 9] = 42.0
l[12, 9, B, 10] = 36.0
l[12, 9, B, 15] = 42.0
l[14, 5, B, 1] = 21.0
l[14, 5, B, 3] = 33.0
l[14, 5, B, 4] = 30.0
l[14, 5, B, 5] = 26.0
l[14, 5, B, 6] = 42.0
l[14, 5, B, 9] = 42.0
l[14, 5, B, 10] = 36.0
l[14, 5, B, 12] = 44.0
l[14, 5, B, 15] = 42.0
l[15, 4, B, 4] = 30.0
l[15, 4, B, 10] = 36.0
l[B, 14, B, 1] = 21.0
l[B, 14, B, 3] = 33.0
l[B, 14, B, 4] = 30.0
l[B, 14, B, 5] = 26.0
l[B, 14, B, 6] = 42.0
l[B, 14, B, 9] = 42.0
l[B, 14, B, 10] = 36.0
l[B, 14, B, 12] = 44.0
l[B, 14, B, 14] = 37.0
l[B, 14, B, 15] = 42.0
m[1, 6, B, 1] = 34.0
m[1, 6, B, 3] = 45.0
m[1, 6, B, 5] = 35.0
m[1, 6, B, 14] = 47.0
m[3, 1, B, 3] = 45.0
m[3, 1, B, 5] = 35.0
m[3, 1, B, 14] = 47.0
m[4, 10, B, 1] = 34.0
m[4, 10, B, 3] = 45.0
m[4, 10, B, 4] = 36.0
m[4, 10, B, 5] = 35.0
m[4, 10, B, 6] = 28.0
m[4, 10, B, 9] = 40.0
m[4, 10, B, 12] = 28.0
m[4, 10, B, 14] = 47.0
m[4, 10, B, 15] = 35.0
m[5, 3, B, 5] = 35.0
m[5, 3, B, 14] = 47.0
m[6, 12, B, 1] = 34.0
m[6, 12, B, 3] = 45.0
m[6, 12, B, 5] = 35.0
m[6, 12, B, 6] = 28.0
m[6, 12, B, 14] = 47.0
m[9, 15, B, 1] = 34.0
m[9, 15, B, 3] = 45.0
m[9, 15, B, 5] = 35.0
m[9, 15, B, 6] = 28.0
m[9, 15, B, 9] = 40.0
m[9, 15, B, 12] = 28.0
m[9, 15, B, 14] = 47.0
m[10, B, B, 1] = 34.0
m[10, B, B, 3] = 45.0
m[10, B, B, 4] = 36.0
m[10, B, B, 5] = 35.0
m[10, B, B, 6] = 28.0
m[10, B, B, 9] = 40.0
m[10, B, B, 10] = 25.0
m[10, B, B, 12] = 28.0
m[10, B, B, 14] = 47.0
m[10, B, B, 15] = 35.0
m[12, 9, B, 1] = 34.0
m[12, 9, B, 3] = 45.0
m[12, 9, B, 5] = 35.0
m[12, 9, B, 6] = 28.0
m[12, 9, B, 12] = 28.0
m[12, 9, B, 14] = 47.0
m[14, 5, B, 14] = 47.0
m[15, 4, B, 1] = 34.0
m[15, 4, B, 3] = 45.0
m[15, 4, B, 5] = 35.0
m[15, 4, B, 6] = 28.0
m[15, 4, B, 9] = 40.0
m[15, 4, B, 12] = 28.0
m[15, 4, B, 14] = 47.0
m[15, 4, B, 15] = 35.0
Tempo de execução: 0.904376 segundos
