Processando o arquivo: E:/rafaelvc/SUPERCODIGO/dados\vrps_6L.dat
status= OPTIMAL
ID = 6
Numero de clientes = 21
OF (custo) = 230.07999999999998
Best Objective = 230.07999999999998
Best Bound = 230.07999999999993
GAP = 0.0%
x[1, 12, B] = 1.0
x[2, B, B] = 1.0
x[3, 20, B] = 1.0
x[4, B, B] = 1.0
x[5, 19, B] = 1.0
x[6, 7, A] = 1.0
x[7, 16, A] = 1.0
x[8, A, A] = 1.0
x[9, 2, B] = 1.0
x[10, 1, B] = 1.0
x[11, 18, B] = 1.0
x[12, 21, B] = 1.0
x[13, 15, B] = 1.0
x[14, 8, A] = 1.0
x[15, 11, B] = 1.0
x[16, 17, A] = 1.0
x[17, 14, A] = 1.0
x[18, 9, B] = 1.0
x[19, 3, B] = 1.0
x[20, 13, B] = 1.0
x[21, 5, B] = 1.0
x[A, 6, A] = 1.0
x[B, 4, B] = 1.0
x[B, 10, B] = 1.0
z[1, B, B] = 1.0
z[2, B, B] = 1.0
z[3, A, B] = 1.0
z[3, B, B] = 1.0
z[4, B, B] = 1.0
z[5, B, B] = 1.0
z[6, A, A] = 1.0
z[6, B, A] = 1.0
z[7, A, A] = 1.0
z[8, A, A] = 1.0
z[9, B, B] = 1.0
z[10, B, B] = 1.0
z[11, A, B] = 1.0
z[11, B, B] = 1.0
z[12, B, B] = 1.0
z[13, B, B] = 1.0
z[14, A, A] = 1.0
z[15, B, B] = 1.0
z[16, A, A] = 1.0
z[16, B, A] = 1.0
z[17, A, A] = 1.0
z[18, B, B] = 1.0
z[19, B, B] = 1.0
z[20, B, B] = 1.0
z[21, B, B] = 1.0
l[1, 12, B, 2] = 7.0
l[1, 12, B, 3] = 13.0
l[1, 12, B, 5] = 26.0
l[1, 12, B, 9] = 16.0
l[1, 12, B, 11] = 12.0
l[1, 12, B, 12] = 19.0
l[1, 12, B, 13] = 23.0
l[1, 12, B, 15] = 8.0
l[1, 12, B, 18] = 12.0
l[1, 12, B, 19] = 17.0
l[1, 12, B, 20] = 9.0
l[1, 12, B, 21] = 9.0
l[3, 20, B, 2] = 7.0
l[3, 20, B, 9] = 16.0
l[3, 20, B, 11] = 12.0
l[3, 20, B, 13] = 23.0
l[3, 20, B, 15] = 8.0
l[3, 20, B, 18] = 12.0
l[3, 20, B, 20] = 9.0
l[5, 19, B, 2] = 7.0
l[5, 19, B, 3] = 13.0
l[5, 19, B, 9] = 16.0
l[5, 19, B, 11] = 12.0
l[5, 19, B, 13] = 23.0
l[5, 19, B, 15] = 8.0
l[5, 19, B, 18] = 12.0
l[5, 19, B, 19] = 17.0
l[5, 19, B, 20] = 9.0
l[6, 7, A, 7] = 5.0
l[6, 7, A, 8] = 9.0
l[6, 7, A, 14] = 20.0
l[6, 7, A, 16] = 19.0
l[6, 7, A, 17] = 2.0
l[7, 16, A, 8] = 9.0
l[7, 16, A, 14] = 20.0
l[7, 16, A, 16] = 19.0
l[7, 16, A, 17] = 2.0
l[9, 2, B, 2] = 7.0
l[10, 1, B, 1] = 10.0
l[10, 1, B, 2] = 7.0
l[10, 1, B, 3] = 13.0
l[10, 1, B, 5] = 26.0
l[10, 1, B, 9] = 16.0
l[10, 1, B, 11] = 12.0
l[10, 1, B, 12] = 19.0
l[10, 1, B, 13] = 23.0
